"TimeGenerated [UTC]",DeviceId,SourceIp,UserId,UserPrincipalName,DestinationIp,DestinationPort,TenantId,TransactionId,ConnectionId,SessionId,TrafficType,DeviceCategory,DestinationFqdn,SourcePort,DeviceOperatingSystem,DeviceOperatingSystemVersion,AgentVersion,TransportProtocol,NetworkProtocol,Action,PolicyRuleId,PolicyId,SentBytes,ReceivedBytes,ReferrerHeader,OriginHeader,XForwardedFor,DestinationWebCategories,FilteringProfileId,FilteringProfileName,PolicyName,RuleName,InitiatingProcessName,ResourceTenantId,ThreatType,DestinationUrl,Description,AppId,ConnectorId,ConnectorName,ConnectorIp,ConnectionStatus,AccessType,ProcessingRegion,SourceSystem,Type
"6/26/2024, 2:25:24.000 PM",8842076412819800000,"82.195.203.238",6419042465817269000,"60355461@obfuscated.com",,443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142524Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001uc","BSZXgsu7GU+Kdr1r.0",,microsoft365,Client,"login.microsoftonline.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",3405,12568,,,,,,,,,"backgroundTaskHost.exe","72f988bf-86f1-41af-91ab-2d7cd011db47",,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:24.000 PM",8842076412819800000,"203.54.0.178",6419042465817269000,"24990146@obfuscated.com","40.97.204.2",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142524Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001uf","BRe7B9/raUSGS6yT.0",,microsoft365,Client,"outlook-sdf.office.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",5787,4042,,,,,,,,,"msedgewebview2.exe",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:24.000 PM",8842076412819800000,"44.156.98.28",6419042465817269000,"36941394@obfuscated.com","40.97.204.2",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142524Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001uk","BRe7B9/raUSGS6yT.0",,microsoft365,Client,"outlook-sdf.office.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",2432,3654,,,,,,,,,"msedgewebview2.exe",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:24.000 PM","-1182680621469496300","65.225.213.136",4324042219996216000,"05486124@obfuscated.com","208.84.4.1",443,"31803c28-f705-4a43-808b-e8a4046c163e","c98c6d63-9cbd-4b22-9e10-ef7a123e897c","uL/bPW3yzEW6HM7f.0",,internet,Client,"dns-sdf.office.com",60388,"Windows 11 Enterprise","10.0.22631","2.0.0",Tcp,Ipv4,Allow,"64c79d23-7edd-4294-88dd-4f4792919de6","ccdc50c8-9ad3-41a9-9649-1ae37cc523f9",2020,1661,,,,ComputersAndTechnology,"5f6a3463-15ac-4b17-a080-cdbfac7307af","Baseline Profile","Allow all websites","*","svchost.exe",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:24.000 PM",8842076412819800000,"2.5.224.37",6419042465817269000,"06030857@obfuscated.com","142.251.214.131",80,"31803c28-f705-4a43-808b-e8a4046c163e","e569e5a3-48e5-436d-aea7-a4602b4b3a97","TUb4MS2cWkS2H7ow.0",,internet,Client,"c.pki.goog",51728,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,"64c79d23-7edd-4294-88dd-4f4792919de6","ccdc50c8-9ad3-41a9-9649-1ae37cc523f9",0,0,,,,ComputersAndTechnology,"5f6a3463-15ac-4b17-a080-cdbfac7307af","Baseline Profile","Allow all websites","*","svchost.exe",,,"http://c.pki.goog/r/r1.crl",,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:24.000 PM","-677150439900879600","243.216.132.244",8627087272850670000,"27764924@obfuscated.com","52.96.57.18",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142524Z-r1bdb486f5bs6frxsr2xvdpac0000000kps00000000004cx","3/vWCANT7Eauij7s.0",,microsoft365,Client,"outlook.office365.com",59065,"Windows 11 Enterprise","10.0.26120","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",5117,2026,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:24.000 PM","-677150439900879600","171.25.200.61",8627087272850670000,"32224205@obfuscated.com","52.96.57.18",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142524Z-r1bdb486f5bs6frxsr2xvdpac0000000kpsg0000000002m7","uQDxvJg4pUq2f6GA.0",,microsoft365,Client,"outlook.office365.com",59065,"Windows 11 Enterprise","10.0.26120","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",5077,1064,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:25.000 PM",8842076412819800000,"89.21.157.19",6419042465817269000,"07235692@obfuscated.com","104.71.213.90",80,"31803c28-f705-4a43-808b-e8a4046c163e","d6137e31-232f-4442-96dd-190816189768","LGd7Yie+ekmxP7e+.0",,internet,Client,"x2.c.lencr.org",51728,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,"64c79d23-7edd-4294-88dd-4f4792919de6","ccdc50c8-9ad3-41a9-9649-1ae37cc523f9",0,0,,,,ComputersAndTechnology,"5f6a3463-15ac-4b17-a080-cdbfac7307af","Baseline Profile","Allow all websites","*","svchost.exe",,,"http://x2.c.lencr.org/",,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:25.000 PM","-677150439900879600","45.40.206.240",8627087272850670000,"36860607@obfuscated.com","150.171.254.2",443,"31803c28-f705-4a43-808b-e8a4046c163e","d92b392d-f0eb-4c71-bdd1-f01e3bcc8589","TBMhp0OIz0COUjrl.0",,internet,Client,"dns.office.com",61582,"Windows 11 Enterprise","10.0.26120","2.0.0",Tcp,Ipv4,Allow,"64c79d23-7edd-4294-88dd-4f4792919de6","ccdc50c8-9ad3-41a9-9649-1ae37cc523f9",814,4925,,,,ComputersAndTechnology,"5f6a3463-15ac-4b17-a080-cdbfac7307af","Baseline Profile","Allow all websites","*","svchost.exe",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:25.000 PM","-677150439900879600","236.55.204.235",8627087272850670000,"52212771@obfuscated.com",,443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142525Z-r1bdb486f5bs6frxsr2xvdpac0000000kps00000000004da","089nU3Pye0OqIzuY.0",,microsoft365,Client,"outlook.office365.com",59065,"Windows 11 Enterprise","10.0.26120","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",0,0,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:25.000 PM","-677150439900879600","31.212.87.10",8627087272850670000,"59580763@obfuscated.com","150.171.254.2",443,"31803c28-f705-4a43-808b-e8a4046c163e","507db862-bd1c-48c6-b8a7-5c74b55bad81","EVvIJFTtfk6XU7MV.0",,internet,Client,"dns.office.com",61582,"Windows 11 Enterprise","10.0.26120","2.0.0",Tcp,Ipv4,Allow,"64c79d23-7edd-4294-88dd-4f4792919de6","ccdc50c8-9ad3-41a9-9649-1ae37cc523f9",814,4973,,,,ComputersAndTechnology,"5f6a3463-15ac-4b17-a080-cdbfac7307af","Baseline Profile","Allow all websites","*","svchost.exe",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:25.000 PM",8842076412819800000,"156.148.98.52",6419042465817269000,"82600836@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142525Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001us","F52JSfdGqUCMBOUV.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8165,51098,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:25.000 PM",8842076412819800000,"240.212.114.24",6419042465817269000,"46279149@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142524Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001ug","F52JSfdGqUCMBOUV.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8165,1948,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:25.000 PM",8842076412819800000,"92.110.37.40",6419042465817269000,"78737210@obfuscated.com",,443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142525Z-r15b5c656887xwvdxsqqknhrrc00000079s000000000025f","gV9OFHViTE2kTiRp.0",,microsoft365,Client,"outlook-sdf.office.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",0,0,,,,,,,,,"msedgewebview2.exe",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:25.000 PM",8842076412819800000,"95.253.214.10",6419042465817269000,"00585663@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142525Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001uv","F52JSfdGqUCMBOUV.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8181,1991,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:25.000 PM",8842076412819800000,"86.44.242.255",6419042465817269000,"58595457@obfuscated.com","40.97.204.2",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142525Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001ut","gV9OFHViTE2kTiRp.0",,microsoft365,Client,"outlook-sdf.office.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",5190,1301,,,,,,,,,"msedgewebview2.exe",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:26.000 PM",8842076412819800000,"146.163.209.204",6419042465817269000,"99826980@obfuscated.com","40.97.204.2",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142525Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001v0","gV9OFHViTE2kTiRp.0",,microsoft365,Client,"outlook-sdf.office.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",5181,34010,,,,,,,,,"msedgewebview2.exe",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:26.000 PM","-677150439900879600","230.159.179.250",8627087272850670000,"50236153@obfuscated.com","52.96.103.50",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142525Z-r1bdb486f5bs6frxsr2xvdpac0000000kps00000000004db","089nU3Pye0OqIzuY.0",,microsoft365,Client,"outlook.office365.com",59065,"Windows 11 Enterprise","10.0.26120","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",5081,1064,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:26.000 PM","-677150439900879600","249.227.151.63",8627087272850670000,"64483815@obfuscated.com","52.96.103.50",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142526Z-r1bdb486f5bs6frxsr2xvdpac0000000kps00000000004dh","089nU3Pye0OqIzuY.0",,microsoft365,Client,"outlook.office365.com",59065,"Windows 11 Enterprise","10.0.26120","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",5107,1976,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:26.000 PM",8842076412819800000,"241.8.175.170",6419042465817269000,"91714953@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142526Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001v3","F52JSfdGqUCMBOUV.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",320,985,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:26.000 PM",8842076412819800000,"22.67.86.94",6419042465817269000,"12969164@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142525Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001uw","F52JSfdGqUCMBOUV.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8165,1993,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:26.000 PM",8842076412819800000,"152.131.153.115",6419042465817269000,"81818286@obfuscated.com",,443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142526Z-r15b5c656887xwvdxsqqknhrrc00000079s000000000025w","FVuNpC0Fy0+3EVLa.0",,microsoft365,Client,"dataservice.protection.outlook.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",0,0,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:26.000 PM",8842076412819800000,"217.209.84.238",6419042465817269000,"38579787@obfuscated.com",,443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142526Z-r15b5c656887xwvdxsqqknhrrc00000079s000000000025y","vdpDU0l9b0u5m2gU.0",,microsoft365,Client,"outlook-sdf.office.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",0,0,,,,,,,,,"msedgewebview2.exe",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:26.000 PM",8842076412819800000,"31.118.212.203",6419042465817269000,"25875137@obfuscated.com",,443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142526Z-r15b5c65688fxh22cmv0n2v5rw000000770g0000000000kr","AQHm6NPhFEWdnHN5.0",,microsoft365,Client,"login.microsoftonline.com",51758,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",0,0,,,,,,,,,"lsass.exe",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:26.000 PM",8842076412819800000,"160.115.212.52",6419042465817269000,"31031652@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142526Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001v6","F52JSfdGqUCMBOUV.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",339,1020,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:26.000 PM",8842076412819800000,"79.85.148.8",6419042465817269000,"22919401@obfuscated.com",,443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142526Z-r15b5c656887xwvdxsqqknhrrc00000079t000000000001v","RS3DBRPqFEiWHv/L.0",,microsoft365,Client,"autodiscover-s.outlook.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",0,0,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:26.000 PM",8842076412819800000,"51.3.252.239",6419042465817269000,"30126670@obfuscated.com",,443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142526Z-r15b5c656887xwvdxsqqknhrrc00000079s000000000025q","kLrgbXgJqUOzhZ66.0",,microsoft365,Client,"outlook-sdf.office.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",0,0,,,,,,,,,"msedgewebview2.exe",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:27.000 PM",8842076412819800000,"38.222.248.3",6419042465817269000,"01151252@obfuscated.com",,443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142527Z-r15b5c656887xwvdxsqqknhrrc00000079s000000000025z","JyoQUgNBJU6w7eU6.0",,microsoft365,Client,"login.microsoftonline.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",0,0,,,,,,,,,"backgroundTaskHost.exe",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:27.000 PM",8842076412819800000,"188.55.92.0",6419042465817269000,"67267096@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142527Z-r15b5c656887xwvdxsqqknhrrc00000079t000000000001y","bFLENnlHbkKPOpU8.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8187,2093,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:27.000 PM",8842076412819800000,"225.117.65.179",6419042465817269000,"47996171@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142527Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001vh","F52JSfdGqUCMBOUV.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",323,1004,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:27.000 PM",8842076412819800000,"19.198.126.111",6419042465817269000,"77068532@obfuscated.com","40.97.204.2",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142527Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001vf","gV9OFHViTE2kTiRp.0",,microsoft365,Client,"outlook-sdf.office.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",5573,1540,,,,,,,,,"msedgewebview2.exe",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:27.000 PM",8842076412819800000,"113.189.73.17",6419042465817269000,"24523232@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142527Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001vg","F52JSfdGqUCMBOUV.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",326,998,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:27.000 PM","-677150439900879600","230.104.122.77",8627087272850670000,"35241574@obfuscated.com","52.96.103.50",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142527Z-r1bdb486f5bs6frxsr2xvdpac0000000kps00000000004dv","089nU3Pye0OqIzuY.0",,microsoft365,Client,"outlook.office365.com",59065,"Windows 11 Enterprise","10.0.26120","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",5077,1064,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
