TimeGenerated [UTC],access_method,account_id,account_name,acked,action,activity,alert,alert_id,alert_name,alert_type,app,app_activity,app_sessionid,appcategory,appsuite,asset_id,asset_object_id,breach_date,breach_description,breach_id,breach_media_references,breach_score,breach_target_references,browser,browser_sessionid,browser_version,bypass_traffic,category,cci,ccl,client_bytes,compliance_standards,conn_duration,conn_endtime,conn_starttime,connectionid,CononicalName,count_i,data_type,device,device_classification,dlp_file,dlp_incidentid,dlp_is_unique_count,dlp_mail_parent_id,dlp_parentid,dlp_profile,dlp_rule,dlp_rule_count,dlp_rule_severity,dlp_unique_count,domain,dst_country,dst_geoip_src,dst_latitude,dst_location,dst_longitude,dst_region,dst_timezone,dst_zipcode,dstip,dsthost,dstport,email_source,event_type,evt_src_chnl,exposure,external_collaborator_count,external_email,file_cls_encrypted,file_lang,file_path,file_size,file_type,from_user,fromlogs,hostname,http_transaction_count,iaas_asset_tags,iaas_remediated,instance,instance_id,internal_collaborator_count,justification_reason,justification_type,last_app,last_country,last_device,last_location,last_region,last_timestamp,log_file_name,malicious,malsite_category,malsite_country,malsite_id,malsite_ip_host,malsite_latitude,malsite_longitude,malsite_region,managed_app,managementID,matched_username,md5,mime_type,modified,netskope_activity,netskope_pop,notify_template,nsdeviceuid,numbytes,object,object_id,object_type,org,organization_unit,orig_ty,orignal_file_path,os,os_version,other_categories,outer_doc_type,owner,page,page_site,parent_id,password_type,policy,policy_actions,policy_id,profile_id,protocol,referer,region_id,region_name,req_cnt,requestid,resource_category,resource_group,resp_cnt,sa_profile_id,sa_profile_name,sa_rule_id,sa_rule_name,sa_rule_severity,sAMAccountName,sanctioned_instance,scan_type,serial,server_bytes,sessionid,severity,severity_level,severity_level_id,sfwder,sha256,shared_domains,shared_with,site,src_country,src_geoip_src,src_latitude,src_location,src_longitude,src_region,src_time,src_timezone,src_zipcode,srcip,suppression_end_time,suppression_key,suppression_start_time,telemetry_app,threat_match_field,threat_match_value,threat_source_id,threshold,threshold_time,timestamp,title_s,to_object,total_collaborator_count,traffic_type,transactionid,true_obj_category,true_obj_type,tss_mode,two_factor_auth,type_s,universal_connector,ur_normalized,url,user,user_generated,user_id,useragent,userip,userkey,userPrincipalName,web_universal_connector,TenantId,Type,_ResourceId
"16/06/2026, 06:26:43.000",Client,,,FALSE,alert,,yes,,[WEB] All Sector Web Access,policy,,,0,,,,,,,,,,,,0,,,All Sector Websites,0,unknown,0,,0,,,0,,1,,Other,,,,,,,,,,,,,FR,0,48,Paris,2,Île-de-France,Europe/Paris,75001,51.11.192.0,,443,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,,[],,,,,,,,,,,,0,,,, ,0,,,,,,,,,Windows NT 11.0,"[""All Sector Websites"",""DLP All Categories "",""Marketing"",""Business"",""All Categories"",""Technology""]",,,eu-teams.events.data.microsoft.com,,,,[WEB] All Sector Web Access,,,,,,,,0,3393849919520560897,,,0,,,,,,,,,,0,,,,,,,,,,GB,0,53,Chorley,-3,England,Tue Jun 16 07:26:43 2026,Europe/London,PR7,86.179.133.0,0,,0,,,,0,,,1781591203,,,0,Web,0,,,,,nspolicy,,maria.edwards@corporate.com,eu-teams.events.data.microsoft.com,Peter.Norris@corporate.com,,,,192.168.1.237,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:42.000",Client,,,FALSE,alert,,yes,,[WEB] All Sector Web Access,policy,,,0,,,,,,,,,,,,0,,,All Sector Websites,0,unknown,0,,0,,,0,,1,,Other,,,,,,,,,,,,,IE,0,53,Dublin,-7,Leinster,Europe/Dublin,D02,74.178.35.0,,443,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,,[],,,,,,,,,,,,0,,,, ,0,,,,,,,,,Windows NT 11.0,"[""All Sector Websites"",""DLP All Categories "",""Marketing"",""All Categories"",""Technology""]",,,winatp-gw-neu.microsoft.com,,,,[WEB] All Sector Web Access,,,,,,,,0,3393852768745043459,,,0,,,,,,,,,,0,,,,,,,,,,GB,0,51,City of London,-1,England,Tue Jun 16 07:26:42 2026,Europe/London,EC4R,145.224.90.0,0,,0,,,,0,,,1781591202,,,0,Web,0,,,,,nspolicy,,daniel.hayes@corporate.com,winatp-gw-neu.microsoft.com,Ross.Goldie@corporate.com,,,,192.168.1.233,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:42.000",Client,,,FALSE,alert,Browse,yes,,[WEB] All Sector Web Access,policy,Microsoft Accounts,,0,Application Suite,,,,,,,,,,,0,,,Application Suite,84,high,0,,0,,,0,,1,,Other,,,,,,,,,,,,,US,0,47,Redmond,-123,Washington,America/Los_Angeles,N/A,150.171.109.0,,443,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,,[],,,,,,,,,,,,0,,,, ,0,,,,,,,,,Windows NT 11.0,"[""All Sector Websites"",""Application Suite"",""DLP All Categories "",""Marketing"",""All Categories"",""Technology""]",,,res.cdn.office.net,,,,[WEB] All Sector Web Access,,,,,,,,0,3393852922936047105,,,0,,,,,,,,,,0,,,,,,,,,Microsoft Office 365 Suite,GB,0,51,City of London,-1,England,Tue Jun 16 07:26:42 2026,Europe/London,EC4R,145.224.90.0,0,,0,,,,0,,,1781591202,,,0,CloudApp,0,,,,,nspolicy,,daniel.hayes@corporate.com,res.cdn.office.net,Ross.Goldie@corporate.com,,,,192.168.1.233,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:42.000",Client,,,FALSE,useralert,Browse,yes,,[WEB] Potentially Malicious Sites,policy,,,1767205726962671992,,,,,,,,,,,,5000178776037541454,,,Potentially malicious sites,0,unknown,0,,0,,,0,,1,,Windows Device,managed,,,,,,,,,,,,GB,0,51,London,-1,England,Europe/London,N/A,174.46.83.0,,80,,,,,0,,,,,0,,,,Corporate-96412,,,,,,0,,,,,,,,,,,[],,,,,,,no,,,,,0,,,14.html,B3CC260A-BFB2-714F-02F9-D8C96DB9B21B,0,,,,,,,,Windows 11,Windows NT 11.0,"[""Potentially malicious sites"",""Uncategorized"",""DLP All Categories "",""All Categories""]",,,174.46.83.201/c7a4bfbe-877b-44d5-ba40-d8df5298ae5e/48ce72f3-b6bb-472b-8c37-cbef80be50e8/283371b2-2794-4fcd-9377-974fd9ff2404.intunewin.bin?cacheHostOrigin=swdb02-mscdn.manage.microsoft.com,174.46.83.201,,,[WEB] Potentially Malicious Sites,,7FB181CEF851C88C 2026-06-15 15:05:33.202470,,HTTPS/1.1,,,,0,832221445352398182,,,0,,,,,,,,,,0,,,,,,,,,174.46.83.201,GB,0,53,Halifax,-2,England,Tue Jun 16 07:26:42 2026,Europe/London,HX1,81.105.212.0,0,,0,,,,0,,,1781591202,,,0,Web,832221445352398182,,,,,nspolicy,,kevin.brooks@corporate.com,174.46.83.201/c7a4bfbe-877b-44d5-ba40-d8df5298ae5e/48ce72f3-b6bb-472b-8c37-cbef80be50e8/283371b2-2794-4fcd-9377-974fd9ff2404.intunewin.bin,Charissa.Chang@corporate.com,,,Microsoft-Delivery-Optimization/10.1,192.168.0.164,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:22.000",Client,,,FALSE,alert,Edit,yes,,[WEB] All Sector Web Access,policy,Microsoft Office 365 Sharepoint Online,,6394965475309242090,Collaboration,Office365,,,,,,,,,Native,3375680068702254064,,,All Sector Websites,91,excellent,0,,0,,,5089105323273154939,,2,,Windows Device,managed,,,,,,,,,,,,US,0,47,Redmond,-123,Washington,America/Los_Angeles,98073,13.107.138.0,,443,,,,,0,,,,,0,application/x-empty,john.peters@corporate.com,,Corporate-4485,,,,,Corporate,0,,,,,,,,,,,[],,,,,,,no,,,d41d8cd98f00b204e9800998ecf8427e,,0,,,,39538DFA-6902-EAE4-1635-294AF4E2A4CE,0,creditreportxlsx,,File,,,,,Windows 11,Windows NT 11.0,"[""All Sector Websites"",""DLP All Categories "",""BDMs"",""Marketing"",""Underwriting and Recoveries"",""Relationship Managers"",""Custom-123"",""Corporate No DLP User Alerts"",""All Categories"",""Asset Finance"",""Technology"",""Collaboration""]",,,Corporate.sharepoint.com,Microsoft Office 365 Sharepoint Sites,/sites/Auto-DIPLetterStore-SP/Shared%20Documents/BL-Migration-Asset-Finance-Files/Underwriting/S/Skelmersdale%20Van%20Hire%20TA%20Mark%20&amp;%20Shirley%20Blamphin/AF000000035306,,[WEB] All Sector Web Access,,7FB181CEF851C88C 2026-06-15 15:05:33.202470,,HTTPS/1.1,,,,0,9019506608313725876,,,0,,,,,,,Yes,,,0,,unknown,,,,,,,Microsoft Office 365 Sharepoint Sites,GB,0,51,Windsor,-1,England,Tue Jun 16 07:26:22 2026,Europe/London,SL4,134.65.142.0,1781591202,,1781591182,,,,0,,,1781591182,,,0,CloudApp,9019506608313725876,,,,,nspolicy,,patricia.roy@corporate.com,Corporate.sharepoint.com/sites/Auto-DIPLetterStore-SP/_vti_bin/cellstorage.svc/CellStorageService,john.peters@corporate.com,,,Microsoft Office Excel/16.0.20026.20168 (Windows/10.0; Desktop x64; en-GB; Desktop app; HP/HP EliteBook 8 G1i 16 inch Noteb),192.168.68.115,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:42.000",Client,,,FALSE,alert,Browse,yes,,[WEB] All Sector Web Access,policy,Microsoft Accounts,,0,Application Suite,,,,,,,,,,,0,,,Application Suite,84,high,0,,0,,,0,,1,,Other,,,,,,,,,,,,,IN,0,23,Ahmedabad,72,Gujarat,Asia/Kolkata,380001,23.58.95.0,,443,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,,[],,,,,,,,,,,,0,,,, ,0,,,,,,,,,Windows NT 11.0,"[""All Sector Websites"",""Application Suite"",""DLP All Categories "",""Marketing"",""All Categories"",""Technology""]",,,res.cdn.office.net,,,,[WEB] All Sector Web Access,,,,,,,,0,3393852411591326979,,,0,,,,,,,,,,0,,,,,,,,,Microsoft Office 365 Suite,IN,0,23,Ahmedabad,72,Gujarat,Tue Jun 16 11:56:42 2026,Asia/Kolkata,380008,106.194.78.0,0,,0,,,,0,,,1781591202,,,0,CloudApp,0,,,,,nspolicy,,amit.verma@corporate.com,res.cdn.office.net,Piyush.Jayswal@corporate.com,,,,172.20.10.4,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:42.000",Client,,,FALSE,useralert,Browse,yes,,[WEB] Potentially Malicious Sites,policy,,,1767205726962671992,,,,,,,,,,,,5000178776037541454,,,Potentially malicious sites,0,unknown,0,,0,,,0,,1,,Windows Device,managed,,,,,,,,,,,,GB,0,51,London,-1,England,Europe/London,N/A,174.46.83.0,,80,,,,,0,,,,,0,,,,Corporate-96412,,,,,,0,,,,,,,,,,,[],,,,,,,no,,,,,0,,,14.html,B3CC260A-BFB2-714F-02F9-D8C96DB9B21B,0,,,,,,,,Windows 11,Windows NT 11.0,"[""Potentially malicious sites"",""Uncategorized"",""DLP All Categories "",""All Categories""]",,,174.46.83.201/c7a4bfbe-877b-44d5-ba40-d8df5298ae5e/48ce72f3-b6bb-472b-8c37-cbef80be50e8/283371b2-2794-4fcd-9377-974fd9ff2404.intunewin.bin?cacheHostOrigin=swdb02-mscdn.manage.microsoft.com,174.46.83.201,,,[WEB] Potentially Malicious Sites,,7FB181CEF851C88C 2026-06-15 15:05:33.202470,,HTTPS/1.1,,,,0,97742837984121794,,,0,,,,,,,,,,0,,,,,,,,,174.46.83.201,GB,0,53,Halifax,-2,England,Tue Jun 16 07:26:42 2026,Europe/London,HX1,81.105.212.0,0,,0,,,,0,,,1781591202,,,0,Web,97742837984121794,,,,,nspolicy,,kevin.brooks@corporate.com,174.46.83.201/c7a4bfbe-877b-44d5-ba40-d8df5298ae5e/48ce72f3-b6bb-472b-8c37-cbef80be50e8/283371b2-2794-4fcd-9377-974fd9ff2404.intunewin.bin,Charissa.Chang@corporate.com,,,Microsoft-Delivery-Optimization/10.1,192.168.0.164,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:42.000",Client,,,FALSE,useralert,Browse,yes,,[WEB] Potentially Malicious Sites,policy,,,1767205726962671992,,,,,,,,,,,,5000178776037541454,,,Potentially malicious sites,0,unknown,0,,0,,,0,,1,,Windows Device,managed,,,,,,,,,,,,GB,0,51,London,-1,England,Europe/London,N/A,174.46.83.0,,80,,,,,0,,,,,0,,,,Corporate-96412,,,,,,0,,,,,,,,,,,[],,,,,,,no,,,,,0,,,14.html,B3CC260A-BFB2-714F-02F9-D8C96DB9B21B,0,,,,,,,,Windows 11,Windows NT 11.0,"[""Potentially malicious sites"",""Uncategorized"",""DLP All Categories "",""All Categories""]",,,174.46.83.201/c7a4bfbe-877b-44d5-ba40-d8df5298ae5e/48ce72f3-b6bb-472b-8c37-cbef80be50e8/283371b2-2794-4fcd-9377-974fd9ff2404.intunewin.bin?cacheHostOrigin=swdb02-mscdn.manage.microsoft.com,174.46.83.201,,,[WEB] Potentially Malicious Sites,,7FB181CEF851C88C 2026-06-15 15:05:33.202470,,HTTPS/1.1,,,,0,8790388499610240949,,,0,,,,,,,,,,0,,,,,,,,,174.46.83.201,GB,0,53,Halifax,-2,England,Tue Jun 16 07:26:42 2026,Europe/London,HX1,81.105.212.0,0,,0,,,,0,,,1781591202,,,0,Web,8790388499610240949,,,,,nspolicy,,kevin.brooks@corporate.com,174.46.83.201/c7a4bfbe-877b-44d5-ba40-d8df5298ae5e/48ce72f3-b6bb-472b-8c37-cbef80be50e8/283371b2-2794-4fcd-9377-974fd9ff2404.intunewin.bin,Charissa.Chang@corporate.com,,,Microsoft-Delivery-Optimization/10.1,192.168.0.164,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:42.000",Client,,,FALSE,useralert,Browse,yes,,[WEB] Potentially Malicious Sites,policy,,,1767205726962671992,,,,,,,,,,,,5000178776037541454,,,Potentially malicious sites,0,unknown,0,,0,,,0,,1,,Windows Device,managed,,,,,,,,,,,,GB,0,51,London,-1,England,Europe/London,N/A,174.46.83.0,,80,,,,,0,,,,,0,,,,Corporate-96412,,,,,,0,,,,,,,,,,,[],,,,,,,no,,,,,0,,,14.html,B3CC260A-BFB2-714F-02F9-D8C96DB9B21B,0,,,,,,,,Windows 11,Windows NT 11.0,"[""Potentially malicious sites"",""Uncategorized"",""DLP All Categories "",""All Categories""]",,,174.46.83.201/c7a4bfbe-877b-44d5-ba40-d8df5298ae5e/48ce72f3-b6bb-472b-8c37-cbef80be50e8/283371b2-2794-4fcd-9377-974fd9ff2404.intunewin.bin?cacheHostOrigin=swdb02-mscdn.manage.microsoft.com,174.46.83.201,,,[WEB] Potentially Malicious Sites,,7FB181CEF851C88C 2026-06-15 15:05:33.202470,,HTTPS/1.1,,,,0,1026375107878931682,,,0,,,,,,,,,,0,,,,,,,,,174.46.83.201,GB,0,53,Halifax,-2,England,Tue Jun 16 07:26:42 2026,Europe/London,HX1,81.105.212.0,0,,0,,,,0,,,1781591202,,,0,Web,1026375107878931682,,,,,nspolicy,,kevin.brooks@corporate.com,174.46.83.201/c7a4bfbe-877b-44d5-ba40-d8df5298ae5e/48ce72f3-b6bb-472b-8c37-cbef80be50e8/283371b2-2794-4fcd-9377-974fd9ff2404.intunewin.bin,Charissa.Chang@corporate.com,,,Microsoft-Delivery-Optimization/10.1,192.168.0.164,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:42.000",Client,,,FALSE,alert,Edit,yes,,[WEB] All Sector Web Access,policy,Amazon Kinesis,,1708876711254208367,Business Intelligence and Data Analytics,Amazon,,,,,,,,,,3815549169259536272,,,All Sector Websites,87,high,0,,0,,,0,,1,,Windows Device,managed,,,,,,,,,,,,DE,0,50,Frankfurt am Main,8,Hesse,Europe/Berlin,60313,3.123.12.0,,443,,,,,0,,,,,0,,,,Corporate-4573,,,,,9.0547E+11,0,,,,,,,,,,,[],,,,,,,no,,,,,0,,,,01738383-705F-1C08-CA58-1B9D8FA51971,0,,,,,,,,Windows 11,Windows NT 11.0,"[""All Sector Websites"",""DLP All Categories "",""Marketing"",""Corporate No DLP User Alerts"",""All Categories"",""Technology"",""Engineering"",""Business Intelligence and Data Analytics""]",,,905469987510.data-kinesis.eu-central-1.amazonaws.com/,905469985555.data-kinesis.eu-central-1.amazonaws.com,,,[WEB] All Sector Web Access,,7FB181CEF851C88C 2026-06-15 15:05:33.202470,,HTTPS/1.1,,,,0,5577809861853533151,,,0,,,,,,,,,,0,,,,,,,,,Amazon Kinesis,GB,0,51,Greenwich,-1,England,Tue Jun 16 07:26:42 2026,Europe/London,SE10,82.5.65.0,0,,0,,,,0,,,1781591202,,,0,CloudApp,5577809861853533151,,,,,nspolicy,,brian.foster@corporate.com,905469987510.data-kinesis.eu-central-1.amazonaws.com/,Josh.Eldridge@corporate.com,,,"aws-sdk-go-v2/1.41.7 ua/2.1 os/windows lang/go#1.26.3 md/GOOS#windows md/GOARCH#amd64 api/kinesis#1.43.7 m/E,e",192.168.0.204,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:43.000",Client,,,FALSE,alert,,yes,,[WEB] All Sector Web Access,policy,,,0,,,,,,,,,,,,0,,,All Sector Websites,0,unknown,0,,0,,,0,,1,,Other,,,,,,,,,,,,,IE,0,53,Dublin,-7,Leinster,Europe/Dublin,D02,20.50.73.0,,443,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,,[],,,,,,,,,,,,0,,,, ,0,,,,,,,,,Mac OSX 26.5.1,"[""All Sector Websites"",""DLP All Categories "",""Marketing"",""Business"",""All Categories"",""Technology""]",,,eu-v20.events.data.microsoft.com,,,,[WEB] All Sector Web Access,,,,,,,,0,3393853441897066243,,,0,,,,,,,,,,0,,,,,,,,,,GB,0,51,Kensington,-1,England,Tue Jun 16 07:26:43 2026,Europe/London,SW3,62.49.203.0,0,,0,,,,0,,,1781591203,,,0,Web,0,,,,,nspolicy,,rachel.dean@corporate.com,eu-v20.events.data.microsoft.com,NICK.VOSS@corporate.com,,,,192.168.68.52,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:42.000",Client,,,FALSE,alert,Edit,yes,,[WEB] All Sector Web Access,policy,Microsoft Office 365 Sharepoint Online,,6394965475309242090,Collaboration,Office365,,,,,,,,,Native,3375680068702254064,,,All Sector Websites,91,excellent,0,,0,,,5089105323273154939,,1,,Windows Device,managed,,,,,,,,,,,,US,0,47,Redmond,-123,Washington,America/Los_Angeles,98073,13.107.138.0,,443,,,,,0,,,,,0,application/x-empty,john.peters@corporate.com,,Corporate-4485,,,,,Corporate,0,,,,,,,,,,,[],,,,,,,no,,,d41d8cd98f00b204e9800998ecf8427e,,0,,,,39538DFA-6902-EAE4-1635-294AF4E2A4CE,0,creditreportxlsx,,File,,,,,Windows 11,Windows NT 11.0,"[""All Sector Websites"",""DLP All Categories "",""BDMs"",""Marketing"",""Underwriting and Recoveries"",""Relationship Managers"",""Custom-123"",""Corporate No DLP User Alerts"",""All Categories"",""Asset Finance"",""Technology"",""Collaboration""]",,,Corporate.sharepoint.com,Microsoft Office 365 Sharepoint Sites,/sites/Auto-DIPLetterStore-SP/Shared%20Documents/BL-Migration-Asset-Finance-Files/Underwriting/S/Skelmersdale%20Van%20Hire%20TA%20Mark%20&amp;%20Shirley%20Blamphin/AF000000035306,,[WEB] All Sector Web Access,,7FB181CEF851C88C 2026-06-15 15:05:33.202470,,HTTPS/1.1,,,,0,7993109372101449573,,,0,,,,,,,Yes,,,0,,unknown,,,,,,,Microsoft Office 365 Sharepoint Sites,GB,0,51,Windsor,-1,England,Tue Jun 16 07:26:42 2026,Europe/London,SL4,134.65.142.0,0,,0,,,,0,,,1781591202,,,0,CloudApp,7993109372101449573,,,,,nspolicy,,patricia.roy@corporate.com,Corporate.sharepoint.com/sites/Auto-DIPLetterStore-SP/_vti_bin/cellstorage.svc/CellStorageService,john.peters@corporate.com,,,Microsoft Office Excel/16.0.20026.20168 (Windows/10.0; Desktop x64; en-GB; Desktop app; HP/HP EliteBook 8 G1i 16 inch Noteb),192.168.68.115,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:44.000",Client,,,FALSE,useralert,Browse,yes,,[WEB] Potentially Malicious Sites,policy,,,1767205726962671992,,,,,,,,,,,,5000178776037541454,,,Potentially malicious sites,0,unknown,0,,0,,,0,,1,,Windows Device,managed,,,,,,,,,,,,GB,0,51,London,-1,England,Europe/London,N/A,174.46.83.0,,80,,,,,0,,,,,0,,,,Corporate-96412,,,,,,0,,,,,,,,,,,[],,,,,,,no,,,,,0,,,14.html,B3CC260A-BFB2-714F-02F9-D8C96DB9B21B,0,,,,,,,,Windows 11,Windows NT 11.0,"[""Potentially malicious sites"",""Uncategorized"",""DLP All Categories "",""All Categories""]",,,174.46.83.201/c7a4bfbe-877b-44d5-ba40-d8df5298ae5e/48ce72f3-b6bb-472b-8c37-cbef80be50e8/283371b2-2794-4fcd-9377-974fd9ff2404.intunewin.bin?cacheHostOrigin=swdb02-mscdn.manage.microsoft.com,174.46.83.201,,,[WEB] Potentially Malicious Sites,,7FB181CEF851C88C 2026-06-15 15:05:33.202470,,HTTPS/1.1,,,,0,6585949069064830580,,,0,,,,,,,,,,0,,,,,,,,,174.46.83.201,GB,0,53,Halifax,-2,England,Tue Jun 16 07:26:44 2026,Europe/London,HX1,81.105.212.0,0,,0,,,,0,,,1781591204,,,0,Web,6585949069064830580,,,,,nspolicy,,kevin.brooks@corporate.com,174.46.83.201/c7a4bfbe-877b-44d5-ba40-d8df5298ae5e/48ce72f3-b6bb-472b-8c37-cbef80be50e8/283371b2-2794-4fcd-9377-974fd9ff2404.intunewin.bin,Charissa.Chang@corporate.com,,,Microsoft-Delivery-Optimization/10.1,192.168.0.164,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:43.000",Client,,,FALSE,alert,Browse,yes,,[WEB] All Sector Web Access,policy,Microsoft Accounts,,0,Application Suite,,,,,,,,,,,0,,,Application Suite,84,high,0,,0,,,0,,1,,Other,,,,,,,,,,,,,GB,0,51,London,-1,England,Europe/London,W1U,2.18.190.0,,443,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,,[],,,,,,,,,,,,0,,,, ,0,,,,,,,,,Windows NT 11.0,"[""All Sector Websites"",""Application Suite"",""DLP All Categories "",""Marketing"",""All Categories"",""Technology""]",,,statics.teams.cdn.office.net,,,,[WEB] All Sector Web Access,,,,,,,,0,3393853439925762305,,,0,,,,,,,,,,0,,,,,,,,,Microsoft Office 365 Suite,GB,0,50,Dawlish,-4,England,Tue Jun 16 07:26:43 2026,Europe/London,EX7,2.123.56.0,0,,0,,,,0,,,1781591203,,,0,CloudApp,0,,,,,nspolicy,,steven.murphy@corporate.com,statics.teams.cdn.office.net,Danny.McMurdo@corporate.com,,,,192.168.0.113,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:44.000",Client,,,FALSE,alert,,yes,,[WEB] All Sector Web Access,policy,,,0,,,,,,,,,,,,0,,,All Sector Websites,0,unknown,0,,0,,,0,,1,,Other,,,,,,,,,,,,,US,0,41,Des Moines,-94,Iowa,America/Chicago,50307,13.89.179.0,,443,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,,[],,,,,,,,,,,,0,,,, ,0,,,,,,,,,Mac OSX 26.5.1,"[""All Sector Websites"",""DLP All Categories "",""Marketing"",""Business"",""All Categories"",""Technology""]",,,mobile.events.data.microsoft.com,,,,[WEB] All Sector Web Access,,,,,,,,0,3393853328290418689,,,0,,,,,,,,,,0,,,,,,,,,,PL,0,51,Lubartów,22,Lublin,Tue Jun 16 08:26:44 2026,Europe/Warsaw,21-100,46.151.187.0,0,,0,,,,0,,,1781591204,,,0,Web,0,,,,,nspolicy,,pawel.kowalski@corporate.com,mobile.events.data.microsoft.com,Tomasz.Kucharzyk@corporate.com,,,,192.168.68.53,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:43.000",Client,,,FALSE,alert,Browse,yes,,[WEB] All Sector Web Access,policy,Microsoft Accounts,,0,Application Suite,,,,,,,,,,,0,,,Application Suite,84,high,0,,0,,,0,,1,,Other,,,,,,,,,,,,,IE,0,53,Dublin,-7,Leinster,Europe/Dublin,D02,40.126.31.0,,443,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,,[],,,,,,,,,,,,0,,,, ,0,,,,,,,,,Windows NT 11.0,"[""All Sector Websites"",""Application Suite"",""DLP All Categories "",""Marketing"",""SSL NO DECRYPT ALL"",""All Categories"",""Risk and Crime"",""Technology""]",,,login.microsoftonline.com,,,,[WEB] All Sector Web Access,,,,,,,,0,3393852734913787393,,,0,,,,,,,,,,0,,,,,,,,,Microsoft Office 365 Suite,GB,0,51,City of London,-1,England,Tue Jun 16 07:26:43 2026,Europe/London,EC4R,145.224.90.0,0,,0,,,,0,,,1781591203,,,0,CloudApp,0,,,,,nspolicy,,daniel.hayes@corporate.com,login.microsoftonline.com,Ross.Goldie@corporate.com,,,,192.168.1.233,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:43.000",Client,,,FALSE,alert,,yes,,[WEB] All Sector Web Access,policy,,,0,,,,,,,,,,,,0,,,All Sector Websites,0,unknown,0,,0,,,0,,1,,Other,,,,,,,,,,,,,GB,0,51,London,-1,England,Europe/London,W1U,23.214.208.0,,443,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,,[],,,,,,,,,,,,0,,,, ,0,,,,,,,,,Mac OSX 26.5.1,"[""All Sector Websites"",""DLP All Categories "",""Marketing"",""All Categories"",""Technology""]",,,iadsdk.apple.com,,,,[WEB] All Sector Web Access,,,,,,,,0,3393849215380776961,,,0,,,,,,,,,,0,,,,,,,,,,GB,0,55,Glasgow,-5,Scotland,Tue Jun 16 07:26:43 2026,Europe/London,G12,81.157.158.0,0,,0,,,,0,,,1781591203,,,0,Web,0,,,,,nspolicy,,vikram.reddy@corporate.com,iadsdk.apple.com,anudeep.kattamuri@corporate.com,,,,192.168.1.120,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
