TenantId,TimeGenerated [UTC],Kind,Etag,OwnerDomain,SrcIpAddr,IdApplicationName,IdCustomerId,IdUniqueQualifier,IdTime,NetworkIpAsn,NetworkInfoRegionCode,NetworkInfoSubdivisionCode,ActorEmail,ActorCallerType,ActorProfileId,ActorKey,ActorApplicationInfoOauthClientId,ActorApplicationInfoApplicationName,ActorApplicationInfoImpersonation,ResourceDetails,EventType,EventName,EventParameters,AppName,ApplicationName,ClientType,DeviceId,DeviceType,GroupEmail,NewValue,OldValue,OwnerEmail,EventResourceId,EventResourceName,RuleName,SharedDriveId,TargetDomain,UserAgent,UserEmail,Value,Visibility,Timestamp,BrowserVersion,ChromeOrgUnitId,ContentHash,ContentName,ContentRiskLevel,ContentSize,ContentTransferMethod,ContentType,DeviceName,DevicePlatform,DeviceUser,EventResult,OrgUnitName,ProfileUserName,ScanId,TriggerDestination,TriggerSource,TriggerType,Url,VirtualDeviceId,AccountState,ActorIsCollaboratorAccount,ApiKind,ApplicationEdition,Billable,CalendarId,ClientId,DestinationFolderId,DestinationFolderTitle,DocId,DocTitle,DocType,DstUserUpn,DestUserUpn,DvcGuid,DvcInterfaceGuid,DvcModelName,DvcModelNumber,DvcType,EventEndTime,EventGuest,EventId,EventMessage,EventOriginalMessage,EventProduct,EventResponseStatus,EventStartTime,EventTitle,EventUid,EventVendor,GroupDomain,IosVendorId,IosVendorUID,IsSecondFactor,IsSuspicious,LastSyncAuditDate,LoginChallengeMethod,LoginChallengeStatus,LoginType,ModuleName,NotificationMessageId,NotificationMethod,NotificationType,OldEventTitle,OldVisibility,OrganizerCalendarId,OriginatingAppId,OsProperty,Owner,OwnerIsSharedDrive,OwnerIsTeamDrive,PrimaryEvent,ProcessName,RegisterPrivelege,Resource_Id,RoleName,Scope,ScopeData,SerialNumber,SourceFolderId,SourceFolderTitle,TargetCalendarId,TargetUserDomain,TargetUserName,TeamDriveId,UserAadid,UserAgentOriginal,VisibilityChange,SourceSystem,Type
123abcd1-12ab-23cd-45ef-1234abcd432a,"7/2/2026, 2:08:25.917 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/oc3FTnMLQANebP0VCi1-tKDvn8M""",,10.0.0.5,login,CusID00abc,-7.65E+18,2026-07-02T14:08:25.9170000Z,[22616],US,US-WA,user000001@test.com,,123456787654321200005,,,,,"[{""id"":""abcd1234ef0005"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000005@test.com""}]",login,login_success,"{""login_type"":""google_password"",""login_challenge_method"":[""password"",""security_key""],""is_suspicious"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_success,,Google Workspace Activity Reports,,,,,Google,,,,,FALSE,,"[""password"",""security_key""]",,google_password,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"7/2/2026, 4:02:01.705 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/MrNQO-ohqiN9ir5MNi1eJWlKR_g""",,10.0.0.6,login,CusID00abc,2843357824587786254,2026-07-02T16:02:01.7050000Z,[22616],US,US-WA,user000001@test.com,,123456787654321200003,,,,,"[{""id"":""abcd1234ef0003"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000003@test.com""}]",login,login_success,"{""login_type"":""google_password"",""login_challenge_method"":[""passkey""],""is_suspicious"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_success,,Google Workspace Activity Reports,,,,,Google,,,,,FALSE,,"[""passkey""]",,google_password,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"7/2/2026, 4:30:28.624 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/SIHl5Zka7WQWKG2xZWiKEveBYrk""",,10.0.0.7,login,CusID00abc,-6.03E+17,2026-07-02T16:30:28.6240000Z,[22616],US,US-CA,user000001@test.com,,123456787654321200006,,,,,"[{""id"":""abcd1234ef0006"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000006@test.com""}]",login,login_verification,"{""login_type"":""saml"",""login_challenge_method"":[""saml""],""login_challenge_status"":""passed"",""is_second_factor"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_verification,,Google Workspace Activity Reports,,,,,Google,,,,FALSE,,,"[""saml""]",passed,saml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"7/2/2026, 4:30:28.624 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/2kJUwC3eUN0omxOgF2L8PnX53DM""",,10.0.0.7,login,CusID00abc,-1.45E+18,2026-07-02T16:30:28.6240000Z,[22616],US,US-CA,user000001@test.com,,123456787654321200006,,,,,"[{""id"":""abcd1234ef0006"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000006@test.com""}]",login,login_success,"{""login_type"":""saml"",""login_challenge_method"":[""saml""],""is_suspicious"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_success,,Google Workspace Activity Reports,,,,,Google,,,,,FALSE,,"[""saml""]",,saml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"7/2/2026, 7:58:24.825 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/aUEJT9LzjBmu4PXfyPZ-pMUodw0""",,10.0.0.8,login,CusID00abc,-7.83E+18,2026-07-02T19:58:24.8250000Z,[22616],US,US-WA,user000001@test.com,,123456787654321200007,,,,,"[{""id"":""abcd1234ef0007"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000007@test.com""}]",login,login_success,"{""login_type"":""reauth"",""login_challenge_method"":[""none""],""is_suspicious"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_success,,Google Workspace Activity Reports,,,,,Google,,,,,FALSE,,"[""none""]",,reauth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"7/2/2026, 8:19:44.571 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/JlO6QylREEnOVI2gxwN6qz_glpU""",,10.0.0.9,login,CusID00abc,2130642521527103735,2026-07-02T20:19:44.5710000Z,[22616],US,US-CA,user000001@test.com,,123456787654321200008,,,,,"[{""id"":""abcd1234ef0008"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000008@test.com""}]",login,login_success,"{""login_type"":""reauth"",""login_challenge_method"":[""none""],""is_suspicious"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_success,,Google Workspace Activity Reports,,,,,Google,,,,,FALSE,,"[""none""]",,reauth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"7/2/2026, 5:27:41.213 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/_ftFmMir0nZleiVW2Z7TUcoYdiw""",,10.0.0.10,login,CusID00abc,-5.97E+18,2026-07-02T17:27:41.2130000Z,[22616],US,US-GA,user000001@test.com,,123456787654321200009,,,,,"[{""id"":""abcd1234ef0009"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000009@test.com""}]",login,login_success,"{""login_type"":""google_password"",""login_challenge_method"":[""password""],""is_suspicious"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_success,,Google Workspace Activity Reports,,,,,Google,,,,,FALSE,,"[""password""]",,google_password,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"7/2/2026, 8:31:53.625 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/fAJDu1mZigndcGXUcv0gvgUGBZM""",,10.0.0.9,login,CusID00abc,8462942753720053101,2026-07-02T20:31:53.6250000Z,[22616],US,US-CA,user000001@test.com,,123456787654321200008,,,,,"[{""id"":""abcd1234ef0008"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000008@test.com""}]",login,login_success,"{""login_type"":""reauth"",""login_challenge_method"":[""none""],""is_suspicious"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_success,,Google Workspace Activity Reports,,,,,Google,,,,,FALSE,,"[""none""]",,reauth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"7/2/2026, 6:41:46.235 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/jDFgDnJgS398l_tWt1hZYJ60ilA""",,10.0.0.11,login,CusID00abc,3622519031341314374,2026-07-02T18:41:46.2350000Z,[22616],US,US-WA,user000001@test.com,,123456787654321200010,,,,,"[{""id"":""abcd1234ef0010"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000010@test.com""}]",login,login_verification,"{""login_type"":""google_password"",""login_challenge_method"":[""idv_preregistered_phone""],""login_challenge_status"":""incorrect_answer_entered"",""is_second_factor"":true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_verification,,Google Workspace Activity Reports,,,,,Google,,,,TRUE,,,"[""idv_preregistered_phone""]",incorrect_answer_entered,google_password,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"7/2/2026, 7:58:23.246 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/-vTUZOQQd_zWHHgnOq1kl_xTjvs""",,10.0.0.8,login,CusID00abc,3094043569137783756,2026-07-02T19:58:23.2460000Z,[22616],US,US-WA,user000001@test.com,,123456787654321200007,,,,,"[{""id"":""abcd1234ef0007"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000007@test.com""}]",login,login_success,"{""login_type"":""google_password"",""login_challenge_method"":[""password""],""is_suspicious"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_success,,Google Workspace Activity Reports,,,,,Google,,,,,FALSE,,"[""password""]",,google_password,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"7/2/2026, 8:34:51.786 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/FW3N4v6F9eqjyDXePx8zr20wrPg""",,10.0.0.9,login,CusID00abc,-6.25E+18,2026-07-02T20:34:51.7860000Z,[22616],US,US-CA,user000001@test.com,,123456787654321200008,,,,,"[{""id"":""abcd1234ef0008"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000008@test.com""}]",login,login_success,"{""login_type"":""reauth"",""login_challenge_method"":[""none""],""is_suspicious"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_success,,Google Workspace Activity Reports,,,,,Google,,,,,FALSE,,"[""none""]",,reauth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"7/2/2026, 5:27:38.539 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/Csiqv8RsuQKvO23P6E8MIzi5ehY""",,10.0.0.10,login,CusID00abc,-5.95E+18,2026-07-02T17:27:38.5390000Z,[22616],US,US-GA,user000001@test.com,USER,123456787654321200009,,,,,"[{""id"":""abcd1234ef0009"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000009@test.com""}]",account_warning,passkey_enrolled,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passkey_enrolled,,Google Workspace Activity Reports,,,,,Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"7/2/2026, 7:43:22.571 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/AoAhir0JL219kuLDisWfdIwqHGE""",,10.0.0.12,login,CusID00abc,-8.59E+18,2026-07-02T19:43:22.5710000Z,[22616],US,US-GA,user000001@test.com,,123456787654321200011,,,,,"[{""id"":""abcd1234ef0011"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000011@test.com""}]",login,login_verification,"{""login_type"":""saml"",""login_challenge_method"":[""saml""],""login_challenge_status"":""passed"",""is_second_factor"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_verification,,Google Workspace Activity Reports,,,,,Google,,,,FALSE,,,"[""saml""]",passed,saml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
