TenantId,"TimeGenerated [UTC]",AccountName,AccountDomain,AccountUPN,AccountSID,AccountObjectId,AccountTenantId,AccountDisplayName,GivenName,Surname,OnPremisesAccountObjectId,OnPremisesExtensionAttributes,OnPremisesDistinguishedName,Tags,"AccountCreationTime [UTC]",InvestigationPriority,InvestigationPriorityPercentile,RiskLevel,RiskLevelDetails,RiskState,BlastRadius,GroupMembership,AssignedRoles,Department,EmployeeId,JobTitle,RelatedAccounts,MailAddress,AdditionalMailAddresses,Manager,StreetAddress,City,CompanyName,Country,State,Phone,IsAccountEnabled,IsServiceAccount,"DeletedDateTime [UTC]","LastSeenDate [UTC]",UACFlags,UserState,"UserStateChangedOn [UTC]",UserType,ExtensionProperty,AccountCloudSID,IsMFARegistered,Applications,ServicePrincipals,SourceSystem,UserAccountControl,ChangeSource,EntityRiskScore,SAMAccountName,Type
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.520 AM",w21441,,"w21441@ctf.alpineskihouse.co",,"cf461f21-70d4-44f7-acfe-006b9b1f4ae5","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21441,w21441,"(Workshop)","cf461f21-70d4-44f7-acfe-006b9b1f4ae5",,,,"4/27/2026, 10:30:01.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21441@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.520 AM",w21441,,"w21441@ctf.alpineskihouse.co",,"cf461f21-70d4-44f7-acfe-006b9b1f4ae5","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21441,w21441,"(Workshop)","cf461f21-70d4-44f7-acfe-006b9b1f4ae5",,,,"4/27/2026, 10:30:01.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21441@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.520 AM",w21437,,"w21437@ctf.alpineskihouse.co",,"60369902-d1da-45a9-912d-94d39a39cb3c","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21437,w21437,"(Workshop)","60369902-d1da-45a9-912d-94d39a39cb3c",,,,"4/27/2026, 10:29:32.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21437@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.520 AM",w21436,,"w21436@ctf.alpineskihouse.co",,"b6e12648-a30d-4e32-a56d-1fec3c14395b","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21436,w21436,"(Workshop)","b6e12648-a30d-4e32-a56d-1fec3c14395b",,,,"4/27/2026, 10:29:32.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21436@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.520 AM",w21439,,"w21439@ctf.alpineskihouse.co",,"03df7d20-b4c9-46b1-b4ee-d7a2c908bd19","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21439,w21439,"(Workshop)","03df7d20-b4c9-46b1-b4ee-d7a2c908bd19",,,,"4/27/2026, 10:29:32.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21439@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.520 AM",w21449,,"w21449@ctf.alpineskihouse.co",,"1e0ad66f-65c1-4de5-9292-2a2b50ffb258","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21449,w21449,"(Workshop)","1e0ad66f-65c1-4de5-9292-2a2b50ffb258",,,,"4/27/2026, 10:34:15.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21449@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.520 AM",w21449,,"w21449@ctf.alpineskihouse.co",,"1e0ad66f-65c1-4de5-9292-2a2b50ffb258","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21449,w21449,"(Workshop)","1e0ad66f-65c1-4de5-9292-2a2b50ffb258",,,,"4/27/2026, 10:34:15.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21449@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.520 AM",w21447,,"w21447@ctf.alpineskihouse.co",,"803aa3e5-b3b9-4f13-941f-e8cfd8fe9dad","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21447,w21447,"(Workshop)","803aa3e5-b3b9-4f13-941f-e8cfd8fe9dad",,,,"4/27/2026, 10:33:14.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21447@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.520 AM",w21451,,"w21451@ctf.alpineskihouse.co",,"09bcc36d-ee02-425b-8aed-527a0814f9c0","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21451,w21451,"(Workshop)","09bcc36d-ee02-425b-8aed-527a0814f9c0",,,,"4/27/2026, 10:35:00.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21451@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.520 AM",w21442,,"w21442@ctf.alpineskihouse.co",,"47de687f-bca7-4204-bbda-3c6e5764d997","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21442,w21442,"(Workshop)","47de687f-bca7-4204-bbda-3c6e5764d997",,,,"4/27/2026, 10:30:05.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21442@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.520 AM",w21450,,"w21450@ctf.alpineskihouse.co",,"f5081fa9-927a-4e4b-bbc5-6e594f4eaca1","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21450,w21450,"(Workshop)","f5081fa9-927a-4e4b-bbc5-6e594f4eaca1",,,,"4/27/2026, 10:33:40.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21450@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.520 AM",w21436,,"w21436@ctf.alpineskihouse.co",,"b6e12648-a30d-4e32-a56d-1fec3c14395b","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21436,w21436,"(Workshop)","b6e12648-a30d-4e32-a56d-1fec3c14395b",,,,"4/27/2026, 10:29:32.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21436@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.520 AM",w21440,,"w21440@ctf.alpineskihouse.co",,"f787838a-f3ca-4493-a6d0-16214f743cdc","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21440,w21440,"(Workshop)","f787838a-f3ca-4493-a6d0-16214f743cdc",,,,"4/27/2026, 10:30:01.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21440@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.520 AM",w21450,,"w21450@ctf.alpineskihouse.co",,"f5081fa9-927a-4e4b-bbc5-6e594f4eaca1","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21450,w21450,"(Workshop)","f5081fa9-927a-4e4b-bbc5-6e594f4eaca1",,,,"4/27/2026, 10:33:40.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21450@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.520 AM",w21444,,"w21444@ctf.alpineskihouse.co",,"f8b75f4b-7222-486f-8cba-ff4152c7494d","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21444,w21444,"(Workshop)","f8b75f4b-7222-486f-8cba-ff4152c7494d",,,,"4/27/2026, 10:32:54.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21444@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.520 AM",w21451,,"w21451@ctf.alpineskihouse.co",,"09bcc36d-ee02-425b-8aed-527a0814f9c0","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21451,w21451,"(Workshop)","09bcc36d-ee02-425b-8aed-527a0814f9c0",,,,"4/27/2026, 10:35:00.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21451@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.520 AM",w21448,,"w21448@ctf.alpineskihouse.co",,"cab6c0e7-4688-4e73-9968-a33579aebd3c","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21448,w21448,"(Workshop)","cab6c0e7-4688-4e73-9968-a33579aebd3c",,,,"4/27/2026, 10:33:38.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21448@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.520 AM",w21453,,"w21453@ctf.alpineskihouse.co",,"3197fb91-df4e-4bf7-8a02-0e7abc3ab60f","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21453,w21453,"(Workshop)","3197fb91-df4e-4bf7-8a02-0e7abc3ab60f",,,,"4/27/2026, 10:32:46.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21453@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.520 AM",w21435,,"w21435@ctf.alpineskihouse.co",,"a4966a31-d879-4e34-87a7-ca477a4f4448","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21435,w21435,"(Workshop)","a4966a31-d879-4e34-87a7-ca477a4f4448",,,,"4/27/2026, 10:29:35.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21435@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
