SourceSystem,"TimeGenerated [UTC]","uuid_s","session_uuid","timestamp [UTC]",country,category,"action_type",details,"target_user",client,location,"actor_uuid","actor_details",action,"object_type","object_uuid","aux_info",session,"used_version","vault_uuid","item_uuid",user,"log_source",TenantId,Type,"_ResourceId"
,"11/23/2023, 5:10:29.821 PM",KAMECZP35XNVAOPAM6QLSZWD4X,,"10/30/2023, 12:19:36.785 PM",,,,,,,"{""country"":""Netherlands"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3426,""longitude"":4.8631}",AONGS2F7BFFPNG2LBTFMRH562Q,"{""uuid"":""AONGS2F7BFFPNG2LBTFMRH562Q"",""name"":""John Doe"",""email"":""john.doe@nedscaper.com""}",grant,gva,ocaezek3flcp2llve7zqlkcnyu,1,"{""uuid"":""QEKBQG3ANVBYXMHYTY7GNMZOBE"",""login_time"":""2023-10-30T12:19:33.7242882Z"",""device_uuid"":""odcll6tcymp65apommfkpct6ja"",""ip"":""178.132.215.33""}",,,,,auditevents,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",BZX5GOF4HMY7G66SQFECKYEOEB,,"10/30/2023, 12:26:41.140 PM",,,,,,,"{""country"":""Netherlands"",""region"":""Utrecht"",""city"":""Amersfoort"",""latitude"":52.1599,""longitude"":5.3954}",2C4RSXPRI5BVFOS3TCJFYDZYXY,"{""uuid"":""2C4RSXPRI5BVFOS3TCJFYDZYXY"",""name"":""Hector Salamanca"",""email"":""hector.salamanca@nedscaper.com""}",update,account,KFBHWWBES5FMZOL4DEO4ZADXHY,,"{""uuid"":""GL6VC3I7FRFIFFGR6NQT7JX5UU"",""login_time"":""2023-10-30T12:26:33.4534955Z"",""device_uuid"":""tmikosahabjierhqhaapybduj4"",""ip"":""212.120.135.7""}",,,,,auditevents,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",XXRB3XC273BZRUC75CWZVQ3PVH,,"10/30/2023, 12:26:59.676 PM",,,,,,,"{""country"":""Netherlands"",""region"":""Utrecht"",""city"":""Amersfoort"",""latitude"":52.1599,""longitude"":5.3954}",2C4RSXPRI5BVFOS3TCJFYDZYXY,"{""uuid"":""2C4RSXPRI5BVFOS3TCJFYDZYXY"",""name"":""Hector Salamanca"",""email"":""hector.salamanca@nedscaper.com""}",delete,group,fydw66j5qhmknl6wj6cve2gpma,"Azure Team","{""uuid"":""GL6VC3I7FRFIFFGR6NQT7JX5UU"",""login_time"":""2023-10-30T12:26:33.4534955Z"",""device_uuid"":""tmikosahabjierhqhaapybduj4"",""ip"":""212.120.135.7""}",,,,,auditevents,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",ON5WHMMLRZFJLKEHCPAZP3WX66,,"10/30/2023, 12:37:31.116 PM",,,,,,,"{""country"":""Netherlands"",""region"":""Utrecht"",""city"":""Amersfoort"",""latitude"":52.1599,""longitude"":5.3954}",2C4RSXPRI5BVFOS3TCJFYDZYXY,"{""uuid"":""2C4RSXPRI5BVFOS3TCJFYDZYXY"",""name"":""Hector Salamanca"",""email"":""hector.salamanca@nedscaper.com""}",delete,group,thpvgep7hyv4aohncrtmv2vdxi,Management,"{""uuid"":""GL6VC3I7FRFIFFGR6NQT7JX5UU"",""login_time"":""2023-10-30T12:26:33.4534955Z"",""device_uuid"":""tmikosahabjierhqhaapybduj4"",""ip"":""212.120.135.7""}",,,,,auditevents,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",JQWZUFYHTA5E5FTK3VIUBHUQ72,,"10/30/2023, 1:04:33.849 PM",,,,,,,"{""country"":""Netherlands"",""region"":""Gelderland"",""city"":""Elburg"",""latitude"":52.4459,""longitude"":5.8477}",O2FWP7N6XBHSXFV6J6I7MPGPGE,"{""uuid"":""O2FWP7N6XBHSXFV6J6I7MPGPGE"",""name"":""Nedscaper"",""email"":""zvr5j4feyjt5e@nedscaper.com""}",create,device,dcnhzhfnmuja6oako2ryqhswea,,"{""uuid"":""6C25NNNZDRBSDCZDU7CYV7IOVQ"",""login_time"":""2023-10-30T13:04:33.8408983Z"",""device_uuid"":""dcnhzhfnmuja6oako2ryqhswea"",""ip"":""84.86.250.81""}",,,,,auditevents,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",GVZ3T4VJ3ZSVO5JAD2LUW2DREO,,"10/30/2023, 1:04:33.859 PM",,,,,,,"{""country"":""Netherlands"",""region"":""Gelderland"",""city"":""Elburg"",""latitude"":52.4459,""longitude"":5.8477}",O2FWP7N6XBHSXFV6J6I7MPGPGE,"{""uuid"":""O2FWP7N6XBHSXFV6J6I7MPGPGE"",""name"":""Nedscaper"",""email"":""zvr5j4feyjt5e@nedscaper.com""}",enblmfa,user,O2FWP7N6XBHSXFV6J6I7MPGPGE,T,"{""uuid"":""6C25NNNZDRBSDCZDU7CYV7IOVQ"",""login_time"":""2023-10-30T13:04:33.8408983Z"",""device_uuid"":""dcnhzhfnmuja6oako2ryqhswea"",""ip"":""84.86.250.81""}",,,,,auditevents,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",OFRZK63DGZUAXTYK5FWKZPD3VQ,,"10/30/2023, 1:26:00.115 PM",,,,,,,"{""country"":""Netherlands"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3759,""longitude"":4.8975}",AVHAFAP4PRDF5K3724I67N3CEU,"{""uuid"":""AVHAFAP4PRDF5K3724I67N3CEU"",""name"":""Automated User Provisioning"",""email"":""sync@1passwordserviceaccounts.com""}",create,device,pjleru42mvdhql4nl7mab6ympm,,"{""uuid"":""EY3HI3OZCBDYPGE42C2RVOWRPY"",""login_time"":""2023-10-30T13:26:00.1042110Z"",""device_uuid"":""pjleru42mvdhql4nl7mab6ympm"",""ip"":""51.137.8.84""}",,,,,auditevents,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",FBE2XPCM2ZHLXIZEMDMEF4PCSI,JCMNBI2AD5EDRLHKAHCJTU7ZKI,"10/26/2023, 11:14:13.913 AM",NL,success,"credentials_ok",,"{""uuid"":""O2FWP7N6XBHSXFV6J6I7MPGPGE"",""name"":""Nedscaper"",""email"":""zvr5j4feyjt5e@nedscaper.com""}","{""app_name"":""1Password for Web"",""app_version"":""1620"",""platform_name"":""Microsoft Edge"",""platform_version"":""118.0.2088.46"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""178.132.215.33""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3426,""longitude"":4.8631}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",VMAW77Q43BAXBMNE65PET4DMZM,LWBDCJCD6VHDDJQNBFRH5IZHVI,"10/26/2023, 11:15:02.186 AM",NL,success,"credentials_ok",,"{""uuid"":""O2FWP7N6XBHSXFV6J6I7MPGPGE"",""name"":""Nedscaper"",""email"":""zvr5j4feyjt5e@nedscaper.com""}","{""app_name"":""1Password for Web"",""app_version"":""1620"",""platform_name"":""Microsoft Edge"",""platform_version"":""118.0.2088.46"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""178.132.215.33""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3426,""longitude"":4.8631}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",DNTWYUHMEBFWLO66TQY4E34JHA,RJUTWTIN7FGDNAA4RDQK3J4IJU,"10/26/2023, 11:15:55.400 AM",NL,success,"credentials_ok",,"{""uuid"":""2C4RSXPRI5BVFOS3TCJFYDZYXY"",""name"":""Hector Salamanca"",""email"":""hector.salamanca@nedscaper.com""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21700001"",""platform_name"":""Brave"",""platform_version"":""118.0.0.0"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""178.132.215.33""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3426,""longitude"":4.8631}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",VKWL6PPD6FHBPBKSUBANDZWHFA,B46ZVC4XLRBY5BM4BT7HDXKJJM,"10/26/2023, 11:24:00.359 AM",NL,"credentials_failed","password_secret_bad",,"{""uuid"":""2C4RSXPRI5BVFOS3TCJFYDZYXY"",""name"":""Hector Salamanca"",""email"":""hector.salamanca@nedscaper.com""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21700001"",""platform_name"":""Brave"",""platform_version"":""118.0.0.0"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""178.132.215.33""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3426,""longitude"":4.8631}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",MDQ7HRLW65CKJK7EN7S5VMD2MM,6M5JZQNHOZBILO4WNY3NVUGD4U,"10/26/2023, 11:24:07.388 AM",NL,"credentials_failed","password_secret_bad",,"{""uuid"":""2C4RSXPRI5BVFOS3TCJFYDZYXY"",""name"":""Hector Salamanca"",""email"":""hector.salamanca@nedscaper.com""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21700001"",""platform_name"":""Brave"",""platform_version"":""118.0.0.0"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""178.132.215.33""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3426,""longitude"":4.8631}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",CGKKTBFOCRBMFPBYRKRYPBDSBA,2ZSHSONP6ZFQDG2X5N2TGCPBBQ,"10/27/2023, 4:21:28.466 PM",NL,success,"credentials_ok",,"{""uuid"":""2C4RSXPRI5BVFOS3TCJFYDZYXY"",""name"":""Hector Salamanca"",""email"":""hector.salamanca@nedscaper.com""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21700001"",""platform_name"":""Brave"",""platform_version"":""118.0.0.0"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""212.120.135.7""}","{""country"":""NL"",""region"":""Utrecht"",""city"":""Amersfoort"",""latitude"":52.1599,""longitude"":5.3954}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",UOCZB65XYFHWXNPPSGT4ILV3SY,KYB3FH6P2FGGZFYTBTLVIWZDLY,"10/27/2023, 5:38:31.340 PM",NL,"credentials_failed","password_secret_bad",,"{""uuid"":""O2FWP7N6XBHSXFV6J6I7MPGPGE"",""name"":""Nedscaper"",""email"":""zvr5j4feyjt5e@nedscaper.com""}","{""app_name"":""1Password for Windows"",""app_version"":""81003012"",""platform_name"":""LT-NLD-RDK"",""platform_version"":""Unknown"",""os_name"":""Windows"",""os_version"":""10.0.2009"",""ip_address"":""212.120.135.7""}","{""country"":""NL"",""region"":""Utrecht"",""city"":""Amersfoort"",""latitude"":52.1599,""longitude"":5.3954}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",ZD7ICCHLKJBVDDD2N3RFOKCXVU,BRRVBPKTIFAIFIAEJC7S4HCXAI,"10/27/2023, 5:38:41.668 PM",NL,"credentials_failed","password_secret_bad",,"{""uuid"":""O2FWP7N6XBHSXFV6J6I7MPGPGE"",""name"":""Nedscaper"",""email"":""zvr5j4feyjt5e@nedscaper.com""}","{""app_name"":""1Password for Windows"",""app_version"":""81003012"",""platform_name"":""LT-NLD-RDK"",""platform_version"":""Unknown"",""os_name"":""Windows"",""os_version"":""10.0.2009"",""ip_address"":""212.120.135.7""}","{""country"":""NL"",""region"":""Utrecht"",""city"":""Amersfoort"",""latitude"":52.1599,""longitude"":5.3954}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",3AYXRAAVUJBKRK2Y6IKXXWJLM4,WN555X4NJZHWBDRPBJWUO64FY4,"10/27/2023, 5:39:20.457 PM",NL,"credentials_failed","password_secret_bad",,"{""uuid"":""O2FWP7N6XBHSXFV6J6I7MPGPGE"",""name"":""Nedscaper"",""email"":""zvr5j4feyjt5e@nedscaper.com""}","{""app_name"":""1Password for Windows"",""app_version"":""81003012"",""platform_name"":""LT-NLD-RDK"",""platform_version"":""Unknown"",""os_name"":""Windows"",""os_version"":""10.0.2009"",""ip_address"":""212.120.135.7""}","{""country"":""NL"",""region"":""Utrecht"",""city"":""Amersfoort"",""latitude"":52.1599,""longitude"":5.3954}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",V2CPFTZ5EVBPNDKHCBOV4D3T4M,JJ2SCZENVBDPREXUHUVQLUZJEE,"10/27/2023, 5:43:24.493 PM",NL,"credentials_failed","password_secret_bad",,"{""uuid"":""2C4RSXPRI5BVFOS3TCJFYDZYXY"",""name"":""Hector Salamanca"",""email"":""hector.salamanca@nedscaper.com""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21700001"",""platform_name"":""Brave"",""platform_version"":""118.0.0.0"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""212.120.135.7""}","{""country"":""NL"",""region"":""Utrecht"",""city"":""Amersfoort"",""latitude"":52.1599,""longitude"":5.3954}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",B6RIWQAY6JANPPUSZ3AO2OOMBQ,KUNKEMXSXVHHJJHQ27ZFAQPL24,"10/27/2023, 5:43:29.763 PM",NL,success,"credentials_ok",,"{""uuid"":""2C4RSXPRI5BVFOS3TCJFYDZYXY"",""name"":""Hector Salamanca"",""email"":""hector.salamanca@nedscaper.com""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21700001"",""platform_name"":""Brave"",""platform_version"":""118.0.0.0"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""212.120.135.7""}","{""country"":""NL"",""region"":""Utrecht"",""city"":""Amersfoort"",""latitude"":52.1599,""longitude"":5.3954}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",4LEFJ57SBNAQJNIFK7SVWNALE4,YO75RUKTLFA6FDS2S5T7JR7WCE,"10/27/2023, 5:51:13.040 PM",NL,success,"credentials_ok",,"{""uuid"":""2C4RSXPRI5BVFOS3TCJFYDZYXY"",""name"":""Hector Salamanca"",""email"":""hector.salamanca@nedscaper.com""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21700001"",""platform_name"":""Brave"",""platform_version"":""118.0.0.0"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""212.120.135.7""}","{""country"":""NL"",""region"":""Utrecht"",""city"":""Amersfoort"",""latitude"":52.1599,""longitude"":5.3954}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",E6EFO6RVTNEO3M5BL3WJV2GOXM,MW44I5KHIJGXRGUL7FXAPZ7QH4,"10/30/2023, 10:29:04.220 AM",NL,"credentials_failed","password_secret_bad",,"{""uuid"":""O2FWP7N6XBHSXFV6J6I7MPGPGE"",""name"":""Nedscaper"",""email"":""zvr5j4feyjt5e@nedscaper.com""}","{""app_name"":""1Password for Windows"",""app_version"":""81003012"",""platform_name"":""LT-NLD-RDK"",""platform_version"":""Unknown"",""os_name"":""Windows"",""os_version"":""10.0.2009"",""ip_address"":""212.120.135.7""}","{""country"":""NL"",""region"":""Utrecht"",""city"":""Amersfoort"",""latitude"":52.1599,""longitude"":5.3954}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",H5HDPKLISVA7JAGZK25HLP5YNY,QMVJZT5A25EJNPN2ISMXE4D3LI,"10/30/2023, 10:29:12.752 AM",NL,"credentials_failed","password_secret_bad",,"{""uuid"":""O2FWP7N6XBHSXFV6J6I7MPGPGE"",""name"":""Nedscaper"",""email"":""zvr5j4feyjt5e@nedscaper.com""}","{""app_name"":""1Password for Windows"",""app_version"":""81003012"",""platform_name"":""LT-NLD-RDK"",""platform_version"":""Unknown"",""os_name"":""Windows"",""os_version"":""10.0.2009"",""ip_address"":""212.120.135.7""}","{""country"":""NL"",""region"":""Utrecht"",""city"":""Amersfoort"",""latitude"":52.1599,""longitude"":5.3954}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",UWKO2IIESFEXPFVUC2DVKH5GVI,KBYKXRCFN5HNBFTTZXJ5LBPBLA,"10/30/2023, 10:29:21.721 AM",NL,"credentials_failed","password_secret_bad",,"{""uuid"":""O2FWP7N6XBHSXFV6J6I7MPGPGE"",""name"":""Nedscaper"",""email"":""zvr5j4feyjt5e@nedscaper.com""}","{""app_name"":""1Password for Windows"",""app_version"":""81003012"",""platform_name"":""LT-NLD-RDK"",""platform_version"":""Unknown"",""os_name"":""Windows"",""os_version"":""10.0.2009"",""ip_address"":""212.120.135.7""}","{""country"":""NL"",""region"":""Utrecht"",""city"":""Amersfoort"",""latitude"":52.1599,""longitude"":5.3954}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
