SourceSystem,"TimeGenerated [UTC]","uuid_s","session_uuid","timestamp [UTC]",country,category,"action_type",details,"target_user",client,location,"actor_uuid","actor_details",action,"object_type","object_uuid","object_details","aux_id","aux_uuid","aux_details","aux_info",session,"used_version","vault_uuid","item_uuid",user,"log_source",TenantId,Type,"_ResourceId"
,"2/27/2024, 10:55:03.220 AM",62WAWBSJS5HWVND4KZAJ5EOZ2E,NOQ3SSCGENDK7IQ7LODOHAQPAU,"2/27/2024, 10:50:58.214 AM",ZA,success,"credentials_ok",,"{""uuid"":""LB3XERXFAFCBZCENBG4HQSOATA"",""name"":""Hector Salamanca"",""email"":""hector.salamanca@securehats.nl""}","{""app_name"":""1Password for Windows"",""app_version"":""81026039"",""platform_name"":""securehats.nl-24826"",""platform_version"":""Unknown"",""os_name"":""Windows"",""os_version"":""10.0.2009"",""ip_address"":""104.232.96.202""}","{""country"":""ZA"",""region"":""Western Cape"",""city"":""Cape Town"",""latitude"":-34.0486,""longitude"":18.4811}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"2/27/2024, 10:55:03.220 AM",VT3PQU3NGJHIVJ5DD36MMICHKE,IKK5SCQVTNAFJJOO7JJ3EGH6KI,"2/27/2024, 10:53:25.803 AM",ZA,success,"credentials_ok",,"{""uuid"":""XWOPONVJBJB27NOAAJWPRTKIXY"",""name"":""Arthur Shelby"",""email"":""arthur.shelby@securehats.nl""}","{""app_name"":""1Password for Web"",""app_version"":""1690"",""platform_name"":""Brave"",""platform_version"":""120.0.0.0"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""104.232.96.202""}","{""country"":""ZA"",""region"":""Western Cape"",""city"":""Cape Town"",""latitude"":-34.0486,""longitude"":18.4811}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"2/27/2024, 11:45:03.912 AM",OF3GK5ZYNFHRFJFJCF664TTZRU,KSVHZJCRFRC65AW32LXMKDTOO4,"2/27/2024, 11:41:09.467 AM",ZA,success,"credentials_ok",,"{""uuid"":""XWOPONVJBJB27NOAAJWPRTKIXY"",""name"":""Arthur Shelby"",""email"":""arthur.shelby@securehats.nl""}","{""app_name"":""1Password for Web"",""app_version"":""1690"",""platform_name"":""Brave"",""platform_version"":""120.0.0.0"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""104.232.96.202""}","{""country"":""ZA"",""region"":""Western Cape"",""city"":""Cape Town"",""latitude"":-34.0486,""longitude"":18.4811}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"2/27/2024, 12:00:06.103 PM",JLUNEXAREZD4DHMU3R4J7R7HHA,D2FJMTTVD5AIZNZ4M43HJLKCCI,"2/27/2024, 11:56:32.270 AM",NL,success,"credentials_ok",,"{""uuid"":""AVHAFAP4PRDF5K3724I67N3CEU"",""name"":""Automated User Provisioning"",""email"":""zkv4c3mauxjbw@1passwordserviceaccounts.com""}","{""app_name"":""1Password SCIM Bridge"",""app_version"":""208041"",""platform_name"":""op-scim-bridge-con-app--v4rpius-bdb4bf54d-48kgp"",""platform_version"":""amd64"",""os_name"":""Linux"",""os_version"":""11"",""ip_address"":""4.175.89.7""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3759,""longitude"":4.8975}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"2/27/2024, 12:00:06.103 PM",7JP7X2PSDREI3BD2JW5DOKNCUI,7TYF2HU3JJDHJFC27YO36TJWPY,"2/27/2024, 11:58:40.259 AM",ZA,success,"credentials_ok",,"{""uuid"":""OZ6ASBXDNZB5FH3CTGEPF776CA"",""name"":""Jesse Pinkman"",""email"":""jesse.pinkman@securehats.nl""}","{""app_name"":""1Password for Windows"",""app_version"":""81026039"",""platform_name"":""JESSE_PC"",""platform_version"":""Unknown"",""os_name"":""Windows"",""os_version"":""10.0.2009"",""ip_address"":""104.232.96.202""}","{""country"":""ZA"",""region"":""Western Cape"",""city"":""Cape Town"",""latitude"":-34.0486,""longitude"":18.4811}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"2/27/2024, 12:00:06.103 PM",5NXJNKYOMFB7ZADK2F4GTGD2GM,YDX2VZYQP5EADAYG6FUGYLRRTQ,"2/27/2024, 11:58:40.546 AM",ZA,success,"credentials_ok",,"{""uuid"":""OZ6ASBXDNZB5FH3CTGEPF776CA"",""name"":""Jesse Pinkman"",""email"":""jesse.pinkman@securehats.nl""}","{""app_name"":""1Password Browser Extension"",""app_version"":""22000002"",""platform_name"":""Microsoft Edge"",""platform_version"":""122.0.2365.52"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""104.232.96.202""}","{""country"":""ZA"",""region"":""Western Cape"",""city"":""Cape Town"",""latitude"":-34.0486,""longitude"":18.4811}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"2/27/2024, 12:00:06.103 PM",BEOMCSY6XNCQPAMOQHSJ3SMQRQ,UNCKPJ4PSJG4PJAPHQD5UP53HQ,"2/27/2024, 11:58:41.277 AM",ZA,success,"credentials_ok",,"{""uuid"":""OZ6ASBXDNZB5FH3CTGEPF776CA"",""name"":""Jesse Pinkman"",""email"":""jesse.pinkman@securehats.nl""}","{""app_name"":""1Password Browser Extension"",""app_version"":""22000002"",""platform_name"":""Microsoft Edge"",""platform_version"":""122.0.2365.52"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""104.232.96.202""}","{""country"":""ZA"",""region"":""Western Cape"",""city"":""Cape Town"",""latitude"":-34.0486,""longitude"":18.4811}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"2/27/2024, 12:45:05.509 PM",OYYNMFVS6VGE3IML45YU6E4TAQ,FSMAQTNS7RA5JBQANFV632ZA24,"2/27/2024, 12:42:17.477 PM",ZA,success,"credentials_ok",,"{""uuid"":""OZ6ASBXDNZB5FH3CTGEPF776CA"",""name"":""Jesse Pinkman"",""email"":""jesse.pinkman@securehats.nl""}","{""app_name"":""1Password for Windows"",""app_version"":""81026039"",""platform_name"":""JESSE_PC"",""platform_version"":""Unknown"",""os_name"":""Windows"",""os_version"":""10.0.2009"",""ip_address"":""104.232.96.202""}","{""country"":""ZA"",""region"":""Western Cape"",""city"":""Cape Town"",""latitude"":-34.0486,""longitude"":18.4811}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"2/27/2024, 12:45:05.509 PM",IRDC5KTANBBUZGMTPPWMJDXR6A,DNNWOQVAN5DGFD34ZJDGRAFK7U,"2/27/2024, 12:42:17.756 PM",ZA,success,"credentials_ok",,"{""uuid"":""OZ6ASBXDNZB5FH3CTGEPF776CA"",""name"":""Jesse Pinkman"",""email"":""jesse.pinkman@securehats.nl""}","{""app_name"":""1Password Browser Extension"",""app_version"":""22000002"",""platform_name"":""Microsoft Edge"",""platform_version"":""122.0.2365.52"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""104.232.96.202""}","{""country"":""ZA"",""region"":""Western Cape"",""city"":""Cape Town"",""latitude"":-34.0486,""longitude"":18.4811}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"2/27/2024, 12:45:05.509 PM",WRNCW7N5G5FOHPPSE6J2XWDNIA,TOWQ4FZPBFFFJNHKAJRAQKX2Z4,"2/27/2024, 12:42:18.054 PM",ZA,success,"credentials_ok",,"{""uuid"":""OZ6ASBXDNZB5FH3CTGEPF776CA"",""name"":""Jesse Pinkman"",""email"":""jesse.pinkman@securehats.nl""}","{""app_name"":""1Password Browser Extension"",""app_version"":""22000002"",""platform_name"":""Microsoft Edge"",""platform_version"":""122.0.2365.52"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""104.232.96.202""}","{""country"":""ZA"",""region"":""Western Cape"",""city"":""Cape Town"",""latitude"":-34.0486,""longitude"":18.4811}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"2/27/2024, 1:20:04.640 PM",P6BH5LDZWVDPJOH42EVY7JXP7M,BHMV53NCWNBURGAG7KZRQURBZI,"2/27/2024, 1:19:45.357 PM",NL,success,"credentials_ok",,"{""uuid"":""AVHAFAP4PRDF5K3724I67N3CEU"",""name"":""Automated User Provisioning"",""email"":""zkv4c3mauxjbw@1passwordserviceaccounts.com""}","{""app_name"":""1Password SCIM Bridge"",""app_version"":""208041"",""platform_name"":""op-scim-bridge-con-app--v4rpius-bdb4bf54d-48kgp"",""platform_version"":""amd64"",""os_name"":""Linux"",""os_version"":""11"",""ip_address"":""4.175.89.7""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3759,""longitude"":4.8975}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"2/26/2024, 10:40:04.584 PM",DPXLA4KAQNBB3BCM5NHZDG4H5Q,GYH4GBLKCBAEHPAMYH5WF355C4,"2/26/2024, 10:35:00.587 PM",ZA,success,"credentials_ok",,"{""uuid"":""FWQHEJFL2VH3HBLUYSUXZJLC6E"",""name"":""Siphelele Mahlumba"",""email"":""siphelele.mahlumba@securehats.nl""}","{""app_name"":""1Password for Windows"",""app_version"":""81026039"",""platform_name"":""SIPHE-PC"",""platform_version"":""Unknown"",""os_name"":""Windows"",""os_version"":""10.0.2009"",""ip_address"":""128.94.3.8""}","{""country"":""ZA"",""region"":""Western Cape"",""city"":""Cape Town"",""latitude"":-34.0486,""longitude"":18.4811}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"2/27/2024, 6:00:04.733 AM",5H7XILZTG5E7RDYDJPZF374CGY,2VFBJVEHHBAUTIXNRYZRAPJ2XY,"2/27/2024, 5:56:07.030 AM",ZA,"credentials_failed","password_secret_bad",,"{""uuid"":""LB3XERXFAFCBZCENBG4HQSOATA"",""name"":""Hector Salamanca"",""email"":""hector.salamanca@securehats.nl""}","{""app_name"":""1Password for Windows"",""app_version"":""81026039"",""platform_name"":""securehats.nl-24826"",""platform_version"":""Unknown"",""os_name"":""Windows"",""os_version"":""10.0.2009"",""ip_address"":""101.110.109.43""}","{""country"":""ZA"",""region"":""Western Cape"",""city"":""Cape Town"",""latitude"":-33.91,""longitude"":18.4304}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"2/27/2024, 6:00:04.733 AM",S4ISKDD2T5EB3FFMUUML2KHSOQ,ISVKGYXEGRHATMXXLQR7U57JWM,"2/27/2024, 5:56:19.914 AM",ZA,"credentials_failed","password_secret_bad",,"{""uuid"":""LB3XERXFAFCBZCENBG4HQSOATA"",""name"":""Hector Salamanca"",""email"":""hector.salamanca@securehats.nl""}","{""app_name"":""1Password for Windows"",""app_version"":""81026039"",""platform_name"":""securehats.nl-24826"",""platform_version"":""Unknown"",""os_name"":""Windows"",""os_version"":""10.0.2009"",""ip_address"":""101.110.109.43""}","{""country"":""ZA"",""region"":""Western Cape"",""city"":""Cape Town"",""latitude"":-33.91,""longitude"":18.4304}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"2/27/2024, 6:00:04.733 AM",MAOAY3EBVRHRXOTOCGBYQO5LPM,BESUHJMEQRDXHJIGLWVV22USWE,"2/27/2024, 5:56:25.871 AM",ZA,"credentials_failed","password_secret_bad",,"{""uuid"":""LB3XERXFAFCBZCENBG4HQSOATA"",""name"":""Hector Salamanca"",""email"":""hector.salamanca@securehats.nl""}","{""app_name"":""1Password for Windows"",""app_version"":""81026039"",""platform_name"":""securehats.nl-24826"",""platform_version"":""Unknown"",""os_name"":""Windows"",""os_version"":""10.0.2009"",""ip_address"":""101.110.109.43""}","{""country"":""ZA"",""region"":""Western Cape"",""city"":""Cape Town"",""latitude"":-33.91,""longitude"":18.4304}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"2/27/2024, 6:00:04.733 AM",BHUH7MUCSVBQHHEJ62UM2ORYEA,D2VLKFPFGBGJHNHF37S7YRHWEM,"2/27/2024, 5:56:41.753 AM",ZA,success,"credentials_ok",,"{""uuid"":""LB3XERXFAFCBZCENBG4HQSOATA"",""name"":""Hector Salamanca"",""email"":""hector.salamanca@securehats.nl""}","{""app_name"":""1Password for Windows"",""app_version"":""81026039"",""platform_name"":""securehats.nl-24826"",""platform_version"":""Unknown"",""os_name"":""Windows"",""os_version"":""10.0.2009"",""ip_address"":""101.110.109.43""}","{""country"":""ZA"",""region"":""Western Cape"",""city"":""Cape Town"",""latitude"":-33.91,""longitude"":18.4304}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"2/27/2024, 7:45:02.767 AM",N5N5354DVNA6FBGFQZGPWUMZ7Y,BZCGLPRFXBB3XEYNFNAJGJI6XQ,"2/27/2024, 7:40:47.309 AM",ZA,success,"credentials_ok",,"{""uuid"":""OZ6ASBXDNZB5FH3CTGEPF776CA"",""name"":""Jesse Pinkman"",""email"":""jesse.pinkman@securehats.nl""}","{""app_name"":""1Password for Windows"",""app_version"":""81026039"",""platform_name"":""JESSE_PC"",""platform_version"":""Unknown"",""os_name"":""Windows"",""os_version"":""10.0.2009"",""ip_address"":""104.232.96.202""}","{""country"":""ZA"",""region"":""Western Cape"",""city"":""Cape Town"",""latitude"":-34.0486,""longitude"":18.4811}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"2/27/2024, 7:45:02.767 AM",6A4R45ATCFHQ3FU2DZU4DJNSIY,4QUFTHKUWZBRPPSINWMW2BLKXY,"2/27/2024, 7:40:47.618 AM",ZA,success,"credentials_ok",,"{""uuid"":""OZ6ASBXDNZB5FH3CTGEPF776CA"",""name"":""Jesse Pinkman"",""email"":""jesse.pinkman@securehats.nl""}","{""app_name"":""1Password Browser Extension"",""app_version"":""22000002"",""platform_name"":""Microsoft Edge"",""platform_version"":""122.0.2365.52"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""104.232.96.202""}","{""country"":""ZA"",""region"":""Western Cape"",""city"":""Cape Town"",""latitude"":-34.0486,""longitude"":18.4811}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"2/27/2024, 7:45:02.767 AM",FZ5XBZ56T5CYZMAQ2XVV47PVRU,EGNCMNTMKFAZBI5LELSGAEHBRE,"2/27/2024, 7:40:48.017 AM",ZA,success,"credentials_ok",,"{""uuid"":""OZ6ASBXDNZB5FH3CTGEPF776CA"",""name"":""Jesse Pinkman"",""email"":""jesse.pinkman@securehats.nl""}","{""app_name"":""1Password Browser Extension"",""app_version"":""22000002"",""platform_name"":""Microsoft Edge"",""platform_version"":""122.0.2365.52"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""104.232.96.202""}","{""country"":""ZA"",""region"":""Western Cape"",""city"":""Cape Town"",""latitude"":-34.0486,""longitude"":18.4811}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"2/27/2024, 9:00:04.191 AM",PIUG7G4LSJEZHIVSGLXNVAEWJA,KBKDD6QOLZBMXMOLBQ7RXBJBYY,"2/27/2024, 8:56:21.506 AM",ZA,success,"credentials_ok",,"{""uuid"":""LB3XERXFAFCBZCENBG4HQSOATA"",""name"":""Hector Salamanca"",""email"":""hector.salamanca@securehats.nl""}","{""app_name"":""1Password for Windows"",""app_version"":""81026039"",""platform_name"":""securehats.nl-24826"",""platform_version"":""Unknown"",""os_name"":""Windows"",""os_version"":""10.0.2009"",""ip_address"":""104.232.96.202""}","{""country"":""ZA"",""region"":""Western Cape"",""city"":""Cape Town"",""latitude"":-34.0486,""longitude"":18.4811}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"2/27/2024, 9:00:04.191 AM",JLMGPYXSXBCDVPDDW2RY34Y6LI,V3IXHBCMNBGTDFZBRPI5XCZREY,"2/27/2024, 8:56:27.053 AM",ZA,success,"credentials_ok",,"{""uuid"":""OZ6ASBXDNZB5FH3CTGEPF776CA"",""name"":""Jesse Pinkman"",""email"":""jesse.pinkman@securehats.nl""}","{""app_name"":""1Password for Windows"",""app_version"":""81026039"",""platform_name"":""JESSE_PC"",""platform_version"":""Unknown"",""os_name"":""Windows"",""os_version"":""10.0.2009"",""ip_address"":""104.232.96.202""}","{""country"":""ZA"",""region"":""Western Cape"",""city"":""Cape Town"",""latitude"":-34.0486,""longitude"":18.4811}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"2/27/2024, 9:00:04.191 AM",HMFV7IT5C5FKLJS637PCDQADPI,T7AY6L5RUJALBMLNMXANSGQEYM,"2/27/2024, 8:56:27.708 AM",ZA,success,"credentials_ok",,"{""uuid"":""OZ6ASBXDNZB5FH3CTGEPF776CA"",""name"":""Jesse Pinkman"",""email"":""jesse.pinkman@securehats.nl""}","{""app_name"":""1Password Browser Extension"",""app_version"":""22000002"",""platform_name"":""Microsoft Edge"",""platform_version"":""122.0.2365.52"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""104.232.96.202""}","{""country"":""ZA"",""region"":""Western Cape"",""city"":""Cape Town"",""latitude"":-34.0486,""longitude"":18.4811}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"2/27/2024, 10:30:05.888 AM",335CU5RDSJF65OV6DQIXZH2FRI,ASIJGAWVRNC63DVU6MLTRT7KGI,"2/27/2024, 10:25:14.548 AM",ZA,success,"credentials_ok",,"{""uuid"":""ULPCRX7GYNHKHBBYJ2FUVNUVRA"",""name"":""Bart Simpson"",""email"":""bart.simpson@securehats.nl""}","{""app_name"":""1Password for Windows"",""app_version"":""81026039"",""platform_name"":""DESKTOP-XBDNION"",""platform_version"":""Unknown"",""os_name"":""Windows"",""os_version"":""10.0.2009"",""ip_address"":""104.232.96.202""}","{""country"":""ZA"",""region"":""Western Cape"",""city"":""Cape Town"",""latitude"":-34.0486,""longitude"":18.4811}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
