"TimeGenerated","SourceSystem","Timestamp","LogName","Severity","GCPResourceType","GCPResourceName","ServiceName","MethodName","AuthenticationInfo","AuthorizationInfo","RequestMetadata","Request","Response","ResourceLocation","ResourceOriginalState","Status","StatusMessage","Metadata","ServiceData","PrincipalEmail","ProjectId","InsertId","NumResponseItems","Subscription","Type"
"10/02/2026 12:08:30","GCP","10/02/2026 12:08:30","projects/pocaas-prod-01/logs/cloudaudit.googleapis.com%2Factivity","INFO","audited_resource","projects/pocaas-prod-01","logging.googleapis.com","google.logging.v2.ConfigServiceV2.UpdateSink","{""principalEmail"":""mirage@pkwork.onmicrosoft.com""}","[{""permission"":""logging.sinks.update"",""granted"":true,""resource"":""projects/pocaas-prod-01/sinks/_Default""}]","{""callerIp"":""198.51.100.42"",""callerSuppliedUserAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""}","{""@type"":""type.googleapis.com/google.logging.v2.UpdateSinkRequest"",""sinkName"":""projects/pocaas-prod-01/sinks/_Default"",""sink"":{""name"":""_Default"",""disabled"":true}}","","",""," {}","","","","mirage@pkwork.onmicrosoft.com","pocaas-prod-01","gcp-insert-0011","","","GCPAuditLogs"
"10/02/2026 12:00:30","GCP","10/02/2026 12:00:30","projects/pocaas-prod-01/logs/cloudaudit.googleapis.com%2Factivity","INFO","gce_instance","projects/pocaas-prod-01/zones/us-central1-a/instances/web-frontend-01","compute.googleapis.com","v1.compute.instances.get","{""principalEmail"":""jane.smith@pkwork.onmicrosoft.com""}","[{""permission"":""compute.instances.get"",""granted"":true,""resource"":""projects/pocaas-prod-01/zones/us-central1-a/instances/web-frontend-01""}]","{""callerIp"":""198.51.100.22"",""callerSuppliedUserAgent"":""google-cloud-sdk gcloud/450.0.0""}","{}","","",""," {}","","","","jane.smith@pkwork.onmicrosoft.com","pocaas-prod-01","gcp-insert-0012","","","GCPAuditLogs"
"10/02/2026 12:01:00","GCP","10/02/2026 12:01:00","projects/pocaas-prod-01/logs/cloudaudit.googleapis.com%2Factivity","INFO","gce_instance","projects/pocaas-prod-01/zones/us-central1-a","compute.googleapis.com","v1.compute.instances.list","{""principalEmail"":""jane.smith@pkwork.onmicrosoft.com""}","[{""permission"":""compute.instances.list"",""granted"":true,""resource"":""projects/pocaas-prod-01""}]","{""callerIp"":""198.51.100.22"",""callerSuppliedUserAgent"":""google-cloud-sdk gcloud/450.0.0""}","{}","","",""," {}","","","","jane.smith@pkwork.onmicrosoft.com","pocaas-prod-01","gcp-insert-0013","8","","GCPAuditLogs"
"10/02/2026 12:02:10","GCP","10/02/2026 12:02:10","projects/pocaas-prod-01/logs/cloudaudit.googleapis.com%2Fdata_access","INFO","gcs_bucket","projects/_/buckets/pocaas-app-logs","storage.googleapis.com","storage.objects.list","{""principalEmail"":""deploy-pipeline@pocaas-prod-01.iam.gserviceaccount.com""}","[{""permission"":""storage.objects.list"",""granted"":true,""resource"":""projects/_/buckets/pocaas-app-logs""}]","{""callerIp"":""10.0.5.100"",""callerSuppliedUserAgent"":""google-api-java-client/2.2.0""}","{}","","",""," {}","","","","deploy-pipeline@pocaas-prod-01.iam.gserviceaccount.com","pocaas-prod-01","gcp-insert-0014","120","","GCPAuditLogs"
"10/02/2026 12:03:00","GCP","10/02/2026 12:03:00","projects/pocaas-prod-01/logs/cloudaudit.googleapis.com%2Factivity","INFO","gcs_bucket","projects/_/buckets/pocaas-deploy-artifacts","storage.googleapis.com","storage.objects.create","{""principalEmail"":""deploy-pipeline@pocaas-prod-01.iam.gserviceaccount.com""}","[{""permission"":""storage.objects.create"",""granted"":true,""resource"":""projects/_/buckets/pocaas-deploy-artifacts/objects/releases/v3.1.0/app.jar""}]","{""callerIp"":""10.0.5.100"",""callerSuppliedUserAgent"":""google-api-java-client/2.2.0""}","{""@type"":""type.googleapis.com/storage.objects.create"",""bucket"":""pocaas-deploy-artifacts"",""object"":""releases/v3.1.0/app.jar""}","","",""," {}","","","","deploy-pipeline@pocaas-prod-01.iam.gserviceaccount.com","pocaas-prod-01","gcp-insert-0015","","","GCPAuditLogs"
"10/02/2026 12:05:00","GCP","10/02/2026 12:05:00","projects/pocaas-prod-01/logs/cloudaudit.googleapis.com%2Factivity","INFO","gce_instance","projects/pocaas-prod-01/zones/us-central1-a/instances/web-frontend-01","compute.googleapis.com","v1.compute.instances.stop","{""principalEmail"":""deploy-pipeline@pocaas-prod-01.iam.gserviceaccount.com""}","[{""permission"":""compute.instances.stop"",""granted"":true,""resource"":""projects/pocaas-prod-01/zones/us-central1-a/instances/web-frontend-01""}]","{""callerIp"":""10.0.5.100"",""callerSuppliedUserAgent"":""google-api-java-client/2.2.0""}","{}","","",""," {}","","","","deploy-pipeline@pocaas-prod-01.iam.gserviceaccount.com","pocaas-prod-01","gcp-insert-0016","","","GCPAuditLogs"
"10/02/2026 12:06:00","GCP","10/02/2026 12:06:00","projects/pocaas-prod-01/logs/cloudaudit.googleapis.com%2Factivity","INFO","gce_instance","projects/pocaas-prod-01/zones/us-central1-a/instances/web-frontend-01","compute.googleapis.com","v1.compute.instances.start","{""principalEmail"":""deploy-pipeline@pocaas-prod-01.iam.gserviceaccount.com""}","[{""permission"":""compute.instances.start"",""granted"":true,""resource"":""projects/pocaas-prod-01/zones/us-central1-a/instances/web-frontend-01""}]","{""callerIp"":""10.0.5.100"",""callerSuppliedUserAgent"":""google-api-java-client/2.2.0""}","{}","","",""," {}","","","","deploy-pipeline@pocaas-prod-01.iam.gserviceaccount.com","pocaas-prod-01","gcp-insert-0017","","","GCPAuditLogs"
"10/02/2026 12:07:00","GCP","10/02/2026 12:07:00","projects/pocaas-prod-01/logs/cloudaudit.googleapis.com%2Factivity","INFO","audited_resource","projects/pocaas-prod-01","cloudresourcemanager.googleapis.com","GetIamPolicy","{""principalEmail"":""bob.jones@pkwork.onmicrosoft.com""}","[{""permission"":""resourcemanager.projects.getIamPolicy"",""granted"":true,""resource"":""projects/pocaas-prod-01""}]","{""callerIp"":""203.0.113.50"",""callerSuppliedUserAgent"":""google-cloud-sdk gcloud/450.0.0""}","{}","","",""," {}","","","","bob.jones@pkwork.onmicrosoft.com","pocaas-prod-01","gcp-insert-0018","","","GCPAuditLogs"
"10/02/2026 12:08:00","GCP","10/02/2026 12:08:00","projects/pocaas-prod-01/logs/cloudaudit.googleapis.com%2Factivity","INFO","audited_resource","projects/pocaas-prod-01","iam.googleapis.com","google.iam.admin.v1.ListServiceAccounts","{""principalEmail"":""bob.jones@pkwork.onmicrosoft.com""}","[{""permission"":""iam.serviceAccounts.list"",""granted"":true,""resource"":""projects/pocaas-prod-01""}]","{""callerIp"":""203.0.113.50"",""callerSuppliedUserAgent"":""google-cloud-sdk gcloud/450.0.0""}","{}","","",""," {}","","","","bob.jones@pkwork.onmicrosoft.com","pocaas-prod-01","gcp-insert-0019","","","GCPAuditLogs"
"10/02/2026 12:09:00","GCP","10/02/2026 12:09:00","projects/pocaas-prod-01/logs/cloudaudit.googleapis.com%2Factivity","WARNING","audited_resource","projects/pocaas-prod-01","iam.googleapis.com","google.iam.admin.v1.CreateServiceAccount","{""principalEmail"":""eve.hacker@external-domain.com""}","[{""permission"":""iam.serviceAccounts.create"",""granted"":false,""resource"":""projects/pocaas-prod-01""}]","{""callerIp"":""91.219.236.100"",""callerSuppliedUserAgent"":""python-requests/2.31.0""}","{""@type"":""type.googleapis.com/google.iam.admin.v1.CreateServiceAccountRequest"",""name"":""projects/pocaas-prod-01"",""account_id"":""evil-svc""}","","{""currentLocations"":[""global""]}","","{""code"":7,""message"":""Permission denied""}","Permission denied","","","eve.hacker@external-domain.com","pocaas-prod-01","gcp-insert-0020","","","GCPAuditLogs"
"10/02/2026 12:09:15","GCP","10/02/2026 12:09:15","projects/pocaas-prod-01/logs/cloudaudit.googleapis.com%2Factivity","WARNING","audited_resource","projects/pocaas-prod-01","cloudresourcemanager.googleapis.com","SetIamPolicy","{""principalEmail"":""eve.hacker@external-domain.com""}","[{""permission"":""resourcemanager.projects.setIamPolicy"",""granted"":false,""resource"":""projects/pocaas-prod-01""}]","{""callerIp"":""91.219.236.100"",""callerSuppliedUserAgent"":""python-requests/2.31.0""}","{}","","{""currentLocations"":[""global""]}","","{""code"":7,""message"":""Permission denied""}","Permission denied","","","eve.hacker@external-domain.com","pocaas-prod-01","gcp-insert-0021","","","GCPAuditLogs"
"10/02/2026 12:10:00","GCP","10/02/2026 12:10:00","projects/pocaas-prod-01/logs/cloudaudit.googleapis.com%2Factivity","INFO","gce_instance","projects/pocaas-prod-01/zones/us-central1-a/instances/crypto-miner-03","compute.googleapis.com","v1.compute.instances.insert","{""principalEmail"":""backdoor-svc-gcp@pocaas-prod-01.iam.gserviceaccount.com""}","[{""permission"":""compute.instances.create"",""granted"":true,""resource"":""projects/pocaas-prod-01/zones/us-central1-a/instances/crypto-miner-03""}]","{""callerIp"":""198.51.100.42"",""callerSuppliedUserAgent"":""google-cloud-sdk gcloud/450.0.0""}","{""@type"":""type.googleapis.com/compute.instances.insert"",""name"":""crypto-miner-03"",""machineType"":""zones/us-central1-a/machineTypes/a2-highgpu-8g""}","","{""currentLocations"":[""us-central1-a""]}","","{}","","","","backdoor-svc-gcp@pocaas-prod-01.iam.gserviceaccount.com","pocaas-prod-01","gcp-insert-0022","","","GCPAuditLogs"
"10/02/2026 12:10:30","GCP","10/02/2026 12:10:30","projects/pocaas-prod-01/logs/cloudaudit.googleapis.com%2Factivity","INFO","gce_instance","projects/pocaas-prod-01/zones/us-central1-a","compute.googleapis.com","v1.compute.instances.list","{""principalEmail"":""bob.jones@pkwork.onmicrosoft.com""}","[{""permission"":""compute.instances.list"",""granted"":true,""resource"":""projects/pocaas-prod-01""}]","{""callerIp"":""203.0.113.50"",""callerSuppliedUserAgent"":""google-cloud-sdk gcloud/450.0.0""}","{}","","",""," {}","","","","bob.jones@pkwork.onmicrosoft.com","pocaas-prod-01","gcp-insert-0023","11","","GCPAuditLogs"
"10/02/2026 12:11:45","GCP","10/02/2026 12:11:45","projects/pocaas-prod-01/logs/cloudaudit.googleapis.com%2Fdata_access","INFO","gcs_bucket","projects/_/buckets/pocaas-confidential-data/objects/api-keys-production.json","storage.googleapis.com","storage.objects.get","{""principalEmail"":""mirage@pkwork.onmicrosoft.com""}","[{""permission"":""storage.objects.get"",""granted"":true,""resource"":""projects/_/buckets/pocaas-confidential-data/objects/api-keys-production.json""}]","{""callerIp"":""198.51.100.42"",""callerSuppliedUserAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""}","{""@type"":""type.googleapis.com/storage.objects.get"",""bucket"":""pocaas-confidential-data"",""object"":""api-keys-production.json""}","","",""," {}","","","","mirage@pkwork.onmicrosoft.com","pocaas-prod-01","gcp-insert-0024","","","GCPAuditLogs"
"10/02/2026 12:12:00","GCP","10/02/2026 12:12:00","projects/pocaas-prod-01/logs/cloudaudit.googleapis.com%2Factivity","INFO","audited_resource","projects/pocaas-prod-01","iam.googleapis.com","google.iam.admin.v1.SetIamPolicy","{""principalEmail"":""mirage@pkwork.onmicrosoft.com""}","[{""permission"":""iam.serviceAccounts.setIamPolicy"",""granted"":true,""resource"":""projects/pocaas-prod-01/serviceAccounts/deploy-pipeline@pocaas-prod-01.iam.gserviceaccount.com""}]","{""callerIp"":""198.51.100.42"",""callerSuppliedUserAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""}","{""@type"":""type.googleapis.com/google.iam.v1.SetIamPolicyRequest"",""resource"":""projects/pocaas-prod-01/serviceAccounts/deploy-pipeline@pocaas-prod-01.iam.gserviceaccount.com"",""policy"":{""bindings"":[{""role"":""roles/iam.serviceAccountTokenCreator"",""members"":[""user:mirage@pkwork.onmicrosoft.com""]}]}}","","",""," {}","","","","mirage@pkwork.onmicrosoft.com","pocaas-prod-01","gcp-insert-0025","","","GCPAuditLogs"
