TimeGenerated [UTC],id_d,Category,threat_d,certainty_d,triaged_b,detection_type_s,d_type_vname_s,detection_id_d,detection_href_s,account_id_d,account_href_s,href_s,account_uid_s,src_account_s,event_timestamp_t [UTC],ip_s,detail_s,Severity
"3/24/2023, 4:31:14.539 AM",13789,exfiltration,50,50,false,M365 Suspicious eDiscovery Exfil,M365 Suspicious eDiscovery Exfil,1073,https://test.portal.vectra.ai/detections/1073?detail_id=98828,88,https://test.portal.vectra.ai/accounts/8,https://test.portal.vectra.ai/accounts/8,O365:jhalpert@demolab.vectra.ai,O365:jhalpert@demolab.vectra.ai,"11/17/2022, 8:07:09.000 AM",,"[{""parameters"": [{""data"": [{""name"": ""Cmdlet"",""value"": ""New-ComplianceSearchAction""},{""name"": ""CmdletOptions"",""value"": ""-SharePointArchiveFormat \""IndividualMessage\"" -EnableDedupe \""True\"" -Format \""FxStream\"" -Scope \""BothIndexedAndUnindexedItems\"" -IncludeSharePointDocumentVersions \""True\"" -Export \""True\"" -ErrorAction \""Stop\"" -SearchName (\""newAdmin_ediscovery-test-custom_search\"") -ExchangeArchiveFormat \""PerUserPst\""""}],""timestamp"": ""2022-11-17T07:53:43Z""}],""command_arguments"": [{""data"": ""-SharePointArchiveFormat \""IndividualMessage\"" -EnableDedupe \""True\"" -Format \""FxStream\"" -Scope \""BothIndexedAndUnindexedItems\"" -IncludeSharePointDocumentVersions \""True\"" -Export \""True\"" -ErrorAction \""Stop\"" -SearchName (\""newAdmin_ediscovery-test-custom_search\"") -ExchangeArchiveFormat \""PerUserPst\"""",""timestamp"": ""2022-11-17T07:53:43Z""}],""operation"": ""SearchExported"",""command"": ""New-ComplianceSearchAction"",""exchange_locations"": ""Include:[msteams_d5cb1d@demolab.vectra.ai,cfiggis@demovectra.onmicrosoft.com,jgreer@demovectra.onmicrosoft.com,marcher@demovectra.onmicrosoft.com,tbilen@demolab.vectra.ai,gcardiet@demolab.vectra.ai]"",""query"": ""secrets or IPO or finance* or password"",""last_timestamp"": ""2022-11-17T07:53:43Z""}]",5
"3/24/2023, 4:31:14.539 AM",13790,lateral_movement,90,80,false,M365 Risky Exchange Operation,M365 Risky Exchange Operation,1074,https://test.portal.vectra.ai/detections/1074?detail_id=98829,253,https://test.portal.vectra.ai/accounts/11,https://test.portal.vectra.ai/accounts/11,O365:ultimatehacker@demolab.vectra.ai,O365:ultimatehacker@demolab.vectra.ai,"11/17/2022, 8:47:10.000 AM",127.0.0.1,"[{""parameters"": [{""data"": [{""name"": ""Identity"",""value"": ""POV_Anti_Phishing_Rule:Dayami Giles""},{""name"": ""Confirm"",""value"": ""False""},{""name"": ""ErrorAction"",""value"": ""Stop""}],""timestamp"": ""2022-11-17T08:34:04Z""}],""operation"": ""Disable-AntiPhishRule"",""behavior"": ""Policy tampering"",""user_type"": ""Admin"",""last_timestamp"": ""2022-11-17T08:34:04Z""}]",9
"3/24/2023, 4:31:14.539 AM",13791,lateral_movement,90,80,false,M365 Risky Exchange Operation,M365 Risky Exchange Operation,1074,https://test.portal.vectra.ai/detections/1074?detail_id=98830,253,https://test.portal.vectra.ai/accounts/11,https://test.portal.vectra.ai/accounts/11,O365:ultimatehacker@demolab.vectra.ai,O365:ultimatehacker@demolab.vectra.ai,"11/17/2022, 8:47:10.000 AM",127.0.0.1,"[{""parameters"": [{""data"": [{""name"": ""Identity"",""value"": ""mscott@demolab.vectra.ai""},{""name"": ""AuditBypassEnabled"",""value"": ""False""}],""timestamp"": ""2022-11-17T08:32:24Z""}],""operation"": ""Set-MailboxAuditBypassAssociation"",""behavior"": ""Policy tampering"",""user_type"": ""Admin"",""last_timestamp"": ""2022-11-17T08:32:24Z""}]",9
"3/24/2023, 4:31:14.539 AM",13792,lateral_movement,90,80,false,M365 Risky Exchange Operation,M365 Risky Exchange Operation,1074,https://test.portal.vectra.ai/detections/1074?detail_id=98831,253,https://test.portal.vectra.ai/accounts/11,https://test.portal.vectra.ai/accounts/11,O365:ultimatehacker@demolab.vectra.ai,O365:ultimatehacker@demolab.vectra.ai,"11/17/2022, 8:47:10.000 AM",127.0.0.1,"[{""parameters"": [{""data"": [{""name"": ""Identity"",""value"": ""mscott@demolab.vectra.ai""},{""name"": ""AuditBypassEnabled"",""value"": ""True""},{""name"": ""ErrorAction"",""value"": ""Stop""}],""timestamp"": ""2022-11-17T08:31:09Z""}],""operation"": ""Set-MailboxAuditBypassAssociation"",""behavior"": ""Policy tampering"",""user_type"": ""Admin"",""last_timestamp"": ""2022-11-17T08:31:09Z""}]",9
"3/24/2023, 4:31:14.539 AM",13793,lateral_movement,50,50,false,M365 Disabling of Security Tools,M365 Disabling of Security Tools,1075,https://test.portal.vectra.ai/detections/1075?detail_id=98832,253,https://test.portal.vectra.ai/accounts/11,https://test.portal.vectra.ai/accounts/11,O365:ultimatehacker@demolab.vectra.ai,O365:ultimatehacker@demolab.vectra.ai,"11/17/2022, 8:47:10.000 AM",127.0.0.1,"[{""user_type"": ""Admin"",""operation"": ""Set-MailboxAuditBypassAssociation"",""parameters"": [{""data"": [{""name"": ""Identity"",""value"": ""mscott@demolab.vectra.ai""},{""name"": ""AuditBypassEnabled"",""value"": ""True""},{""name"": ""ErrorAction"",""value"": ""Stop""}],""timestamp"": ""2022-11-17T08:31:09Z""}],""result"": ""Success"",""last_timestamp"": ""2022-11-17T08:31:09Z""}]",5
"3/24/2023, 4:31:14.539 AM",13794,lateral_movement,50,50,false,M365 Disabling of Security Tools,M365 Disabling of Security Tools,1075,https://test.portal.vectra.ai/detections/1075?detail_id=98833,253,https://test.portal.vectra.ai/accounts/11,https://test.portal.vectra.ai/accounts/11,O365:ultimatehacker@demolab.vectra.ai,O365:ultimatehacker@demolab.vectra.ai,"11/17/2022, 8:47:10.000 AM",127.0.0.1,"[{""user_type"": ""Admin"",""operation"": ""Disable-AntiPhishRule"",""parameters"": [{""data"": [{""name"": ""Identity"",""value"": ""POV_Anti_Phishing_Rule:Dayami Giles""},{""name"": ""Confirm"",""value"": ""False""},{""name"": ""ErrorAction"",""value"": ""Stop""}],""timestamp"": ""2022-11-17T08:34:04Z""}],""result"": ""Success"",""last_timestamp"": ""2022-11-17T08:34:04Z""}]",5
"3/24/2023, 4:31:14.539 AM",13795,exfiltration,60,50,false,M365 Suspicious Mail Forwarding,M365 Suspicious Mail Forwarding,1076,https://test.portal.vectra.ai/detections/1076?detail_id=98834,253,https://test.portal.vectra.ai/accounts/11,https://test.portal.vectra.ai/accounts/11,O365:ultimatehacker@demolab.vectra.ai,O365:ultimatehacker@demolab.vectra.ai,"11/17/2022, 8:47:10.000 AM",127.0.0.1,"[{""parameters"": {""data"": [{""name"": ""ErrorAction"",""value"": ""Stop""},{""name"": ""Identity"",""value"": ""mscott@demolab.vectra.ai""},{""name"": ""DeliverToMailboxAndForward"",""value"": ""True""},{""name"": ""ForwardingSmtpAddress"",""value"": ""smtp:ultimatehacker@maldom.com""}],""timestamp"": ""2022-11-17T08:36:41Z""},""destination_email"": ""smtp:ultimatehacker@maldom.com"",""forwarded_mailbox"": ""mscott@demolab.vectra.ai"",""first_timestamp"": ""2022-11-17T08:36:41Z"",""last_timestamp"": ""2022-11-17T08:36:41Z""}]",6
"3/24/2023, 4:31:14.539 AM",13796,command_and_control,50,50,false,Azure AD Redundant Access Creation,Azure AD Redundant Access Creation,1043,https://test.portal.vectra.ai/detections/1043?detail_id=98835,87,https://test.portal.vectra.ai/accounts/10,https://test.portal.vectra.ai/accounts/10,O365:mscott@demolab.vectra.ai,O365:mscott@demolab.vectra.ai,"11/17/2022, 8:57:08.000 AM",,"[{""operation"": ""Add member to role."",""target"": ""ultimatehacker@demolab.vectra.ai"",""change"": ""Company Administrator"",""results"": ""Success"",""last_timestamp"": ""2022-11-17T08:26:31Z""}]",5
"3/24/2023, 4:31:14.539 AM",13797,exfiltration,50,50,false,M365 Suspicious eDiscovery Exfil,M365 Suspicious eDiscovery Exfil,1045,https://test.portal.vectra.ai/detections/1045?detail_id=98836,87,https://test.portal.vectra.ai/accounts/10,https://test.portal.vectra.ai/accounts/10,O365:mscott@demolab.vectra.ai,O365:mscott@demolab.vectra.ai,"11/17/2022, 9:07:08.000 AM",,"[{""parameters"": [{""data"": [{""name"": ""Cmdlet"",""value"": ""New-ComplianceSearchAction""},{""name"": ""CmdletOptions"",""value"": ""-SharePointArchiveFormat \""IndividualMessage\"" -EnableDedupe \""True\"" -Format \""FxStream\"" -Scope \""BothIndexedAndUnindexedItems\"" -IncludeSharePointDocumentVersions \""True\"" -Export \""True\"" -ErrorAction \""Stop\"" -SearchName (\""ultimatehacker_exfiltration-custom_search\"") -ExchangeArchiveFormat \""PerUserPst\""""}],""timestamp"": ""2022-11-17T08:51:13Z""}],""command_arguments"": [{""data"": ""-SharePointArchiveFormat \""IndividualMessage\"" -EnableDedupe \""True\"" -Format \""FxStream\"" -Scope \""BothIndexedAndUnindexedItems\"" -IncludeSharePointDocumentVersions \""True\"" -Export \""True\"" -ErrorAction \""Stop\"" -SearchName (\""ultimatehacker_exfiltration-custom_search\"") -ExchangeArchiveFormat \""PerUserPst\"""",""timestamp"": ""2022-11-17T08:51:13Z""}],""operation"": ""SearchExported"",""command"": ""New-ComplianceSearchAction"",""exchange_locations"": ""Include:[mscott@demolab.vectra.ai,chris-kp@demolab.vectra.ai,marcher@demovectra.onmicrosoft.com,jhalpert@demolab.vectra.ai,tbilen@demolab.vectra.ai,jgreer@demovectra.onmicrosoft.com,cfiggis@demovectra.onmicrosoft.com,gcardiet@demolab.vectra.ai]"",""query"": ""Legal or pass* or secret or CEO or credentials or token or password"",""last_timestamp"": ""2022-11-17T08:51:13Z""}]",5
"3/24/2023, 4:31:14.539 AM",13798,exfiltration,50,50,false,M365 Suspicious eDiscovery Exfil,M365 Suspicious eDiscovery Exfil,1045,https://test.portal.vectra.ai/detections/1045?detail_id=98837,87,https://test.portal.vectra.ai/accounts/10,https://test.portal.vectra.ai/accounts/10,O365:mscott@demolab.vectra.ai,O365:mscott@demolab.vectra.ai,"11/17/2022, 9:07:08.000 AM",,"[{""parameters"": [{""data"": [{""name"": ""Cmdlet"",""value"": ""New-ComplianceSearchAction""},{""name"": ""CmdletOptions"",""value"": ""-SharePointArchiveFormat \""IndividualMessage\"" -EnableDedupe \""True\"" -Format \""FxStream\"" -Scope \""BothIndexedAndUnindexedItems\"" -IncludeSharePointDocumentVersions \""True\"" -Export \""True\"" -ErrorAction \""Stop\"" -SearchName (\""ultimatehacker_exfiltration-custom_search\"") -ExchangeArchiveFormat \""PerUserPst\""""}],""timestamp"": ""2022-11-17T08:51:14Z""}],""command_arguments"": [{""data"": ""-SharePointArchiveFormat \""IndividualMessage\"" -EnableDedupe \""True\"" -Format \""FxStream\"" -Scope \""BothIndexedAndUnindexedItems\"" -IncludeSharePointDocumentVersions \""True\"" -Export \""True\"" -ErrorAction \""Stop\"" -SearchName (\""ultimatehacker_exfiltration-custom_search\"") -ExchangeArchiveFormat \""PerUserPst\"""",""timestamp"": ""2022-11-17T08:51:14Z""}],""operation"": ""SearchExported"",""command"": ""New-ComplianceSearchAction"",""exchange_locations"": ""Include:[mscott@demolab.vectra.ai,chris-kp@demolab.vectra.ai,marcher@demovectra.onmicrosoft.com,jhalpert@demolab.vectra.ai,tbilen@demolab.vectra.ai,jgreer@demovectra.onmicrosoft.com,cfiggis@demovectra.onmicrosoft.com,gcardiet@demolab.vectra.ai]"",""query"": ""Legal or pass* or secret or CEO or credentials or token or password"",""last_timestamp"": ""2022-11-17T08:51:14Z""}]",5
