TenantId,SourceSystem,TimeGenerated,RawData,"BuildNumber_s","Manufacturer_s","DeviceId_d","DeviceUDID_g","DeviceOS_s","CompanyId_d","DevicePlatform_s","LastReported_t","LocationID_d","CompanyName_s","UserEmail_s","IsDeleted_d","ThreatLevel_s","ThreatScore_d","AddedDate_t","AgentVersion_s",Type
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T09:51:33.979Z",,,,12054,"8a963432-1139-4a64-bc2f-3e5d0fcaf086","14.0",73,Apple,"2020-09-30T09:41:28.208Z",0,"demo-tenant","sample@email.com",0,Medium,53,"2020-09-30T08:25:10.297Z","2.28.5","BetterMTDDeviceLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T10:08:34.023Z",,MOB30X,BMS,12081,"207b4c61-8751-4497-a237-00b026fe87a8","6.0.1",73,Android,"2020-09-30T10:08:33.328Z",0,"demo-tenant","sample@email.com",0,Medium,53,"2020-09-30T10:08:24.413Z","10237-10.2.37s","BetterMTDDeviceLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T09:47:15.629Z",,,,12066,"43553998-1c12-4fbc-98b0-ee455dc5caf5","13.5.1",73,Apple,"2020-09-30T09:47:14.817Z",0,"demo-tenant","sample@email.com",0,Medium,53,"2020-09-30T09:47:12.23Z","2.28.4","BetterMTDDeviceLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T09:47:32.823Z",,,,12067,"bd3d7c9e-30e3-4521-a896-ada7d84b6b2e","13.5.1",73,Apple,"2020-09-30T09:47:31.421Z",0,"demo-tenant","sample@email.com",0,Medium,53,"2020-09-30T09:47:28.233Z","2.28.4","BetterMTDDeviceLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T09:48:13.912Z",,,,12070,"d775cd40-a758-4465-9cf6-82577259bfa0","13.5.1",73,Apple,"2020-09-30T09:48:12.839Z",0,"demo-tenant","sample@email.com",0,Medium,53,"2020-09-30T09:48:10.253Z","2.28.4","BetterMTDDeviceLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T09:47:50.939Z",,,,12068,"c240d411-0814-49ea-a916-d2116b7ebd1d","13.5.1",73,Apple,"2020-09-30T09:47:47.894Z",0,"demo-tenant","sample@email.com",0,Medium,53,"2020-09-30T09:47:45.283Z","2.28.4","BetterMTDDeviceLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T09:48:01.781Z",,,,12069,"5101e73b-3e2e-4b10-af64-4bcda0383e8f","13.5.1",73,Apple,"2020-09-30T09:48:00.848Z",0,"demo-tenant","sample@email.com",0,Medium,53,"2020-09-30T09:47:58.407Z","2.28.4","BetterMTDDeviceLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T09:48:25.68Z",,,,12071,"5b8a2e10-362a-4c71-a74a-71cf4c58f951","13.5.1",73,Apple,"2020-09-30T09:48:24.687Z",0,"demo-tenant","sample@email.com",0,Medium,53,"2020-09-30T09:48:22.253Z","2.28.4","BetterMTDDeviceLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T09:48:40.905Z",,,,12072,"7877f14c-73d3-40c2-888a-82270b1dd0dc","13.5.1",73,Apple,"2020-09-30T09:48:38.123Z",0,"demo-tenant","sample@email.com",0,Medium,53,"2020-09-30T09:48:35.363Z","2.28.4","BetterMTDDeviceLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T09:49:08.661Z",,,,12074,"b25d48f5-8cb1-40a9-938e-0ef7067cefb4","13.5.1",73,Apple,"2020-09-30T09:49:08.173Z",0,"demo-tenant","sample@email.com",0,Medium,53,"2020-09-30T09:49:05.107Z","2.28.4","BetterMTDDeviceLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T09:45:59.279Z",,,,12061,"7a1ad465-56af-4b53-ba6b-72bfcaaeaba5","13.5.1",73,Apple,"2020-09-30T09:45:57.511Z",0,"demo-tenant","sample@email.com",0,Medium,53,"2020-09-30T09:45:54.843Z","2.28.4","BetterMTDDeviceLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T09:46:00.763Z",,,,12054,"8a963432-1139-4a64-bc2f-3e5d0fcaf086","14.0",73,Apple,"2020-09-30T09:41:30.756Z",0,"demo-tenant","sample@email.com",0,Medium,53,"2020-09-30T08:25:10.297Z","2.28.5","BetterMTDDeviceLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T09:46:13.733Z",,,,12062,"242268b9-f21c-44f0-adce-1ce6bda8e580","13.5.1",73,Apple,"2020-09-30T09:46:12.975Z",0,"demo-tenant","sample@email.com",0,Medium,53,"2020-09-30T09:46:10.18Z","2.28.4","BetterMTDDeviceLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T09:46:29.616Z",,,,12063,"ee8e5940-6ffe-4fb7-af63-3c3a00d50385","13.5.1",73,Apple,"2020-09-30T09:46:29.313Z",0,"demo-tenant","sample@email.com",0,Medium,53,"2020-09-30T09:46:26.807Z","2.28.4","BetterMTDDeviceLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T09:47:00.434Z",,,,12065,"559cb391-fbb4-44e2-bdd2-7be59fc60a8a","13.5.1",73,Apple,"2020-09-30T09:46:59.506Z",0,"demo-tenant","sample@email.com",0,Medium,53,"2020-09-30T09:46:56.913Z","2.28.4","BetterMTDDeviceLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T09:46:45.905Z",,,,12064,"2218bf05-15a6-4636-b8d1-ea50d1b8a50c","13.5.1",73,Apple,"2020-09-30T09:46:44.945Z",0,"demo-tenant","sample@email.com",0,Medium,53,"2020-09-30T09:46:42.073Z","2.28.4","BetterMTDDeviceLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T09:46:54.514Z",,,,12054,"8a963432-1139-4a64-bc2f-3e5d0fcaf086","14.0",73,Apple,"2020-09-30T09:41:36.782Z",0,"demo-tenant","sample@email.com",0,Medium,53,"2020-09-30T08:25:10.297Z","2.28.5","BetterMTDDeviceLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T09:48:12.821Z",,MOB30X,BMS,12056,"1a6ba74f-0605-41c4-8139-ee8df55828bb","6.0.1",73,Android,"2020-09-30T09:43:07.613Z",0,"demo-tenant","sample@email.com",0,Medium,53,"2020-09-30T09:42:58.04Z","10237-10.2.37s","BetterMTDDeviceLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T09:48:53.236Z",,,,12073,"08e6a8d1-d832-447a-a04b-f63049005445","13.5.1",73,Apple,"2020-09-30T09:48:52.359Z",0,"demo-tenant","sample@email.com",0,Medium,53,"2020-09-30T09:48:49.45Z","2.28.4","BetterMTDDeviceLog_CL"
