TenantId,SourceRecordId,TimeGenerated [UTC],TimeProcessed [UTC],ActivityType,ActionType,UserName,UserPrincipalName,EventSource,SourceIPAddress,SourceIPLocation,SourceDevice,DestinationIPAddress,DestinationIPLocation,DestinationDevice,EventVendor,EventProductVersion,ActorName,ActorPrincipalName,TargetName,TargetPrincipalName,Device,UsersInsights,DevicesInsights,ActivityInsights,SourceSystem,NativeTableName,InvestigationPriority,Type,_ResourceId
16b57a29-661a-855a-1866-22d1b0a7179d,6e4894c4-3811-11ee-8474-000d3a0b5533,"8/11/2023, 6:36:08.774 AM","8/11/2023, 6:37:46.525 AM",ProcessTracking,Process Creation,test,test@test.com,SecurityEvent,,,devicename01,,,,,,,,,,,"{""OnPremisesSID"":""S-1-5-21-2680824871-1255999119-832436803-962075""}","{""IsLocalAdmin"":""True""}","{""MandatoryLabel"":""S-1-16-12288"",""NewProcessId"":""0x299c"",""NewProcessName"":""C:\\Windows\\System32\\conhost.exe"",""Process"":""conhost.exe"",""ParentProcessName"":""C:\\Windows\\System32\\winrshost.exe"",""ProcessId"":""0x3320"",""LastTimeUserPerformedAction"":""08/11/2023 00:00:00"",""UncommonHighVolumeOfActions"":""False""}",,,0,BehaviorAnalytics,
16b57a29-661a-855a-1866-22d1b0a7179d,85e321fc-3811-11ee-8474-000d3a0b5640,"8/11/2023, 6:37:15.861 AM","8/11/2023, 6:37:45.340 AM",ProcessTracking,Process Creation,test,test@test.com,SecurityEvent,,,devicename01,,,,,,,,,,,"{""OnPremisesSID"":""S-1-5-21-2680824871-1255999119-832436803-962075""}","{""IsLocalAdmin"":""True""}","{""MandatoryLabel"":""S-1-16-12288"",""NewProcessId"":""0x2354"",""NewProcessName"":""C:\\Windows\\System32\\cmd.exe"",""Process"":""cmd.exe"",""ParentProcessName"":""C:\\Windows\\System32\\winrshost.exe"",""ProcessId"":""0x2470"",""LastTimeUserPerformedAction"":""08/11/2023 00:00:00"",""UncommonHighVolumeOfActions"":""False""}",,,0,BehaviorAnalytics,
16b57a29-661a-855a-1866-22d1b0a7179d,7d08dcf3-3811-11ee-8474-000d3a0b5c46,"8/11/2023, 6:36:56.838 AM","8/11/2023, 6:37:45.217 AM",ProcessTracking,Process Creation,test,test@test.com,SecurityEvent,,,devicename01,,,,,,,,,,,"{""OnPremisesSID"":""S-1-5-21-2680824871-1255999119-832436803-962075""}","{""IsLocalAdmin"":""True""}","{""MandatoryLabel"":""S-1-16-12288"",""NewProcessId"":""0x1e4c"",""NewProcessName"":""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe"",""Process"":""powershell.exe"",""ParentProcessName"":""C:\\Windows\\System32\\cmd.exe"",""ProcessId"":""0x2610"",""LastTimeUserPerformedAction"":""08/11/2023 00:00:00"",""UncommonHighVolumeOfActions"":""False""}",,,0,BehaviorAnalytics,
16b57a29-661a-855a-1866-22d1b0a7179d,74d2a921-3811-11ee-8474-000d3a0b59dd,"8/11/2023, 6:36:40.690 AM","8/11/2023, 6:37:46.099 AM",ProcessTracking,Process Creation,test,test@test.com,SecurityEvent,,,devicename01,,,,,,,,,,,"{""OnPremisesSID"":""S-1-5-21-2680824871-1255999119-832436803-962075""}","{""IsLocalAdmin"":""True""}","{""MandatoryLabel"":""S-1-16-12288"",""NewProcessId"":""0x2698"",""NewProcessName"":""C:\\Windows\\System32\\conhost.exe"",""Process"":""conhost.exe"",""ParentProcessName"":""C:\\Windows\\System32\\winrshost.exe"",""ProcessId"":""0x2814"",""LastTimeUserPerformedAction"":""08/11/2023 00:00:00"",""UncommonHighVolumeOfActions"":""False""}",,,0,BehaviorAnalytics,
16b57a29-661a-855a-1866-22d1b0a7179d,6e4894c9-3811-11ee-8474-000d3a0b5533,"8/11/2023, 6:36:08.819 AM","8/11/2023, 6:37:46.525 AM",ProcessTracking,Process Creation,test,test@test.com,SecurityEvent,,,devicename01,,,,,,,,,,,"{""OnPremisesSID"":""S-1-5-21-2680824871-1255999119-832436803-962075""}","{""IsLocalAdmin"":""True""}","{""MandatoryLabel"":""S-1-16-12288"",""NewProcessId"":""0x3bf4"",""NewProcessName"":""C:\\Windows\\System32\\cmd.exe"",""Process"":""cmd.exe"",""ParentProcessName"":""C:\\Windows\\System32\\winrshost.exe"",""ProcessId"":""0x3320"",""LastTimeUserPerformedAction"":""08/11/2023 00:00:00"",""UncommonHighVolumeOfActions"":""False""}",,,0,BehaviorAnalytics,
16b57a29-661a-855a-1866-22d1b0a7179d,65770595-3811-11ee-8474-000d3a0b500f,"8/11/2023, 6:36:14.411 AM","8/11/2023, 6:37:46.526 AM",ProcessTracking,Process Creation,test,test@test.com,SecurityEvent,,,devicename01,,,,,,,,,,,"{""OnPremisesSID"":""S-1-5-21-2680824871-1255999119-832436803-962075""}","{""IsLocalAdmin"":""True""}","{""NewProcessId"":""0x3380"",""NewProcessName"":""C:\\Windows\\System32\\conhost.exe"",""Process"":""conhost.exe"",""ProcessId"":""0x504"",""LastTimeUserPerformedAction"":""08/11/2023 00:00:00"",""UncommonHighVolumeOfActions"":""False""}",,,0,BehaviorAnalytics,
16b57a29-661a-855a-1866-22d1b0a7179d,6ddb1af7-3811-11ee-8474-000d3a0b562f,"8/11/2023, 6:36:15.973 AM","8/11/2023, 6:37:45.338 AM",ProcessTracking,Process Creation,test,test@test.com,SecurityEvent,,,devicename01,,,,,,,,,,,"{""OnPremisesSID"":""S-1-5-21-2680824871-1255999119-832436803-962075""}","{""IsLocalAdmin"":""True""}","{""MandatoryLabel"":""S-1-16-12288"",""NewProcessId"":""0x3f14"",""NewProcessName"":""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe"",""Process"":""powershell.exe"",""ParentProcessName"":""C:\\Windows\\System32\\cmd.exe"",""ProcessId"":""0x2cc"",""LastTimeUserPerformedAction"":""08/11/2023 00:00:00"",""UncommonHighVolumeOfActions"":""False""}",,,0,BehaviorAnalytics,
16b57a29-661a-855a-1866-22d1b0a7179d,59bdd395-3811-11ee-8474-000d3a0b5ceb,"8/11/2023, 6:36:00.815 AM","8/11/2023, 6:37:46.554 AM",ProcessTracking,Process Creation,test,test@test.com,SecurityEvent,,,devicename01,,,,,,,,,,,"{""OnPremisesSID"":""S-1-5-21-2680824871-1255999119-832436803-962075""}","{""IsLocalAdmin"":""True""}","{""CommandLine"":""C:\\Windows\\system32\\cmd.exe /C powershell -NoLogo -NonInteractive -NoProfile -OutputFormat TEXT -Command \""& {Get-ChildItem -Path HKLM:\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Uninstall | ForEach-Object {'DisplayName='+$_.GetValue('DisplayName')+';InstallDate='+ $_.GetValue('InstallDate')+';Vendor='+$_.GetValue('Publisher'), '|'}; Get-ChildItem -Path HKLM:\\SOFTWARE\\Wow6432Node\\Microsoft\\Windows\\CurrentVersion\\Uninstall | ForEach-Object {'DisplayName='+$_.GetValue('DisplayName')+';InstallDate='+ $_.GetValue('InstallDate')+';Vendor='+$_.GetValue('Publisher'), '|'}; }\"""",""NewProcessId"":""0x28f0"",""NewProcessName"":""C:\\Windows\\System32\\cmd.exe"",""Process"":""cmd.exe"",""ProcessId"":""0x31b8"",""LastTimeUserPerformedAction"":""08/11/2023 00:00:00"",""UncommonHighVolumeOfActions"":""False""}",,,0,BehaviorAnalytics,
16b57a29-661a-855a-1866-22d1b0a7179d,76ccc2d3-3811-11ee-8474-000d3a0b5625,"8/11/2023, 6:36:31.816 AM","8/11/2023, 6:37:45.218 AM",ProcessTracking,Process Creation,test,test@test.com,SecurityEvent,,,devicename01,,,,,,,,,,,"{""OnPremisesSID"":""S-1-5-21-2680824871-1255999119-832436803-962075""}","{""IsLocalAdmin"":""True""}","{""MandatoryLabel"":""S-1-16-12288"",""NewProcessId"":""0x179c"",""NewProcessName"":""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe"",""Process"":""powershell.exe"",""ParentProcessName"":""C:\\Windows\\System32\\cmd.exe"",""ProcessId"":""0x120c"",""LastTimeUserPerformedAction"":""08/11/2023 00:00:00"",""UncommonHighVolumeOfActions"":""False""}",,,0,BehaviorAnalytics,
16b57a29-661a-855a-1866-22d1b0a7179d,657705a5-3811-11ee-8474-000d3a0b500f,"8/11/2023, 6:36:14.489 AM","8/11/2023, 6:37:46.526 AM",ProcessTracking,Process Creation,test,test@test.com,SecurityEvent,,,devicename01,,,,,,,,,,,"{""OnPremisesSID"":""S-1-5-21-2680824871-1255999119-832436803-962075""}","{""IsLocalAdmin"":""True""}","{""NewProcessId"":""0x30b8"",""NewProcessName"":""C:\\Windows\\System32\\cmd.exe"",""Process"":""cmd.exe"",""ProcessId"":""0x504"",""LastTimeUserPerformedAction"":""08/11/2023 00:00:00"",""UncommonHighVolumeOfActions"":""False""}",,,0,BehaviorAnalytics,
16b57a29-661a-855a-1866-22d1b0a7179d,58b47808-3811-11ee-8474-000d3a0b55d9,"8/11/2023, 6:35:40.471 AM","8/11/2023, 6:37:46.554 AM",ProcessTracking,Process Creation,test,test@test.com,SecurityEvent,,,devicename01,,,,,,,,,,,"{""OnPremisesSID"":""S-1-5-21-2680824871-1255999119-832436803-962075""}","{""IsLocalAdmin"":""True""}","{""MandatoryLabel"":""S-1-16-12288"",""NewProcessId"":""0x23d8"",""NewProcessName"":""C:\\Windows\\System32\\conhost.exe"",""Process"":""conhost.exe"",""ParentProcessName"":""C:\\Windows\\System32\\winrshost.exe"",""ProcessId"":""0x2228"",""LastTimeUserPerformedAction"":""08/11/2023 00:00:00"",""UncommonHighVolumeOfActions"":""False""}",,,0,BehaviorAnalytics,
16b57a29-661a-855a-1866-22d1b0a7179d,6ddb1af0-3811-11ee-8474-000d3a0b562f,"8/11/2023, 6:36:15.967 AM","8/11/2023, 6:37:45.340 AM",ProcessTracking,Process Creation,test,test@test.com,SecurityEvent,,,devicename01,,,,,,,,,,,"{""OnPremisesSID"":""S-1-5-21-2680824871-1255999119-832436803-962075""}","{""IsLocalAdmin"":""True""}","{""MandatoryLabel"":""S-1-16-12288"",""NewProcessId"":""0x3420"",""NewProcessName"":""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe"",""Process"":""powershell.exe"",""ParentProcessName"":""C:\\Windows\\System32\\cmd.exe"",""ProcessId"":""0x21b4"",""LastTimeUserPerformedAction"":""08/11/2023 00:00:00"",""UncommonHighVolumeOfActions"":""False""}",,,0,BehaviorAnalytics,
16b57a29-661a-855a-1866-22d1b0a7179d,74d2a931-3811-11ee-8474-000d3a0b59dd,"8/11/2023, 6:36:40.731 AM","8/11/2023, 6:37:46.099 AM",ProcessTracking,Process Creation,test,test@test.com,SecurityEvent,,,devicename01,,,,,,,,,,,"{""OnPremisesSID"":""S-1-5-21-2680824871-1255999119-832436803-962075""}","{""IsLocalAdmin"":""True""}","{""MandatoryLabel"":""S-1-16-12288"",""NewProcessId"":""0xad0"",""NewProcessName"":""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe"",""Process"":""powershell.exe"",""ParentProcessName"":""C:\\Windows\\System32\\cmd.exe"",""ProcessId"":""0x18e4"",""LastTimeUserPerformedAction"":""08/11/2023 00:00:00"",""UncommonHighVolumeOfActions"":""False""}",,,0,BehaviorAnalytics,
16b57a29-661a-855a-1866-22d1b0a7179d,87ac43a9-3811-11ee-8474-000d3a0b5ff5,"8/11/2023, 6:37:19.503 AM","8/11/2023, 6:37:46.554 AM",ProcessTracking,Process Creation,test,test@test.com,SecurityEvent,,,devicename01,,,,,,,,,,,"{""OnPremisesSID"":""S-1-5-21-2680824871-1255999119-832436803-962075""}","{""IsLocalAdmin"":""True""}","{""MandatoryLabel"":""S-1-16-12288"",""NewProcessId"":""0x1904"",""NewProcessName"":""C:\\Windows\\System32\\conhost.exe"",""Process"":""conhost.exe"",""ParentProcessName"":""C:\\Windows\\System32\\winrshost.exe"",""ProcessId"":""0x1004"",""LastTimeUserPerformedAction"":""08/11/2023 00:00:00"",""UncommonHighVolumeOfActions"":""False""}",,,0,BehaviorAnalytics,
16b57a29-661a-855a-1866-22d1b0a7179d,59bdd310-3811-11ee-8474-000d3a0b5ceb,"8/11/2023, 6:35:32.953 AM","8/11/2023, 6:37:46.554 AM",ProcessTracking,Process Creation,test,test@test.com,SecurityEvent,,,devicename01,,,,,,,,,,,"{""OnPremisesSID"":""S-1-5-21-2680824871-1255999119-832436803-962075""}","{""IsLocalAdmin"":""True""}","{""CommandLine"":""C:\\Windows\\system32\\cmd.exe /C powershell -NoLogo -NonInteractive -NoProfile -Command \""& {[System.Console]::OutputEncoding = New-Object System.Text.UTF8Encoding($False); $FormatEnumerationLimit = -1; $Host.UI.RawUI.BufferSize = New-Object Management.Automation.Host.Size (4096, 1024); get-counter -ea silentlycontinue -SampleInterval 300 -MaxSamples 2 -counter @(('\\logicaldisk(c:)\\% disk read time'),('\\logicaldisk(c:)\\% disk write time'),('\\logicaldisk(c:)\\disk read bytes/sec'),('\\logicaldisk(c:)\\disk write bytes/sec'),('\\logicaldisk(c:)\\free megabytes'),('\\logicaldisk(d:)\\% disk read time'),('\\logicaldisk(d:)\\% disk write time'),('\\logicaldisk(d:)\\disk read bytes/sec'),('\\logicaldisk(d:)\\disk write bytes/sec'),('\\logicaldisk(d:)\\free megabytes'),('\\logicaldisk(e:)\\% disk read time'),('\\logicaldisk(e:)\\% disk write time'),('\\logicaldisk(e:)\\disk read bytes/sec'),('\\logicaldisk(e:)\\disk write bytes/sec'),('\\logicaldisk(e:)\\free megabytes'),('\\logicaldisk(f:)\\% disk read time'),('\\logicaldisk(f:)\\% disk write time'),('\\logicaldisk(f:)\\disk read bytes/sec'),('\\logicaldisk(f:)\\disk write bytes/sec'),('\\logicaldisk(f:)\\free megabytes'),('\\logicaldisk(h:)\\% disk read time'),('\\logicaldisk(h:)\\% disk write time'),('\\logicaldisk(h:)\\disk read bytes/sec'),('\\logicaldisk(h:)\\disk write bytes/sec'),('\\logicaldisk(h:)\\free megabytes'),('\\logicaldisk(m:)\\% disk read time'),('\\logicaldisk(m:)\\% disk write time'),('\\logicaldisk(m:)\\disk read bytes/sec'),('\\logicaldisk(m:)\\disk write bytes/sec'),('\\logicaldisk(m:)\\free megabytes'),('\\logicaldisk(p:)\\% disk read time'),('\\logicaldisk(p:)\\% disk write time'),('\\logicaldisk(p:)\\disk read bytes/sec'),('\\logicaldisk(p:)\\disk write bytes/sec'),('\\logicaldisk(p:)\\free megabytes'),('\\logicaldisk(r:)\\% disk read time'),('\\logicaldisk(r:)\\% disk write time'),('\\logicaldisk(r:)\\disk read bytes/sec'),('\\logicaldisk(r:)\\disk write bytes/sec'),('\\logicaldisk(r:)\\free megabytes'),('\\logicaldisk(s:)\\% disk read time'),('\\logicaldisk(s:)\\% disk write time'),('\\logicaldisk(s:)\\disk read bytes/sec'),('\\logicaldisk(s:)\\disk write bytes/sec'),('\\logicaldisk(s:)\\free megabytes'),('\\memory\\available bytes'),('\\memory\\committed bytes'),('\\memory\\pages input/sec'),('\\memory\\pages output/sec'),('\\network adapter(microsoft hyper-v network adapter)\\bytes received/sec'),('\\network adapter(microsoft hyper-v network adapter)\\bytes sent/sec'),('\\network adapter(microsoft hyper-v network adapter)\\packets outbound errors'),('\\network adapter(microsoft hyper-v network adapter)\\packets received errors'),('\\network adapter(microsoft hyper-v network adapter)\\packets received/sec'),('\\network adapter(microsoft hyper-v network adapter)\\packets sent/sec'),('\\paging file(_total)\\% usage'),('\\processor(_total)\\% privileged time'),('\\processor(_total)\\% processor time'),('\\processor(_total)\\% user time'),('\\system\\system up time')) | Format-List -Property Readings; }\"""",""NewProcessId"":""0x2dc4"",""NewProcessName"":""C:\\Windows\\System32\\cmd.exe"",""Process"":""cmd.exe"",""ProcessId"":""0x5868"",""LastTimeUserPerformedAction"":""08/11/2023 00:00:00"",""UncommonHighVolumeOfActions"":""False""}",,,0,BehaviorAnalytics,
16b57a29-661a-855a-1866-22d1b0a7179d,86c74536-3811-11ee-8474-000d3a0b5476,"8/11/2023, 6:36:57.376 AM","8/11/2023, 6:37:46.787 AM",ProcessTracking,Process Creation,test,test@test.com,SecurityEvent,,,devicename01,,,,,,,,,,,"{""OnPremisesSID"":""S-1-5-21-2680824871-1255999119-832436803-962075""}","{""IsLocalAdmin"":""True""}","{""MandatoryLabel"":""S-1-16-12288"",""NewProcessId"":""0x1514"",""NewProcessName"":""C:\\Windows\\System32\\conhost.exe"",""Process"":""conhost.exe"",""ParentProcessName"":""C:\\Windows\\System32\\winrshost.exe"",""ProcessId"":""0x7b0"",""LastTimeUserPerformedAction"":""08/11/2023 00:00:00"",""UncommonHighVolumeOfActions"":""False""}",,,0,BehaviorAnalytics,
16b57a29-661a-855a-1866-22d1b0a7179d,58b4782b-3811-11ee-8474-000d3a0b55d9,"8/11/2023, 6:35:40.505 AM","8/11/2023, 6:37:46.554 AM",ProcessTracking,Process Creation,test,test@test.com,SecurityEvent,,,devicename01,,,,,,,,,,,"{""OnPremisesSID"":""S-1-5-21-2680824871-1255999119-832436803-962075""}","{""IsLocalAdmin"":""True""}","{""MandatoryLabel"":""S-1-16-12288"",""NewProcessId"":""0x1d94"",""NewProcessName"":""C:\\Windows\\System32\\cmd.exe"",""Process"":""cmd.exe"",""ParentProcessName"":""C:\\Windows\\System32\\winrshost.exe"",""ProcessId"":""0x2228"",""LastTimeUserPerformedAction"":""08/11/2023 00:00:00"",""UncommonHighVolumeOfActions"":""False""}",,,0,BehaviorAnalytics,
16b57a29-661a-855a-1866-22d1b0a7179d,85e3221b-3811-11ee-8474-000d3a0b5640,"8/11/2023, 6:37:15.892 AM","8/11/2023, 6:37:45.340 AM",ProcessTracking,Process Creation,test,test@test.com,SecurityEvent,,,devicename01,,,,,,,,,,,"{""OnPremisesSID"":""S-1-5-21-2680824871-1255999119-832436803-962075""}","{""IsLocalAdmin"":""True""}","{""MandatoryLabel"":""S-1-16-12288"",""NewProcessId"":""0x176c"",""NewProcessName"":""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe"",""Process"":""powershell.exe"",""ParentProcessName"":""C:\\Windows\\System32\\cmd.exe"",""ProcessId"":""0x2354"",""LastTimeUserPerformedAction"":""08/11/2023 00:00:00"",""UncommonHighVolumeOfActions"":""False""}",,,0,BehaviorAnalytics,
16b57a29-661a-855a-1866-22d1b0a7179d,59bdd3dd-3811-11ee-8474-000d3a0b5ceb,"8/11/2023, 6:36:03.535 AM","8/11/2023, 6:37:46.554 AM",ProcessTracking,Process Creation,test,test@test.com,SecurityEvent,,,devicename01,,,,,,,,,,,"{""OnPremisesSID"":""S-1-5-21-2680824871-1255999119-832436803-962075""}","{""IsLocalAdmin"":""True""}","{""CommandLine"":""C:\\Windows\\system32\\cmd.exe /C powershell -NoLogo -NonInteractive -NoProfile -OutputFormat TEXT -Command \""& {Get-Command exsetup |%{$_.Fileversioninfo.ProductVersion}}\"""",""NewProcessId"":""0x2588"",""NewProcessName"":""C:\\Windows\\System32\\cmd.exe"",""Process"":""cmd.exe"",""ProcessId"":""0x4104"",""LastTimeUserPerformedAction"":""08/11/2023 00:00:00"",""UncommonHighVolumeOfActions"":""False""}",,,0,BehaviorAnalytics,
