TimeGenerated [UTC],access_method,app,app_session_id,appcategory,browser,browser_session_id,browser_version,bypass_reason,bypass_traffic,category,cci,ccl,client_bytes,conn_duration,conn_endtime,conn_starttime,connection_id,CononicalName,count_i,device,domain,dst_country,dst_geoip_src,dst_latitude,dst_location,dst_longitude,dst_region,dst_timezone,dst_zipcode,dsthost,dstip,dstport,dynamic_classification,forward_to_proxy_profile,fromlogs,hostname,http_transaction_count,log_file_name,netskope_pop,network,numbytes,org,organization_unit,os,os_version,page,policy,protocol,req_cnt,request_id,resp_cnt,resp_content_len,resp_content_type,sAMAccountName,serial,server_bytes,sessionid,severity,sfwder,site,src_country,src_geoip_src,src_latitude,src_location,src_longitude,src_region,src_time,src_timezone,src_zipcode,srcip,ssl_decrypt_policy,suppression_end_time,suppression_start_time,timestamp,traffic_type,transaction_id,type_s,ur_normalized,url,user,user_generated,useragent,userip,userkey,userPrincipalName,TenantId,Type,_ResourceId
"2/5/2025, 12:20:23 AM",Client,Mozilla,,Search Engines,Chrome,,121.0.0.0,,no,Search Engines,,unknown,9072,12,1707157302,1707157290,,,1,Mac Device,developer.mozilla.org,US,0,39,Kansas City,-95,Missouri,America/Chicago,64184,,1.2.3.14,443,,,,manuel.boira,11,,ES-MAD2,,102053,,,Sonoma,Sonoma,developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Math/round,,HTTP/1.1,11,0,11,67958,text/html,,,92981,,unknown,,Mozilla,ES,0,37,Huelva,-7,Andalucia,Mon Feb  5 19:08:00 2024,Europe/Madrid,N/A,1.1.1.11,,0,0,1707157290,CloudApp,0,connection,sam.altman@openai.com,developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Math/round,sam.altman@openai.com,yes,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",1.1.1.11,sam.altman@openai.com,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsPage_CL,
"2/5/2025, 12:20:23 AM",Client,Spotify,0,Streaming & Downloadable Audio,,0,,Steering Exception - Default tenant config,yes,Streaming & Downloadable Audio,49,poor,0,0,0,0,0,,1,,apresolve.spotify.com,US,0,39,Kansas City,-95,Missouri,America/Chicago,64184,,1.2.3.15,443,,,,,0,,ES-MAD2,,0,,,,,apresolve.spotify.com,,,0,,0,0,,,,0,,,,Spotify,ES,0,37,Huelva,-7,Andalucia,Mon Feb  5 19:23:00 2024,Europe/Madrid,N/A,1.1.1.12,no,0,0,1707157424,CloudApp,0,connection,sam.altman@openai.com,apresolve.spotify.com,sam.altman@openai.com,yes,,1.1.1.12,sam.altman@openai.com,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsPage_CL,
"2/5/2025, 12:20:23 AM",Client,Google Calendar,,Collaboration,Chrome,,121.0.0.0,,no,Collaboration,90,excellent,133702,834,1707157387,1707156553,,,1,Mac Device,calendar.google.com,US,0,37,Mountain View,-123,California,America/Los_Angeles,N/A,,1.2.3.16,443,,,,manuel.boira,42,,ES-MAD2,,178550,,,Sonoma,Sonoma,calendar.google.com,,HTTP/1.1,42,0,42,0,,,,44848,,unknown,,Google Calendar,ES,0,37,Huelva,-7,Andalucia,Mon Feb  5 19:09:00 2024,Europe/Madrid,N/A,1.1.1.13,,0,0,1707156553,CloudApp,0,connection,sam.altman@openai.com,calendar.google.com,sam.altman@openai.com,no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",1.1.1.13,sam.altman@openai.com,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsPage_CL,
"2/5/2025, 12:20:23 AM",Client,Amazon S3,,Cloud Storage,Chrome,,121.0.0.0,,no,Cloud Storage,99,excellent,210724,758,1707157335,1707156577,,,1,Mac Device,s3.console.aws.amazon.com,US,0,47,Seattle,-123,Washington,America/Los_Angeles,N/A,,1.2.3.17,443,,,,manuel.boira,120,,ES-MAD2,,222005,,,Sonoma,Sonoma,s3.console.aws.amazon.com,,HTTP/1.1,120,0,120,0,,,,11281,,unknown,,Amazon S3,ES,0,37,Huelva,-7,Andalucia,Mon Feb  5 19:09:00 2024,Europe/Madrid,N/A,1.1.1.14,,0,0,1707156577,CloudApp,0,connection,sam.altman@openai.com,s3.console.aws.amazon.com,sam.altman@openai.com,no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",1.1.1.14,sam.altman@openai.com,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsPage_CL,
"2/5/2025, 12:20:23 AM",Client,Slack,,Collaboration,Native,,unknown,,no,Collaboration,79,high,37359,691,1707157337,1707156646,,,1,Mac Device,edgeapi.slack.com,IE,0,53,Dublin,-7,Leinster,Europe/Dublin,D02,,1.2.3.18,443,,,,manuel.boira,17,,ES-MAD2,,51883,,,Sonoma,Sonoma,edgeapi.slack.com,,HTTP/1.1,17,0,17,0,,,,14524,,unknown,,Slack,ES,0,37,Huelva,-7,Andalucia,Mon Feb  5 19:10:00 2024,Europe/Madrid,N/A,1.1.1.15,,0,0,1707156646,CloudApp,0,connection,sam.altman@openai.com,edgeapi.slack.com,sam.altman@openai.com,no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2_1) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.36.138 Chrome/120.0.6099.199 Electron/28.1.2 Safari/537.36 MacAppStore/23.2.0 AppleSilicon Sonic Slack_SSB/4.36.138",1.1.1.15,sam.altman@openai.com,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsPage_CL,
"2/5/2025, 12:20:23 AM",Client,Google Gmail,,Webmail,Chrome,,106.0.5249.181,,no,Webmail,87,high,118514,655,1707157396,1707156741,,,1,Mac Device,mail.google.com,JP,0,35,Tokyo,139,Tokyo,Asia/Tokyo,N/A,,1.2.3.19,443,,,,manuel.boira,42,,ES-MAD2,,172546,,,Sonoma,Sonoma,mail.google.com,,HTTP/1.1,42,0,42,0,,,,54032,,unknown,,Google Gmail,ES,0,37,Huelva,-7,Andalucia,Mon Feb  5 19:12:00 2024,Europe/Madrid,N/A,1.1.1.16,,0,0,1707156741,CloudApp,0,connection,sam.altman@openai.com,mail.google.com,sam.altman@openai.com,no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.5249.181 Safari/537.36 WebCatalogPhoton/27.5.0",1.1.1.16,sam.altman@openai.com,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsPage_CL,
"2/5/2025, 12:20:23 AM",Client,Google Chat,,Collaboration,Chrome,,106.0.5249.181,,no,Collaboration,90,excellent,168935,241,1707157400,1707157159,,,1,Mac Device,chat.google.com,US,0,37,Mountain View,-123,California,America/Los_Angeles,N/A,,1.2.3.20,443,,,,manuel.boira,46,,ES-MAD2,,212732,,,Sonoma,Sonoma,chat.google.com,,HTTP/1.1,46,0,46,0,,,,43797,,unknown,,Google Chat,ES,0,37,Huelva,-7,Andalucia,Mon Feb  5 19:19:00 2024,Europe/Madrid,N/A,1.1.1.17,,0,0,1707157159,CloudApp,0,connection,sam.altman@openai.com,chat.google.com,sam.altman@openai.com,no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Clovery/27.5.0 Chrome/106.0.5249.181 Electron/21.3.0 Safari/537.36",1.1.1.17,sam.altman@openai.com,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsPage_CL,
"2/5/2025, 12:20:23 AM",Client,Slack,,Collaboration,Native,,unknown,,no,Collaboration,79,high,39520,6,1707157336,1707157330,,,1,Mac Device,wss-primary.slack.com,IE,0,53,Dublin,-7,Leinster,Europe/Dublin,D02,,1.2.3.21,443,,,,manuel.boira,14,,ES-MAD2,,39520,,,Sonoma,Sonoma,wss-primary.slack.com,,HTTP/1.1,14,0,14,0,,,,0,,unknown,,Slack,ES,0,37,Huelva,-7,Andalucia,Mon Feb  5 19:22:00 2024,Europe/Madrid,N/A,1.1.1.18,,0,0,1707157330,CloudApp,0,connection,sam.altman@openai.com,wss-primary.slack.com,sam.altman@openai.com,no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2_1) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.36.138 Chrome/120.0.6099.199 Electron/28.1.2 Safari/537.36 MacAppStore/23.2.0 AppleSilicon Sonic Slack_SSB/4.36.138",1.1.1.18,sam.altman@openai.com,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsPage_CL,
"2/5/2025, 1:10:21 AM",Client,Google Drive,,Cloud Storage,Chrome,,121.0.0.0,,no,Cloud Storage,82,high,137911,846,1707188495,1707187649,,,1,Mac Device,docs.google.com,US,0,37,Mountain View,-123,California,America/Los_Angeles,N/A,,1.2.3.22,443,,,,manuel.boira,37,,ES-MAD2,,142925,,,Sonoma,Sonoma,docs.google.com,,HTTP/1.1,37,0,37,0,,,,5014,,unknown,,Google Drive,ES,0,41,Zaragoza,-1,Aragon,Tue Feb  6 03:47:08 2024,Europe/Madrid,50011,1.1.1.19,,0,0,1707187649,CloudApp,0,connection,sam.altman@openai.com,docs.google.com,sam.altman@openai.com,no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",1.1.1.19,sam.altman@openai.com,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsPage_CL,
"2/5/2025, 1:10:21 AM",Client,Google Chat,,Collaboration,Chrome,,106.0.5249.181,,no,Collaboration,90,excellent,331467,944,1707188871,1707187927,,,1,Mac Device,chat.google.com,JP,0,35,Tokyo,139,Tokyo,Asia/Tokyo,N/A,,1.2.3.23,443,,,,manuel.boira,102,,ES-MAD2,,433004,,,Sonoma,Sonoma,chat.google.com,,HTTP/1.1,102,0,102,0,,,,101537,,unknown,,Google Chat,ES,0,41,Zaragoza,-1,Aragon,Tue Feb  6 03:52:08 2024,Europe/Madrid,50011,1.1.1.20,,0,0,1707187927,CloudApp,0,connection,sam.altman@openai.com,chat.google.com,sam.altman@openai.com,no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Clovery/27.5.0 Chrome/106.0.5249.181 Electron/21.3.0 Safari/537.36",1.1.1.20,sam.altman@openai.com,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsPage_CL,
