TimeGenerated [UTC],access_method,action,activity,alert,alert_type,app,app_activity,app_session_id,appcategory,appsuite,audit_category,audit_type,browser,browser_session_id,browser_version,category,cci,ccl,channel_id,client_bytes,conn_duration,connection_id,CononicalName,count_i,custom_connector,data_center,data_type,device,device_classification,dlp_file,dlp_incident_id,dlp_is_unique_count,dlp_mail_parent_id,dlp_parent_id,dlp_profile,dlp_rule,dlp_rule_count,dlp_rule_severity,dlp_unique_count,dst_country,dst_geoip_src,dst_latitude,dst_location,dst_longitude,dst_region,dst_timezone,dst_zipcode,dsthost,dstip,dstport,exposure,file_lang,file_path,file_size,file_type,from_user,from_user_category,fromlogs,hostname,instance,instance_id,internal_collaborator_count,log_file_name,logintype,loginurl,managed_app,managementID,md5,mime_type,modified,netskope_activity,netskope_pop,notify_template,nsdeviceuid,numbytes,object,object_id,object_type,org,organization_unit,orignal_file_path,os,os_version,other_categories,outer_doc_type,owner,page,page_site,parent_id,policy,policy_id,protocol,referer,req_cnt,request_id,resp_cnt,sAMAccountName,sanctioned_instance,scan_type,serial,server_bytes,sessionid,severity,sfwder,sha256,shared_with,site,smtp_to,src_country,src_geoip_src,src_latitude,src_location,src_longitude,src_region,src_time,src_timezone,src_zipcode,srcip,suppression_end_time,suppression_key,suppression_start_time,telemetry_app,timestamp,title_s,to_user,total_collaborator_count,traffic_type,transaction_id,true_obj_category,true_obj_type,tss_mode,type_s,universal_connector,ur_normalized,url,user,user_category,user_id,useragent,userip,userkey,userPrincipalName,web_universal_connector,workspace,workspace_id,TenantId,Type,_ResourceId
"2/4/2025, 11:15:22 PM",Client,,Delete,no,,Workday Financial Management,,,HR,,,,Chrome,,54.0.2840.90,HR,73,medium,,0,0,,,1,,,,Win Device,unmanaged,,0,,,0,,,0,,0,US,1,47,Redmond,-123,Washington,America/Los_Angeles,98052,,1.2.3.14,0,,,,0,,,,,EC2AMAZ-1OAJ8QB,,perfskope,0,,,,yes,,,,0,,,,,0,1MB.jpg_20170904-001155_demo.jpg',7fa3a632-f2a5-4953-bae8-ae238d97c8fc,File,,,,Win,Win,"[""Cloud Storage""]",,, ,workday.com,/personal/perftester2_perfskope_com/Documents,,,,https:// ,0,0,0,,,,,0,,unknown,,,,Workday.com,[],CA,2,45,Montreal,-74,Quebec,,America/Toronto,H3H,1.2.3.14,0,,0,,1707112805,,,0,CloudApp,,,,,nspolicy,,michael.jordan@yahoo.com,www.google.com,michael.jordan@yahoo.com,,,,1.2.3.14,michael.jordan@yahoo.com,,,,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsApplication_CL,
"2/4/2025, 11:15:22 PM",Client,,Delete,no,,Box,,,Cloud Storage,,,,unknown,,,Cloud Storage,79,high,,0,0,,,1,,,,Mac Device,unmanaged,,0,,,0,,,0,,0,US,1,37,Redwood City,-123,California,America/Los_Angeles,94061,,1.2.3.15,0,,,,0,,,,,EC2AMAZ-S3SVE8M,,,0,,,,yes,,,,0,,,,,0, ,d_NA,File,,,,Mac,unknown,"[""Cloud Storage""]",,,app.box.com/files/0/f/NA,Box,,,,,https://app.box.com/files/0/f/NA,0,0,0,,,,,0,,unknown,,,,Box,[],US,2,37,San Jose,-122,California,,America/Los_Angeles,95141,1.2.3.15,0,,0,,1707112804,,,0,CloudApp,,,,,nspolicy,,michael.jordan@yahoo.com,www.google.com,michael.jordan@yahoo.com,,,,1.2.3.15,michael.jordan@yahoo.com,,,,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsApplication_CL,
"2/4/2025, 11:15:22 PM",Client,,Download,no,,Manu Online,,,Enterprise Resource Planning,,,,Chrome,,54.0.2840.90,Enterprise Resource Planning,8,poor,,0,0,,,1,,,,Win Device,unmanaged,,0,,,0,,,0,,0,US,1,47,Redmond,-123,Washington,America/Los_Angeles,98052,,1.2.3.16,0,,,,0,text/html,,,,EC2AMAZ-1OAJ8QB,,perfskope,0,,,,yes,,082984620355f973c09077d452565c74,,0,,,,,0,10KB.jpg_20170904-001325_demo.jpg,,File,,,,Win,Win,"[""Cloud Storage""]",,, ,manuonline.com,,,,,https:// ,0,0,0,,,,,0,,unknown,,,,ManuOnline.com,[],CA,2,45,Montreal,-74,Quebec,,America/Toronto,H3H,1.2.3.16,0,,0,,1707112804,,,0,CloudApp,,,,,nspolicy,,michael.jordan@yahoo.com,www.google.com,michael.jordan@yahoo.com,,,,1.2.3.16,michael.jordan@yahoo.com,,,,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsApplication_CL,
"2/4/2025, 11:15:22 PM",API Connector,,View,no,,Market Interact,,,Customer Relationship Management,,,,unknown,0,,Customer Relationship Management,,excellent,,0,0,0,,1,,,,Mac Device,,,0,,,0,,,0,,0,,0,0,,0,,,,,1.2.3.17,0,,,,0,,admin@kkrlogistics.com,,,,,sumoskope.sharepoint.com,0,,,,,,,,0,,,,,0,,31927be1-76de-4654-b9c3-6edfa2e8f540,Page,,,,Mac,,[],,,,,,,,,,0,0,0,,,,,0,,,,,,Market.com,[],US,2,37,Campbell,-122,California,,,95008,1.2.3.17,0,,0,,1707112805,,,0,CloudApp,0,,,,nspolicy,,michael.jordan@yahoo.com,www.google.com,michael.jordan@yahoo.com,Internal,,,1.2.3.17,michael.jordan@yahoo.com,,,,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsApplication_CL,
"2/4/2025, 11:15:22 PM",Explicit Proxy,,,no,,Syncplicity,,,Cloud Storage,,,,unknown,,,Cloud Storage,62,medium,,0,0,,,1,,,,Mac Device,,,0,,,0,,,0,,0,,1,0,unknown,0,,unknown,,,1.2.3.18,0,,,,0,,,,,,,,0,,,,yes,,,,0,,,,,0,,,,,,,Mac,unknown,[],,,webserver.kkrlogistics.com,[webserver.net],,,,,,0,0,0,,,,,0,,unknown,,,,Syncplicity.com,[],US,2,39,Columbus,-83,Ohio,,America/New_York,43215,1.2.3.18,0,,0,,1707112804,,,0,CloudApp,,,,,nspolicy,,michael.jordan@yahoo.com,www.google.com,michael.jordan@yahoo.com,,,,1.2.3.18,michael.jordan@yahoo.com,,,,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsApplication_CL,
"2/4/2025, 11:15:22 PM",API Connector,,View,no,,Calux Software,,,Enterprise Resource Planning,,,,unknown,0,,Enterprise Resource Planning,,excellent,,0,0,0,,1,,,,Mac Device,,,0,,,0,,,0,,0,,0,0,,0,,,,,1.2.3.19,0,,,,0,,admin@kkrlogistics.com,,,,,sumoskope.sharepoint.com,0,,,,,,,,0,,,,,0,gaurav_kkrlogistics_com_SThumb.jpg,29e64400-788e-4fcb-8810-ca0bd40331d3,File,,,,Mac,,[],,,,,,,,,,0,0,0,,,,,0,,,,,,Calux.com,[],US,2,37,Campbell,-122,California,,,95008,1.2.3.19,0,,0,,1707112805,,,0,CloudApp,0,,,,nspolicy,,michael.jordan@yahoo.com,www.google.com,michael.jordan@yahoo.com,Internal,,,1.2.3.19,michael.jordan@yahoo.com,,,,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsApplication_CL,
"2/4/2025, 11:15:22 PM",Explicit Proxy,,,no,,Rally Software,,,Collaboration,,,,unknown,,,Collaboration,67,unknown,,0,0,,,1,,,,Mac Device,,,0,,,0,,,0,,0,,1,0,unknown,0,,unknown,,,1.2.3.20,0,,,,0,,,,,,,,0,,,,yes,,,,0,,,,,0,,,,,,,Mac,unknown,[],,,webserver.kkrlogistics.com,[webserver.net],,,,,,0,0,0,,,,,0,,unknown,,,,CAagile.com,[],US,2,39,Columbus,-83,Ohio,,America/New_York,43215,1.2.3.20,0,,0,,1707112805,,,0,CloudApp,,,,,nspolicy,,michael.jordan@yahoo.com,www.google.com,michael.jordan@yahoo.com,,,,1.2.3.20,michael.jordan@yahoo.com,,,,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsApplication_CL,
"2/4/2025, 11:15:22 PM",Explicit Proxy,,,no,,MONKEY,,,Business Process Management,,,,unknown,,,Business Process Management,7,unknown,,0,0,,,1,,,,Mac Device,,,0,,,0,,,0,,0,,1,0,unknown,0,,unknown,,,1.2.3.21,0,,,,0,,,,,,,,0,,,,yes,,,,0,,,,,0,,,,,,,Mac,unknown,[],,,webserver.kkrlogistics.com,[webserver.net],,,,,,0,0,0,,,,,0,,unknown,,,,Monkey.com,[],US,2,39,Columbus,-83,Ohio,,America/New_York,43215,1.2.3.21,0,,0,,1707112804,,,0,CloudApp,,,,,nspolicy,,michael.jordan@yahoo.com,www.google.com,michael.jordan@yahoo.com,,,,1.2.3.21,michael.jordan@yahoo.com,,,,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsApplication_CL,
"2/4/2025, 11:15:22 PM",,,Approve,no,,Google Hangouts,,,Social,,,,Chrome,0,,Social,73,medium,,0,0,,,2,,,,Macbook,,,0,,,0,,,0,,0,US,1,37,Mountain View,-123,California,,94043,,1.2.3.22,0,,,,0,,,,,,,,0,,,,,,,,0,,,,,0,net@kkrlogistics.com,,User,kkrlogistics.com,,,Mac OS X 10.9,,[],,,,,,,,,,0,0,0,,,,,0,,unknown,,,,Google Hangouts,[],IN,2,9,Pathanāmthitta,76,Kerala,,,689602,1.2.3.22,0,,0,,1707112805,,,0,CloudApp,0,,,,nspolicy,,michael.jordan@yahoo.com,www.google.com,michael.jordan@yahoo.com,,,,1.2.3.22,michael.jordan@yahoo.com,,,,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsApplication_CL,
"2/4/2025, 11:15:22 PM",,,Approve,no,,Google Hangouts,,,Collaboration,,,,Chrome,0,,Collaboration,73,medium,,0,0,,,2,,,,Macbook,,,0,,,0,,,0,,0,US,1,37,Mountain View,-123,California,,94043,,1.2.3.23,0,,,,0,,,,,,,,0,,,,,,,,0,,,,,0,net@kkrlogistics.com,,User,kkrlogistics.com,,,Mac OS X 10.9,,[],,,,,,,,,,0,0,0,,,,,0,,unknown,,,,Google Hangouts,[],IN,2,9,Pathanāmthitta,76,Kerala,,,689602,1.2.3.23,0,,0,,1707112804,,,0,CloudApp,0,,,,nspolicy,,michael.jordan@yahoo.com,www.google.com,michael.jordan@yahoo.com,,,,1.2.3.23,michael.jordan@yahoo.com,,,,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsApplication_CL,
