"TimeGenerated","EventId","MessageId","InternetMessageId","Subject","SenderAddress","SenderDomain","SenderIP","RecipientAddress","RecipientDomain","Direction","Action","ThreatVerdict","ThreatConfidence","ScanEngine","SpamScore","AttachmentCount","AttachmentName","AttachmentType","AttachmentSHA256","UrlCount","Urls","SPFResult","DKIMResult","DMARCResult","HeaderFrom","EnvelopeFrom","ReturnPath","TLSVersion","MessageSize","ProcessingTimeMs","PolicyName","IsInternal"
"02/10/2026 10:51:22","37628def-bd64-4a16-bdef-96450ffbef67","<00522338-72af-4ff1-8145-232e50e995dd@contoso.com>","<ff52ba96-e848-408b-b65f-a1ef354f0480@contoso.com>","Invoice #9650 — Payment Confirmation","jennywalker@contoso.com","contoso.com","218.147.50.74","brian.smith@contoso.com","contoso.com","Outbound","Allow","Clean","0","MailGuard Sandbox","1","0","","","","0","","Pass","Pass","Pass","jennywalker@contoso.com","jennywalker@contoso.com","jennywalker@contoso.com","TLSv1.3","287168","2299","Default Outbound","False"
"02/10/2026 10:53:22","e4248bc1-490d-42f5-9691-afb042eceba4","<49659d1c-70d9-4ad6-b84b-a7241347247f@fabrikam.com>","<27ed433f-a007-4fbd-a6ef-6e5f8cb6ce5e@fabrikam.com>","Weekly Status Update","grantandrew@fabrikam.com","fabrikam.com","184.201.210.216","carolyn.kelly@contoso.com","contoso.com","Inbound","Allow","Clean","0","MailGuard URL Rewrite","0","0","","","","0","","Pass","Pass","Pass","grantandrew@fabrikam.com","grantandrew@fabrikam.com","grantandrew@fabrikam.com","TLSv1.2","483002","1465","PCI Compliance","False"
"02/10/2026 10:55:22","c48b5f92-254e-425a-a33c-6a37689259d3","<15f34bf2-2570-4501-b744-2393b6a38c34@proseware.com>","<a0394b20-f19d-45bb-a980-d551105871bd@proseware.com>","Invoice #5232 — Payment Confirmation","pedro89@proseware.com","proseware.com","196.177.1.211","ricky.miller@contoso.com","contoso.com","Outbound","Allow","Clean","0","MailGuard Static","0","0","","","","1","","Pass","None","Pass","pedro89@proseware.com","pedro89@proseware.com","pedro89@proseware.com","TLSv1.3","18528","3330","Default Outbound","False"
"02/10/2026 10:57:22","1d353e78-11a6-4c59-9cc5-48cbee0f1341","<952b4019-88ae-4c26-832a-757c860e3839@fabrikam.com>","<d3332c60-54f8-4b55-9e55-16d3d39be3fd@fabrikam.com>","Re: Q4 Budget Review","patelkim@fabrikam.com","fabrikam.com","56.144.81.142","robert.morgan@contoso.com","contoso.com","Outbound","Allow","Clean","0","MailGuard ML Classifier","0","0","","","","1","","Pass","None","Pass","patelkim@fabrikam.com","patelkim@fabrikam.com","patelkim@fabrikam.com","TLSv1.3","159548","3328","Default Outbound","False"
"02/10/2026 10:59:22","c2ea5191-2d3d-4bff-9b4c-87294437fa1e","<b26d16e0-5c75-4cf2-ac04-83b328e80a2a@northwind.com>","<201c84fa-63d1-4925-a3b1-a546abcb1fe8@northwind.com>","Shared document: behavior.xlsx","eclayton@northwind.com","northwind.com","125.106.245.115","kevin.chavez@contoso.com","contoso.com","Internal","Allow","Clean","0","MailGuard URL Rewrite","0","1","box.docx","docx","e7f0d717381658e65d8a48a030deb87cd03329d7658118df1d76cbca7d7a5dcd","2","","Pass","Pass","Pass","eclayton@northwind.com","eclayton@northwind.com","eclayton@northwind.com","TLSv1.3","468900","3178","Default Outbound","True"
"02/10/2026 11:01:22","fdb06d5d-b723-4c1a-9c8c-999a9b8fb471","<3e293e74-b09d-40ef-8c6a-1cbaba208e3e@contoso.com>","<6dfdf34a-65f7-4988-863a-57c10b5277b6@contoso.com>","Action Required: Compliance Training","ycombs@contoso.com","contoso.com","202.59.118.206","russell.arellano@contoso.com","contoso.com","Outbound","Allow","Clean","0","MailGuard Static","0","0","","","","2","","SoftFail","None","None","ycombs@contoso.com","ycombs@contoso.com","ycombs@contoso.com","TLSv1.3","222908","1901","Default Outbound","False"
"02/10/2026 11:03:22","d3f43dfc-4c08-44cc-81d4-8ba38abccac0","<0c00f5a7-6319-4f11-a03b-edc135212f30@northwind.com>","<5f1a0974-fd9a-4b02-b18a-5bb2d63bcd41@northwind.com>","Invoice #3293 — Payment Confirmation","vaughnalyssa@northwind.com","northwind.com","128.128.109.101","lisa.miller@contoso.com","contoso.com","Outbound","Allow","Clean","0","MailGuard URL Rewrite","1","0","","","","3","","Pass","Pass","None","vaughnalyssa@northwind.com","vaughnalyssa@northwind.com","vaughnalyssa@northwind.com","TLSv1.2","431966","3819","Default Outbound","False"
"02/10/2026 11:05:22","32da677d-c545-4792-814b-426ad5ab6913","<9b1907a2-435b-40a5-b9cd-d02192f4a9d5@adatum.com>","<ccfef27b-1cd8-4505-9607-9d1d3522790a@adatum.com>","Weekly Status Update","michael26@adatum.com","adatum.com","177.245.85.188","james.johnson@contoso.com","contoso.com","Inbound","Allow","Clean","0","MailGuard ML Classifier","0","0","","","","1","","Pass","Pass","Pass","michael26@adatum.com","michael26@adatum.com","michael26@adatum.com","TLSv1.2","302321","2326","PCI Compliance","False"
"02/10/2026 11:07:22","c2251ce2-85ee-4d68-826c-f954b792b3de","<1366bea6-20c2-480c-ab97-f43c5fcf5beb@contoso.com>","<f23b232e-9415-421d-a2a2-a56b18fbc04c@contoso.com>","Meeting Tomorrow at 3pm","moniquecasey@contoso.com","contoso.com","207.234.150.83","elizabeth.rivera@contoso.com","contoso.com","Internal","Allow","Clean","0","MailGuard Static","1","1","choose.pdf","pdf","446ab2b5a0e39ffa681ce89002b3bf15f542f791b95290c1b58bebe306b931e6","1","","Pass","Pass","Pass","moniquecasey@contoso.com","moniquecasey@contoso.com","moniquecasey@contoso.com","TLSv1.3","249125","3499","Default Outbound","True"
"02/10/2026 11:09:22","1e6c1d5b-2fd0-4331-bf64-b6faf450f0fb","<6837babb-5aba-47aa-b1e4-4dfaeb08cceb@contoso.com>","<7906fcea-db98-49b2-9c9c-badfa0e149e9@contoso.com>","Weekly Status Update","brian41@contoso.com","contoso.com","220.30.2.251","alexa.jacobs@contoso.com","contoso.com","Inbound","Allow","Clean","0","MailGuard URL Rewrite","1","0","","","","1","","Pass","Pass","Pass","brian41@contoso.com","brian41@contoso.com","brian41@contoso.com","TLSv1.3","243064","796","Exec Protection","False"
"02/10/2026 11:11:22","d92d1b58-4fd2-4488-9278-85caf4b09029","<3e85c13f-9aca-4060-a49b-fcf7dfd9ea0e@contoso.com>","<8339e9e8-9233-4241-8230-ca00449dbdad@contoso.com>","Weekly Status Update","longjoseph@contoso.com","contoso.com","147.73.95.72","joshua.reyes@contoso.com","contoso.com","Internal","Allow","Clean","0","MailGuard ML Classifier","0","1","general.docx","docx","78e8427a16522fdb35683fd0ebf84e58c8dbfbf7bad5a149f167a34d30ca3be4","0","","Pass","None","Pass","longjoseph@contoso.com","longjoseph@contoso.com","longjoseph@contoso.com","TLSv1.2","322231","4921","Default Outbound","True"
"02/10/2026 11:13:22","ac98f711-1373-420f-87b4-94d852c0a8e1","<43117eab-dae6-436c-a58b-73d05117fe0d@fabrikam.com>","<3aa3aef9-e0b5-48db-b9b4-d73e1a57c576@fabrikam.com>","Shared document: lose.xlsx","robertwalker@fabrikam.com","fabrikam.com","155.32.237.230","heather.jackson@contoso.com","contoso.com","Internal","Allow","Clean","0","MailGuard Sandbox","0","0","","","","2","","Pass","Pass","Pass","robertwalker@fabrikam.com","robertwalker@fabrikam.com","robertwalker@fabrikam.com","TLSv1.2","115453","1857","Default Outbound","True"
"02/10/2026 11:15:22","bc38beaa-357a-49ef-a65d-e3eeb41e6a3c","<ac367459-597a-4526-baaa-f535828be792@proseware.com>","<43947efd-edc2-4abe-84b5-a611a7977ab5@proseware.com>","Action Required: Compliance Training","rodriguezaustin@proseware.com","proseware.com","140.43.106.65","jeremy.berger@contoso.com","contoso.com","Inbound","Allow","Clean","0","MailGuard Static","0","0","","","","1","","Pass","Pass","Pass","rodriguezaustin@proseware.com","rodriguezaustin@proseware.com","rodriguezaustin@proseware.com","TLSv1.2","438780","880","Default Outbound","False"
"02/10/2026 11:17:22","8ae4445e-66e8-4d70-aeb5-843cc48298ca","<51fa5277-f626-4935-b503-88ea80b46f56@fabrikam.com>","<fdbd0e69-f180-4868-a482-3483c6cb168e@fabrikam.com>","Weekly Status Update","robertsonbradley@fabrikam.com","fabrikam.com","175.213.250.22","ann.mccoy@contoso.com","contoso.com","Inbound","Allow","Clean","0","MailGuard Static","0","1","fill.pdf","pdf","ee79c2b0bb9b75dc28f83d9cb470186cefe200829295b624b527f4159e679f82","3","","Pass","None","Pass","robertsonbradley@fabrikam.com","robertsonbradley@fabrikam.com","robertsonbradley@fabrikam.com","TLSv1.3","478424","1938","PCI Compliance","False"
"02/10/2026 11:19:22","b1e2f92b-72f2-4c22-b30f-aef8e7459f0d","<eeba5d4d-8d9c-4862-928c-f9e604957e49@proseware.com>","<f3db9c05-77cf-4310-956d-7914f2cada82@proseware.com>","Shared document: matter.xlsx","sarah51@proseware.com","proseware.com","54.118.236.71","cody.caldwell@contoso.com","contoso.com","Inbound","Allow","Clean","0","MailGuard Sandbox","0","1","card.pdf","pdf","0636c5ab8990b340fed50e983a89bd3727b76b1663ba0598efe7bd835cec2139","0","","Pass","None","Pass","sarah51@proseware.com","sarah51@proseware.com","sarah51@proseware.com","TLSv1.2","197306","3420","PCI Compliance","False"
"02/10/2026 11:21:22","61da9ba8-10fa-4efc-85ed-a25d5d39aeb3","<b2c5b61c-ba79-466b-b3d6-9016b7f6fe00@northwind.com>","<02f9f291-c551-410a-a64e-adb0a40ee6b0@northwind.com>","Action Required: Compliance Training","christopherlong@northwind.com","northwind.com","49.40.201.215","belinda.palmer@contoso.com","contoso.com","Inbound","Allow","Clean","0","MailGuard Static","0","0","","","","2","","Pass","Pass","Pass","christopherlong@northwind.com","christopherlong@northwind.com","christopherlong@northwind.com","TLSv1.3","387947","4868","PCI Compliance","False"
"02/10/2026 11:05:14","c1a2b3d4-phsh-0001-bbbb-000000000001","<phish-001@evil-domain.xyz>","<phish-int-001@evil-domain.xyz>","Urgent: Your Microsoft 365 password expires today","security-team@m1crosoft-support.xyz","m1crosoft-support.xyz","91.219.236.100","mirage@pkwork.onmicrosoft.com","pkwork.onmicrosoft.com","Inbound","Allow","Phishing","92","MailGuard ML Classifier","9","0","","","","1","https://m1crosoft-support.xyz/password-reset","Fail","None","Fail","security-team@microsoft.com","bounce@m1crosoft-support.xyz","bounce@m1crosoft-support.xyz","TLSv1.2","12450","3102","Default Inbound","False"
"02/10/2026 11:06:22","c1a2b3d4-phsh-0002-bbbb-000000000002","<phish-002@evil-domain.xyz>","<phish-int-002@evil-domain.xyz>","Security alert: Unusual sign-in activity on your account","security-alert@m1crosoft-support.xyz","m1crosoft-support.xyz","91.219.236.100","spatel@pkwork.onmicrosoft.com","pkwork.onmicrosoft.com","Inbound","Allow","Phishing","95","MailGuard ML Classifier","9","0","","","","1","https://m1crosoft-support.xyz/account-verify","Fail","None","Fail","security-alert@microsoft.com","bounce@m1crosoft-support.xyz","bounce@m1crosoft-support.xyz","TLSv1.2","11200","2876","Default Inbound","False"
"02/10/2026 11:07:30","c1a2b3d4-phsh-0003-bbbb-000000000003","<phish-003@evil-domain.xyz>","<phish-int-003@evil-domain.xyz>","Your account has been compromised - reset password now","urgent-security@m1crosoft-support.xyz","m1crosoft-support.xyz","91.219.236.100","ceo@pkwork.onmicrosoft.com","pkwork.onmicrosoft.com","Inbound","Allow","Phishing","96","MailGuard ML Classifier","9","0","","","","1","https://m1crosoft-support.xyz/account-reset","Fail","None","Fail","urgent-security@microsoft.com","bounce@m1crosoft-support.xyz","bounce@m1crosoft-support.xyz","TLSv1.2","10800","2655","Default Inbound","False"
"02/10/2026 11:08:45","c1a2b3d4-phsh-0004-bbbb-000000000004","<phish-004@evil-domain.xyz>","<phish-int-004@evil-domain.xyz>","Action Required: Verify your identity immediately","no-reply@0ffice365-security.xyz","0ffice365-security.xyz","91.219.236.100","jliu@pkwork.onmicrosoft.com","pkwork.onmicrosoft.com","Inbound","Allow","Phishing","88","MailGuard ML Classifier","9","1","identity-verification.html","html","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","2","https://0ffice365-security.xyz/verify;https://0ffice365-security.xyz/login","Fail","None","Fail","no-reply@microsoft.com","bounce@0ffice365-security.xyz","bounce@0ffice365-security.xyz","TLSv1.2","18320","2544","Default Inbound","False"
"02/10/2026 11:09:55","c1a2b3d4-phsh-0005-bbbb-000000000005","<phish-005@evil-domain.xyz>","<phish-int-005@evil-domain.xyz>","Unusual activity detected on your Office 365 account","verify-account@0ffice365-security.xyz","0ffice365-security.xyz","91.219.236.100","aturner@pkwork.onmicrosoft.com","pkwork.onmicrosoft.com","Inbound","Allow","Phishing","91","MailGuard ML Classifier","9","0","","","","1","https://0ffice365-security.xyz/suspicious-activity","Fail","None","Fail","verify-account@microsoft.com","bounce@0ffice365-security.xyz","bounce@0ffice365-security.xyz","TLSv1.2","9876","2980","Default Inbound","False"
"02/10/2026 11:11:10","c1a2b3d4-phsh-0006-bbbb-000000000006","<phish-006@evil-domain.xyz>","<phish-int-006@evil-domain.xyz>","HR: Updated benefits enrollment - action needed","hr-benefits@pkwork-hr-portal.xyz","pkwork-hr-portal.xyz","185.220.101.55","mirage@pkwork.onmicrosoft.com","pkwork.onmicrosoft.com","Inbound","Allow","Phishing","90","MailGuard ML Classifier","9","1","Benefits-Enrollment-2026.xlsx","xlsx","2cf24dba5fb0a30e26e83b2ac5b9e29e1b161e5c1fa7425e73043362938b9824","1","https://pkwork-hr-portal.xyz/benefits","Fail","None","Fail","hr-benefits@pkwork.onmicrosoft.com","bounce@pkwork-hr-portal.xyz","bounce@pkwork-hr-portal.xyz","TLSv1.2","28900","3100","Default Inbound","False"
"02/10/2026 11:12:40","c1a2b3d4-phsh-0007-bbbb-000000000007","<phish-007@evil-domain.xyz>","<phish-int-007@evil-domain.xyz>","HR: Your October pay stub is ready for review","hr-payroll@pkwork-hr-portal.xyz","pkwork-hr-portal.xyz","185.220.101.55","psharma@pkwork.onmicrosoft.com","pkwork.onmicrosoft.com","Inbound","Allow","Phishing","94","MailGuard ML Classifier","9","1","October-PayStub-2026.pdf","pdf","b5bb9d8014a0f9b1d61e21e796d78dccdf1352f23cd32812f4850b878ae4944c","0","","Fail","None","Fail","hr-payroll@pkwork.onmicrosoft.com","bounce@pkwork-hr-portal.xyz","bounce@pkwork-hr-portal.xyz","TLSv1.2","22100","3450","Default Inbound","False"
"02/10/2026 11:14:05","c1a2b3d4-phsh-0008-bbbb-000000000008","<phish-008@evil-domain.xyz>","<phish-int-008@evil-domain.xyz>","SharePoint: Board meeting documents shared with you","sharepoint-notify@sh4repoint-pkwork.xyz","sh4repoint-pkwork.xyz","185.220.101.55","ceo@pkwork.onmicrosoft.com","pkwork.onmicrosoft.com","Inbound","Allow","Phishing","93","MailGuard ML Classifier","9","1","Q4-Board-Meeting-Agenda.docx","docx","a7ffc6f8bf1ed76651c14756a061d662f580ff4de43b49fa82d80a4b80f8434a","1","https://sh4repoint-pkwork.xyz/download/board-agenda","Fail","None","Fail","sharepoint-notify@pkwork.onmicrosoft.com","bounce@sh4repoint-pkwork.xyz","bounce@sh4repoint-pkwork.xyz","TLSv1.2","34500","2780","Default Inbound","False"
"02/10/2026 11:15:30","c1a2b3d4-phsh-0009-bbbb-000000000009","<phish-009@evil-domain.xyz>","<phish-int-009@evil-domain.xyz>","SharePoint: IT infrastructure audit report has been shared","sharepoint-notify@sh4repoint-pkwork.xyz","sh4repoint-pkwork.xyz","185.220.101.55","jliu@pkwork.onmicrosoft.com","pkwork.onmicrosoft.com","Inbound","Allow","Phishing","89","MailGuard ML Classifier","9","1","IT-Audit-Report-Q4.xlsx","xlsx","c73ce6ebe16559360d1af26454c644d9b00646a5c1d44cccea4ec424dffe4428","1","https://sh4repoint-pkwork.xyz/download/audit-report","Fail","None","Fail","sharepoint-notify@pkwork.onmicrosoft.com","bounce@sh4repoint-pkwork.xyz","bounce@sh4repoint-pkwork.xyz","TLSv1.2","31200","3312","Default Inbound","False"
"02/10/2026 09:58:22","ffe82e1f-5ef0-4aae-9d94-6b24eb2fef38","<5cd3f618-e01d-4181-9c3f-8bb406ff658a@malicious-infra.xyz>","<9cf0b78a-9747-4b6d-8bbe-38dbf4dfee56@malicious-infra.xyz>","Urgent: Review Updated Invoice #9842","finance-dept@malicious-infra.xyz","malicious-infra.xyz","198.51.100.42","mirage@pkwork.onmicrosoft.com","pkwork.onmicrosoft.com","Inbound","Allow","Phish","85","MailGuard ML Classifier","7","1","report.exe","exe","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","1","https://update-service-cdn.xyz/payload","Fail","None","Fail","finance-dept@malicious-infra.xyz","finance-dept@malicious-infra.xyz","bounce@malicious-infra.xyz","TLSv1.2","245890","3412","Default Inbound","False"
"02/10/2026 10:02:11","316e6bda-b0a3-4e4d-b87e-09400a2aca07","<a7d663bc-37f2-45bc-ab7b-421180e55eff@malicious-infra.xyz>","<fd544077-82ff-483f-a257-3d74ee849ac5@malicious-infra.xyz>","RE: Meeting Notes — Please Review Attachment","noreply@malicious-infra.xyz","malicious-infra.xyz","198.51.100.42","admin@pkwork.onmicrosoft.com","pkwork.onmicrosoft.com","Inbound","Quarantine","Phish","92","MailGuard Sandbox","9","1","meeting-notes.docm","docm","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4e5f6a1b2","0","","Fail","Fail","Fail","noreply@malicious-infra.xyz","noreply@malicious-infra.xyz","bounce@malicious-infra.xyz","TLSv1.3","189234","4821","Default Inbound","False"
