"TimeGenerated","EventOriginalUid","EventOriginalType","EventMessage","OriginalOutcomeResult","EventOriginalResultDetails","OriginalSeverity","EventSeverity","EventResult","DvcAction","ActorUserId","OriginalUserId","ActorUserIdType","ActorDisplayName","ActorUsername","OriginalActorAlternateId","ActorUsernameType","ActorUserType","OriginalUserType","ActorDetailEntry","ActorSessionId","AuthenticationContextAuthenticationProvider","AuthenticationContextAuthenticationStep","AuthenticationContextCredentialProvider","LogonMethod","AuthenticationContextInterface","AuthenticationContextIssuerId","AuthenticationContextIssuerType","SrcIpAddr","SrcGeoCity","SrcGeoCountry","SrcGeoRegion","SrcGeoLatitude","SrcGeoLongtitude","SrcGeoPostalCode","SrcDeviceType","OriginalClientDevice","SrcDvcId","SrcDvcIdType","SrcDvcOs","HttpUserAgent","ActingAppName","ActingAppType","SrcIsp","SrcZone","DomainName","SecurityContextIsProxy","SecurityContextAsNumber","SecurityContextAsOrg","SecurityContextDomain","OriginalTarget","DebugData","Request","TransactionId","TransactionType","TransactionDetail","LegacyEventType","Version"
"10/02/2026 10:31:22","5b3488bf-8d97-4469-914a-d97606e88a2d","app.oauth2.token.grant","OAuth2 token granted to application","SUCCESS","","INFO","INFO","Success","Allowed","00upsharma00000006","00upsharma00000006","OktaId","Priya Sharma","psharma@pkwork.onmicrosoft.com","psharma@pkwork.onmicrosoft.com","UPN","Member","User",,"81b784d1-c05a-4033-a3c1-ae7e9411f933","","0","","","","","","153.220.182.155","New Jonside","US","DE","66.423767","12.154103","51220","Unknown","Unknown","","","Windows 10","Mozilla/5.0 (Windows 10) Edge/120.0","Edge","Browser","AWS","","pkwork.onmicrosoft.com","True","14648","Farrell PLC","","{""id"":""7122d716-c1c6-4ffd-8d3d-aa7c6eed77b0"",""type"":""User"",""alternateId"":""9c6a2228-20f8-4972-991b-f3031e01d45f"",""displayName"":""AWS Console""}","{""requestUri"":""/api/v1/authn/factors""}",,"493ff252-c367-46ef-84e7-afd5e8748a9c","WEB",,"","0"
"10/02/2026 10:33:22","10e22fbb-ad9c-4515-bb6c-db073f1b0c27","user.authentication.auth_via_mfa","Authentication of user via MFA","SUCCESS","","INFO","INFO","Success","Allowed","00uaturner000000003","00uaturner000000003","OktaId","Alex Turner","aturner@pkwork.onmicrosoft.com","aturner@pkwork.onmicrosoft.com","UPN","Member","User",,"40ffa30e-1774-4a34-9adf-d1e4fe7e0893","","1","","","","","","67.36.66.31","Dodsonville","US","PR","1.669571","113.946874","81980","Unknown","Unknown","","","Windows 10","Mozilla/5.0 (Windows 10) Edge/120.0","Edge","Browser","OVH","","pkwork.onmicrosoft.com","False","58290","Waters, Quinn and May","","{""id"":""51b01d52-1439-4a4f-a635-bd44b03a6f94"",""type"":""AppUser"",""alternateId"":""05885f5d-0399-49f5-b1c2-a1ece433f0b6"",""displayName"":""Microsoft 365""}","{""requestUri"":""/api/v1/authn/verify""}",,"45b8f3c8-795a-480a-8c51-3e1bb24b48c1","WEB",,"","0"
"10/02/2026 10:35:22","63af3aa6-de73-44a1-9c03-83f941ed768c","policy.evaluate_sign_on","Evaluation of sign-on policy","ALLOW","","INFO","INFO","Success","Allowed","00uspatel0000000004","00uspatel0000000004","OktaId","Sara Patel","spatel@pkwork.onmicrosoft.com","spatel@pkwork.onmicrosoft.com","UPN","Member","User",,"58de6764-d7a2-4046-af2c-f35ec6d1dd4d","","0","","","","","","192.187.25.206","North Stephaniemouth","US","PW","29.2670915","-44.630608","07143","Unknown","Mobile","","","Ubuntu 22.04","Mozilla/5.0 (Ubuntu 22.04) Firefox/121.0","Firefox","Browser","AWS","","pkwork.onmicrosoft.com","True","19440","Reyes Ltd","","{""id"":""42e54c1e-1e5e-42a8-8eca-9b2b11047c75"",""type"":""User"",""alternateId"":""2f98b773-4ebc-4880-b91b-f313e8acc4c6"",""displayName"":""Productivity Helper""}","{""requestUri"":""/api/v1/authn/factors""}",,"272cc9cc-8a02-46e3-94c7-7276c8082ac2","WEB",,"","0"
"10/02/2026 10:37:22","754e1119-b768-4d72-ad3d-89c462c16b1a","app.oauth2.token.grant","OAuth2 token granted to application","SUCCESS","","INFO","INFO","Success","Allowed","00uceo00000000000002","00uceo00000000000002","OktaId","CEO PKWork","ceo@pkwork.onmicrosoft.com","ceo@pkwork.onmicrosoft.com","UPN","Member","User",,"d2229018-d0a1-4e0f-a46a-024c032a7213","","0","","","","","","96.23.141.71","Christianborough","US","UT","-79.2070585","-101.276291","24389","Unknown","Computer","","","Windows 11","Mozilla/5.0 (Windows 11) Firefox/121.0","Firefox","Browser","Akamai","","pkwork.onmicrosoft.com","False","53160","Allison, Carrillo and Keith","","{""id"":""704d2335-7829-4a46-b0f8-a277795ae266"",""type"":""AppUser"",""alternateId"":""ebdc3e75-22a2-4ad5-b756-7a7a698b1de1"",""displayName"":""Okta Dashboard""}","{""requestUri"":""/api/v1/authn/primary""}",,"b546f576-4d6f-4674-af68-0aefe20a1547","WEB",,"","0"
"10/02/2026 10:39:22","d5d2f006-e47f-431f-84fb-9afa2fb7e0b9","policy.evaluate_sign_on","Evaluation of sign-on policy","ALLOW","","INFO","INFO","Success","Allowed","00ujliu00000000005","00ujliu00000000005","OktaId","James Liu","jliu@pkwork.onmicrosoft.com","jliu@pkwork.onmicrosoft.com","UPN","Member","User",,"e52ea302-bdf5-473f-8d78-954d3be13b10","","1","","","","","","137.84.139.78","Hallburgh","US","OK","1.0220675","-18.057729","22848","Unknown","Unknown","","","macOS 14.2","Mozilla/5.0 (macOS 14.2) Firefox/121.0","Firefox","Browser","Akamai","","pkwork.onmicrosoft.com","True","10802","Adams, White and Nixon","","{""id"":""120cc8c0-f9ff-41a9-9425-343ab68f4b5c"",""type"":""AppUser"",""alternateId"":""fe82612a-89dd-4f5d-b7f6-22cddff0f3eb"",""displayName"":""Productivity Helper""}","{""requestUri"":""/api/v1/authn/verify""}",,"52c4e85c-a7e6-433d-ac1c-c30a1485c21d","WEB",,"","0"
"10/02/2026 10:41:22","45232f45-656d-4cc7-8f55-929fc02cdf85","app.oauth2.token.grant","OAuth2 token granted to application","SUCCESS","","INFO","INFO","Success","Allowed","00uceo00000000000002","00uceo00000000000002","OktaId","CEO PKWork","ceo@pkwork.onmicrosoft.com","ceo@pkwork.onmicrosoft.com","UPN","Member","User",,"744a98c5-9453-4439-8519-aa35d8846557","","0","","","","","","169.35.234.122","Jamesfurt","US","WY","55.849308","34.364286","82390","Mobile","Unknown","","","Windows 10","Mozilla/5.0 (Windows 10) Edge/120.0","Edge","Browser","AWS","","pkwork.onmicrosoft.com","False","19232","Meadows Group","","{""id"":""fb863d1e-a3b3-4b6a-b102-013aa718d3f9"",""type"":""AppUser"",""alternateId"":""54a464e3-8a7c-46f4-81a5-53e4c071e631"",""displayName"":""Salesforce""}","{""requestUri"":""/api/v1/authn/factors""}",,"962e9c0c-5fcd-4d4f-9838-bf7a0ef72cdd","WEB",,"","0"
"10/02/2026 10:43:22","1bfcaad6-2616-4dbd-b2b5-cafe69c8fd76","user.session.start","User login to Okta","SUCCESS","","INFO","INFO","Success","Allowed","00upsharma00000006","00upsharma00000006","OktaId","Priya Sharma","psharma@pkwork.onmicrosoft.com","psharma@pkwork.onmicrosoft.com","UPN","Member","User",,"8c678134-f45a-4348-9d3c-c2b4bc885832","ACTIVE_DIRECTORY","0","","OKTA_VERIFY_PUSH","","","","192.38.209.107","Frankmouth","US","MA","-64.334516","101.255466","19417","Computer","Computer","","","Ubuntu 22.04","Mozilla/5.0 (Ubuntu 22.04) Edge/120.0","Edge","Browser","Akamai","","pkwork.onmicrosoft.com","False","9518","Colon-Wallace","","{""id"":""79ea5dd6-f363-479d-ae92-3617743807a1"",""type"":""AppInstance"",""alternateId"":""956512b6-8908-4dbb-91f5-17d67fc4a99d"",""displayName"":""AWS Console""}","{""requestUri"":""/api/v1/authn/primary""}",,"16738872-bf07-4f5a-b981-8dd2e1891a94","WEB",,"","0"
"10/02/2026 10:45:22","79aed261-70b9-499e-b733-575bd8cf5e74","policy.evaluate_sign_on","Evaluation of sign-on policy","ALLOW","","INFO","INFO","Success","Allowed","00uceo00000000000002","00uceo00000000000002","OktaId","CEO PKWork","ceo@pkwork.onmicrosoft.com","ceo@pkwork.onmicrosoft.com","UPN","Member","User",,"930c7d94-163a-462a-9760-8184b0936af1","","0","","","","","","159.19.108.188","Lake Laurenmouth","US","MS","-52.818019","143.593843","59321","Unknown","Computer","","","Ubuntu 22.04","Mozilla/5.0 (Ubuntu 22.04) Firefox/121.0","Firefox","Browser","Cloudflare","","pkwork.onmicrosoft.com","False","47186","Cooper, Myers and Scott","","{""id"":""37de802f-0767-45d8-b219-c5e2917e6540"",""type"":""User"",""alternateId"":""61106e66-74dd-47cd-bb5f-0128a392c09d"",""displayName"":""Salesforce""}","{""requestUri"":""/api/v1/authn/verify""}",,"fb4da32f-47e7-462a-b7aa-110fb9924421","WEB",,"","0"
"10/02/2026 10:47:22","dbc38bf5-8f96-4934-b712-77b6f5cef98d","user.authentication.auth_via_mfa","Authentication of user via MFA","SUCCESS","","INFO","INFO","Success","Allowed","00uspatel0000000004","00uspatel0000000004","OktaId","Sara Patel","spatel@pkwork.onmicrosoft.com","spatel@pkwork.onmicrosoft.com","UPN","Member","User",,"e38b95a7-3413-4c77-be4a-44927e630f4f","","0","","","","","","176.94.137.222","East Samanthastad","US","ME","-62.997525","39.59636","42157","Computer","Unknown","","","macOS 14.2","Mozilla/5.0 (macOS 14.2) Edge/120.0","Edge","Browser","OVH","","pkwork.onmicrosoft.com","True","45917","Cooper, Mora and Nelson","","{""id"":""e0ea55cd-a57c-4cc4-bc21-3e8bc462a680"",""type"":""User"",""alternateId"":""b4ef62ca-8f7e-4688-8aef-fafb7b4cda5a"",""displayName"":""Salesforce""}","{""requestUri"":""/api/v1/authn/verify""}",,"52a31a76-92d6-4ba7-b663-35bf7a5d3c1a","WEB",,"","0"
"10/02/2026 10:49:22","0125df53-d784-4db6-928a-8856962047c6","user.authentication.auth_via_mfa","Authentication of user via MFA","SUCCESS","","INFO","INFO","Success","Allowed","00upsharma00000006","00upsharma00000006","OktaId","Priya Sharma","psharma@pkwork.onmicrosoft.com","psharma@pkwork.onmicrosoft.com","UPN","Member","User",,"f30e7979-1440-46d5-8b26-2d47746980ed","","0","","","","","","192.214.185.179","Sanchezmouth","US","UT","-23.643477","-57.110028","24960","Computer","Unknown","","","Windows 11","Mozilla/5.0 (Windows 11) Safari/17.2","Safari","Browser","Akamai","","pkwork.onmicrosoft.com","True","33038","Davis and Sons","","{""id"":""921af043-4208-41f9-8f06-5daa740ae515"",""type"":""AppInstance"",""alternateId"":""b18f1b60-9542-43a3-99da-031aa3e80a3f"",""displayName"":""Microsoft 365""}","{""requestUri"":""/api/v1/authn/verify""}",,"108608f7-dd17-440c-a937-ce11f89becb0","WEB",,"","0"
"10/02/2026 10:51:22","7483a694-52b6-4ed5-af60-0fbdb3fab999","app.oauth2.token.grant","OAuth2 token granted to application","SUCCESS","","INFO","INFO","Success","Allowed","00uceo00000000000002","00uceo00000000000002","OktaId","CEO PKWork","ceo@pkwork.onmicrosoft.com","ceo@pkwork.onmicrosoft.com","UPN","Member","User",,"b821a33f-af5b-4eb7-9c35-714e8d1242e5","","1","","","","","","201.51.17.112","Jamiehaven","US","PR","26.8420515","53.43162","28421","Mobile","Mobile","","","macOS 14.2","Mozilla/5.0 (macOS 14.2) Chrome/120.0","Chrome","Browser","Akamai","","pkwork.onmicrosoft.com","True","28628","Smith, Hernandez and Gonzalez","","{""id"":""70db9a3a-b43e-445a-a183-a94fe0c1072d"",""type"":""AppUser"",""alternateId"":""87adbb55-495c-480d-bef5-6975b84ea837"",""displayName"":""Okta Dashboard""}","{""requestUri"":""/api/v1/authn/primary""}",,"f41208b0-c6d9-42b0-a9b6-d7c4eb3370dd","WEB",,"","0"
"10/02/2026 10:53:22","0a685b8b-c9c2-4d5d-ba97-aea6c09dd668","app.oauth2.token.grant","OAuth2 token granted to application","SUCCESS","","INFO","INFO","Success","Allowed","00uspatel0000000004","00uspatel0000000004","OktaId","Sara Patel","spatel@pkwork.onmicrosoft.com","spatel@pkwork.onmicrosoft.com","UPN","Member","User",,"d893dc7e-6859-409b-93bf-d13a569d2bad","","1","","","","","","210.174.219.252","Mccoyton","US","OK","7.5761315","139.863416","87950","Computer","Unknown","","","Ubuntu 22.04","Mozilla/5.0 (Ubuntu 22.04) Firefox/121.0","Firefox","Browser","AWS","","pkwork.onmicrosoft.com","True","42836","Little-Perkins","","{""id"":""039cfcbc-b2b9-4650-9e41-218deab65239"",""type"":""AppUser"",""alternateId"":""ec6a1fc8-82b1-416a-a2b0-16735fedc0d3"",""displayName"":""Salesforce""}","{""requestUri"":""/api/v1/authn/verify""}",,"7be1fd94-6ac8-4c85-94e8-38658e911c3b","WEB",,"","0"
"10/02/2026 10:55:22","a1823595-9cac-489b-a07c-4a26f787036d","user.authentication.auth_via_mfa","Authentication of user via MFA","SUCCESS","","INFO","INFO","Success","Allowed","00upsharma00000006","00upsharma00000006","OktaId","Priya Sharma","psharma@pkwork.onmicrosoft.com","psharma@pkwork.onmicrosoft.com","UPN","Member","User",,"085d0ded-5468-4c73-ab51-ed89d2d29645","","1","","","","","","219.155.236.154","West Jennyhaven","US","DE","-74.5170025","79.146888","41025","Mobile","Unknown","","","Windows 10","Mozilla/5.0 (Windows 10) Safari/17.2","Safari","Browser","AWS","","pkwork.onmicrosoft.com","False","54473","Cortez PLC","","{""id"":""6b6301c8-ba8d-41a1-bdc7-1131fa230ae0"",""type"":""AppInstance"",""alternateId"":""dce5ff47-28e1-4808-a346-6cc7c0126e56"",""displayName"":""Productivity Helper""}","{""requestUri"":""/api/v1/authn/verify""}",,"a674893b-d019-4a42-8ff0-578803ba00ae","WEB",,"","0"
"10/02/2026 10:57:22","dce43f3b-26a3-4374-9aab-2757f5c798e2","policy.evaluate_sign_on","Evaluation of sign-on policy","ALLOW","","INFO","INFO","Success","Allowed","00uaturner000000003","00uaturner000000003","OktaId","Alex Turner","aturner@pkwork.onmicrosoft.com","aturner@pkwork.onmicrosoft.com","UPN","Member","User",,"c0badf48-8814-4e1c-b495-34a45454f360","","1","","","","","","218.202.123.165","South Robert","US","MH","27.6606075","-71.420666","60947","Unknown","Computer","","","Ubuntu 22.04","Mozilla/5.0 (Ubuntu 22.04) Chrome/120.0","Chrome","Browser","Cloudflare","","pkwork.onmicrosoft.com","True","45923","Todd, Williams and Richardson","","{""id"":""298c60ff-5bcb-48a2-92a6-11df44882da7"",""type"":""AppInstance"",""alternateId"":""4c742f32-adf8-4489-8ad1-1267efe871a4"",""displayName"":""Salesforce""}","{""requestUri"":""/api/v1/authn/primary""}",,"1e3e6bf0-f42a-487d-a037-77812c67cecc","WEB",,"","0"
"10/02/2026 10:59:22","1ec0a1e2-8fc9-427e-be1a-c78b1c5a961f","policy.evaluate_sign_on","Evaluation of sign-on policy","ALLOW","","INFO","INFO","Success","Allowed","00uaturner000000003","00uaturner000000003","OktaId","Alex Turner","aturner@pkwork.onmicrosoft.com","aturner@pkwork.onmicrosoft.com","UPN","Member","User",,"d4ed610a-a1fa-45bd-b6c9-7602d30d402a","","0","","","","","","135.40.36.21","New Russell","US","OR","-46.0222805","39.377998","70997","Computer","Unknown","","","Windows 11","Mozilla/5.0 (Windows 11) Firefox/121.0","Firefox","Browser","OVH","","pkwork.onmicrosoft.com","True","31317","Morgan and Sons","","{""id"":""96088881-cb03-4349-b77e-f9a4dd3a3efe"",""type"":""AppUser"",""alternateId"":""98820d9a-2ccd-4537-8e32-05b5df982a52"",""displayName"":""Okta Dashboard""}","{""requestUri"":""/api/v1/authn/primary""}",,"3a345ee6-a6ae-4e81-abee-84683c164c67","WEB",,"","0"
"10/02/2026 11:01:22","15231bbf-c9e7-499f-b17e-7bf0e935ec66","user.session.start","User login to Okta","SUCCESS","","INFO","INFO","Success","Allowed","00upsharma00000006","00upsharma00000006","OktaId","Priya Sharma","psharma@pkwork.onmicrosoft.com","psharma@pkwork.onmicrosoft.com","UPN","Member","User",,"ab6fa1fa-3d20-46bc-8695-e3c56723e3f5","ACTIVE_DIRECTORY","1","","PASSWORD","","","","70.134.99.115","Elliottport","US","AR","55.606628","-144.837163","24528","Mobile","Computer","","","Windows 10","Mozilla/5.0 (Windows 10) Edge/120.0","Edge","Browser","AWS","","pkwork.onmicrosoft.com","False","43743","Lopez Ltd","","{""id"":""35e024e5-7586-4121-a4d1-02a2bbb934dc"",""type"":""AppInstance"",""alternateId"":""c44a3fe7-1bbf-4b5f-9581-aac15e0fffb3"",""displayName"":""AWS Console""}","{""requestUri"":""/api/v1/authn/factors""}",,"082de459-1c46-47d3-ad5d-e9d1e4d5e4c2","WEB",,"","0"
