"TimeGenerated [UTC]","severity_name","risk_posture_name","account_id","team_id","team_name",location,"device_owner_id","device_owner_email","device_owner_first_name","device_owner_middle_name","device_owner_last_name","device_time [UTC]","device_info_tag1","device_info_tag2","detection_app","device_operator","zdevice_id","detection_app_version","detection_app_instance_id","device_os","device_jailbroken","device_os_version","device_model","device_id","device_type","mdm_device_id","mdm_alt_ids","threat_name","threat_category","threat_uuid","threat_display_name","threat_vector","mitre_tactics","child_threat_uuids","triggered_actions","threat_status","device_ip","gateway_mac","gateway_ip","base_station","attacker_ip","attacker_mac","attacker_ssid","attacker_bssid",network,"network_bssid","external_network","external_ip","network_interface","network_encryption","subnet_mask",certificate,"stagefright_vulnerability_report","jailbreak_reasons",process,"sideloaded_app_package","sideloaded_app_name","sideloaded_app_developer",event,"file_name","file_path","file_hash","suspected_url",module,"profile_category","profile_description","profile_identifier","profile_name","profile_type","profile_risk","malware_list","package_name","action_triggered","installer_source","malware_family","vulnerable_os_version","expected_os_version","vulnerable_security_patch","expected_security_patch","device_manufacturer","build_information","detected_url","ip_of_detected_url","device_mac","android_enterprise_management_state","android_enterprise_access_network_states","additional_properties",TenantId,Type,"_ResourceId"
"4/14/2026, 10:14:28.231 PM",ELEVATED,,"10f89733-6dbe-4eb6-9aa7-d6db7bdfc8a2","5c0c4113-6154-4cdc-943e-56710c1255b4",Default,"{""gps_latitude"":null,""gps_longitude"":null,""location_accuracy"":null}",,"test-2f68cbda-a07b-44e5-b5f1-e58a8fbf1d15@test.com",,,,,,,MTD,,"8420f478-0927-40d4-806d-ea0f111ccb39","5.4.11","0a04adc2-77f2-5448-a48c-7d5ab9b39df4",android,false,10,"SM-M307F","f37477a0-88fc-4ef2-9a12-a35574b5dba0",,,,"ANDROID_NOT_UPDATED",SINGULAR,"1f1ae042-ae32-4790-b2de-29fd928e9434","Vulnerable Android Version",Device,"[""Impact""]","[]","[]",Pending,"213.93.226.31",,,,,,,,WifiName,"59:48:a4:72:b8:27",,,,,,,,,,,,,,,,,,,,,,,,,,,"Silent Alert",,,"Android 14 Patch 20240405","Android 14 Patch 20240505",20240405,,,,null,,,"{""ownership"":""PERSONALLY_OWNED"",""managementMode"":""PROFILE_OWNER"",""managementAppPackageName"":""com.zimperium.mtd"",""workProfileState"":""WORK_PROFILE_PRESENT""}","[{""networkTransport"":""[\""WIFI\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""},{""networkTransport"":""[\""WIFI\"", \""VPN\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""}]","{""key1"":""value1"",""key2"":""value2""}","66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumThreatLogV2_CL",
"4/14/2026, 10:14:32.566 PM",ELEVATED,,"10f89733-6dbe-4eb6-9aa7-d6db7bdfc8a2","5c0c4113-6154-4cdc-943e-56710c1255b4",Default,"{""gps_latitude"":null,""gps_longitude"":null,""location_accuracy"":null}",,"test-2f68cbda-a07b-44e5-b5f1-e58a8fbf1d15@test.com",,,,,,,MTD,,"8420f478-0927-40d4-806d-ea0f111ccb39","5.4.11","0a04adc2-77f2-5448-a48c-7d5ab9b39df4",android,false,10,"SM-M307F","f37477a0-88fc-4ef2-9a12-a35574b5dba0",,,,"MALICIOUS_WEBSITE",SINGULAR,"dadbcc29-50b6-46e5-b9c2-91c6ee3853fb","Phishing Protection - Linked Tapped",Device,"[""Initial Access"",""Credential Access"",""Network Effects""]","[]","[]",Pending,"213.93.226.31",,,,,,,,WifiName,"59:48:a4:72:b8:27",,,,,,,,,,,,,,,,,"http://hogan4md.org/2p9zy",,,,,,,,,,"Silent Alert",,,,,,,,,"http://hogan4md.org/2p9zy",,,"{""ownership"":""PERSONALLY_OWNED"",""managementMode"":""PROFILE_OWNER"",""managementAppPackageName"":""com.zimperium.mtd"",""workProfileState"":""WORK_PROFILE_PRESENT""}","[{""networkTransport"":""[\""WIFI\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""},{""networkTransport"":""[\""WIFI\"", \""VPN\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""}]","{""key1"":""value1"",""key2"":""value2""}","66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumThreatLogV2_CL",
"4/14/2026, 10:14:30.383 PM",ELEVATED,,"10f89733-6dbe-4eb6-9aa7-d6db7bdfc8a2","5c0c4113-6154-4cdc-943e-56710c1255b4",Default,"{""gps_latitude"":null,""gps_longitude"":null,""location_accuracy"":null}",,"test-2f68cbda-a07b-44e5-b5f1-e58a8fbf1d15@test.com",,,,,,,MTD,,"8420f478-0927-40d4-806d-ea0f111ccb39","5.4.11","0a04adc2-77f2-5448-a48c-7d5ab9b39df4",android,false,10,"SM-M307F","f37477a0-88fc-4ef2-9a12-a35574b5dba0",,,,"PASSCODE_NOT_ENABLED",SINGULAR,"88783fa8-1797-42d4-82e7-09888148834a","Device Pin",Device,"[""Impact""]","[]","[]",Pending,"213.93.226.31",,,,,,,,WifiName,"59:48:a4:72:b8:27",,,,,,,,,,,,,,,,,,,,,,,,,,,"Silent Alert",,,,,,,,,null,,,"{""ownership"":""PERSONALLY_OWNED"",""managementMode"":""PROFILE_OWNER"",""managementAppPackageName"":""com.zimperium.mtd"",""workProfileState"":""WORK_PROFILE_PRESENT""}","[{""networkTransport"":""[\""WIFI\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""},{""networkTransport"":""[\""WIFI\"", \""VPN\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""}]","{""key1"":""value1"",""key2"":""value2""}","66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumThreatLogV2_CL",
"4/14/2026, 10:14:36.518 PM",NORMAL,,"10f89733-6dbe-4eb6-9aa7-d6db7bdfc8a2","5c0c4113-6154-4cdc-943e-56710c1255b4",Default,"{""gps_latitude"":null,""gps_longitude"":null,""location_accuracy"":null}",,"test-2f68cbda-a07b-44e5-b5f1-e58a8fbf1d15@test.com",,,,,,,MTD,,"8420f478-0927-40d4-806d-ea0f111ccb39","5.4.11","0a04adc2-77f2-5448-a48c-7d5ab9b39df4",android,false,10,"SM-M307F","f37477a0-88fc-4ef2-9a12-a35574b5dba0",,,,"CAPTIVE_PORTAL",SINGULAR,"906eb705-123e-4f11-a27f-aa99aac156da","Captive Portal",Network,"[""Initial Access"",""Network Effects""]","[]","[]",Pending,"213.93.226.31",,,,,,,,WifiName,"59:48:a4:72:b8:27",,,,,,,,,,,,,,,,,,,,,,,,,,,"Silent Alert",,,,,,,,,null,,,"{""ownership"":""PERSONALLY_OWNED"",""managementMode"":""PROFILE_OWNER"",""managementAppPackageName"":""com.zimperium.mtd"",""workProfileState"":""WORK_PROFILE_PRESENT""}","[{""networkTransport"":""[\""WIFI\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""},{""networkTransport"":""[\""WIFI\"", \""VPN\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""}]","{""key1"":""value1"",""key2"":""value2""}","66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumThreatLogV2_CL",
"4/14/2026, 10:14:35.381 PM",CRITICAL,,"10f89733-6dbe-4eb6-9aa7-d6db7bdfc8a2","5c0c4113-6154-4cdc-943e-56710c1255b4",Default,"{""gps_latitude"":null,""gps_longitude"":null,""location_accuracy"":null}",,"test-2f68cbda-a07b-44e5-b5f1-e58a8fbf1d15@test.com",,,,,,,MTD,,"8420f478-0927-40d4-806d-ea0f111ccb39","5.4.11","0a04adc2-77f2-5448-a48c-7d5ab9b39df4",android,false,10,"SM-M307F","f37477a0-88fc-4ef2-9a12-a35574b5dba0",,,,"COMPROMISED_NETWORK",COMPOSITE,"05c9fa9a-7895-46da-9b10-6c370b34b592","Compromised Network",Network,"[""Initial Access"",""Network Effects"",""Collection"",""Exfiltration""]","[""5a5f74d6-b75-c0c-b293-ec71306ec36d"",""f2d5a7c8-1ce2-c7b4-e479-33b88594600"",""ab034d42-dad7-17fe-f0a6-a7ac713e70f2"",""2fe9fc85-76c7-7478-7fb1-39636d7cc856""]","[]",Pending,"213.93.226.31",,,,,,,,WifiName,"59:48:a4:72:b8:27",,,,,,,,,,,,,,,,,,,,,,,,,,,"Silent Alert",,,,,,,,,null,,,"{""ownership"":""PERSONALLY_OWNED"",""managementMode"":""PROFILE_OWNER"",""managementAppPackageName"":""com.zimperium.mtd"",""workProfileState"":""WORK_PROFILE_PRESENT""}","[{""networkTransport"":""[\""WIFI\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""},{""networkTransport"":""[\""WIFI\"", \""VPN\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""}]","{""key1"":""value1"",""key2"":""value2""}","66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumThreatLogV2_CL",
"4/14/2026, 10:14:38.568 PM",LOW,,"10f89733-6dbe-4eb6-9aa7-d6db7bdfc8a2","5c0c4113-6154-4cdc-943e-56710c1255b4",Default,"{""gps_latitude"":null,""gps_longitude"":null,""location_accuracy"":null}",,"test-2f68cbda-a07b-44e5-b5f1-e58a8fbf1d15@test.com",,,,,,,MTD,,"8420f478-0927-40d4-806d-ea0f111ccb39","5.4.11","0a04adc2-77f2-5448-a48c-7d5ab9b39df4",android,false,10,"SM-M307F","f37477a0-88fc-4ef2-9a12-a35574b5dba0",,,,"DANGERZONE_CONNECTED",SINGULAR,"f14e130e-d9c0-4017-a6e1-0a33ceb6d200","Danger Zone Connected",Network,"[""Network Effects"",""Initial Access""]","[]","[]",Pending,"213.93.226.31",,,,,,,,WifiName,"59:48:a4:72:b8:27",,,,,,,,,,,,,,,,,,,,,,,,,,,"Silent Alert",,,,,,,,,null,,,"{""ownership"":""PERSONALLY_OWNED"",""managementMode"":""PROFILE_OWNER"",""managementAppPackageName"":""com.zimperium.mtd"",""workProfileState"":""WORK_PROFILE_PRESENT""}","[{""networkTransport"":""[\""WIFI\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""},{""networkTransport"":""[\""WIFI\"", \""VPN\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""}]","{""key1"":""value1"",""key2"":""value2""}","66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumThreatLogV2_CL",
"4/14/2026, 10:16:41.452 PM",LOW,,"793a27c2-e6a7-491f-98cb-71c2fce2cf73","92340cfa-2f34-46fd-9fa4-6fbcaa936b34",Default,"{""gps_latitude"":null,""gps_longitude"":null,""location_accuracy"":null}",,"test-304db9b4-8bde-4c0f-9075-296ada3bd88f@test.com",,,,,,,MTD,,"1510cd54-b23a-4ba7-827b-099b9674e510","5.4.11","0b480e1e-605f-565f-b135-6f174c07754b",android,false,10,"SM-M307F","ad7ca7e4-93fd-4f5f-a31b-79937f2ea69f",,,,"UNSECURED_WIFI_NETWORK",SINGULAR,"fc922cec-8cc3-447d-acaf-4ad219c66222","Unsecured WiFi Network",Network,"[""Initial Access"",""Network Effects"",""Collection"",""Exfiltration""]","[]","[]",Pending,"107.182.86.207",,,,,,,,WifiName,"cb:79:7e:de:38:08",,,,,,,,,,,,,,,,,,,,,,,,,,,"Silent Alert",,,,,,,,,null,,,"{""ownership"":""PERSONALLY_OWNED"",""managementMode"":""PROFILE_OWNER"",""managementAppPackageName"":""com.zimperium.mtd"",""workProfileState"":""WORK_PROFILE_PRESENT""}","[{""networkTransport"":""[\""WIFI\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""},{""networkTransport"":""[\""WIFI\"", \""VPN\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""}]","{""key1"":""value1"",""key2"":""value2""}","66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumThreatLogV2_CL",
"4/14/2026, 10:16:51.407 PM",LOW,,"793a27c2-e6a7-491f-98cb-71c2fce2cf73","92340cfa-2f34-46fd-9fa4-6fbcaa936b34",Default,"{""gps_latitude"":null,""gps_longitude"":null,""location_accuracy"":null}",,"test-304db9b4-8bde-4c0f-9075-296ada3bd88f@test.com",,,,,,,MTD,,"1510cd54-b23a-4ba7-827b-099b9674e510","5.4.11","0b480e1e-605f-565f-b135-6f174c07754b",android,false,10,"SM-M307F","ad7ca7e4-93fd-4f5f-a31b-79937f2ea69f",,,,"DEVELOPER_OPTIONS_ON",SINGULAR,"d1b121e2-e8cc-417d-8db3-bfa7542a90a8","Developer Options",Device,"[""Impact""]","[]","[]",Pending,"107.182.86.207",,,,,,,,WifiName,"cb:79:7e:de:38:08",,,,,,,,,,,,,,,,,,,,,,,,,,,"Silent Alert",,,,,,,,,null,,,"{""ownership"":""PERSONALLY_OWNED"",""managementMode"":""PROFILE_OWNER"",""managementAppPackageName"":""com.zimperium.mtd"",""workProfileState"":""WORK_PROFILE_PRESENT""}","[{""networkTransport"":""[\""WIFI\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""},{""networkTransport"":""[\""WIFI\"", \""VPN\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""}]","{""key1"":""value1"",""key2"":""value2""}","66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumThreatLogV2_CL",
"4/14/2026, 10:02:06.489 PM",LOW,,"751a62d0-bf63-48e4-8511-fb9059d2f44f","fd80dcd7-a471-473e-84a4-03198c125cd7",Default,"{""gps_latitude"":null,""gps_longitude"":null,""location_accuracy"":null}",,"test-7535cc3c-66c3-4aa4-a252-ec6a2aff0d1f@test.com",,,,,,,MTD,,"7f6c5ee6-6354-4a7e-bc59-0c19b4eb88ba","5.5.3","4895b6f2-013c-591f-ace5-4f6279d6288b",ios,false,"17.5.1","iPhone14,6","0928782e-2b21-414c-a8d4-f1c528442c5f",,,,"UNSECURED_WIFI_NETWORK",SINGULAR,"a5c252fb-c917-4c2e-aad4-a6c093aa0dba","Unsecured WiFi Network",Network,"[""Initial Access"",""Network Effects"",""Collection"",""Exfiltration""]","[]","[]",Pending,"130.174.17.106",,,,,,,,WifiName,"a3:ab:79:44:4d:03",,,,,,,,,,,,,,,,,,,,,,,,,,,"Silent Alert",,,,,,,,,null,,,"{""ownership"":""PERSONALLY_OWNED"",""managementMode"":""PROFILE_OWNER"",""managementAppPackageName"":""com.zimperium.mtd"",""workProfileState"":""WORK_PROFILE_PRESENT""}","[{""networkTransport"":""[\""WIFI\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""},{""networkTransport"":""[\""WIFI\"", \""VPN\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""}]","{""key1"":""value1"",""key2"":""value2""}","66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumThreatLogV2_CL",
"4/14/2026, 10:16:53.572 PM",CRITICAL,,"793a27c2-e6a7-491f-98cb-71c2fce2cf73","92340cfa-2f34-46fd-9fa4-6fbcaa936b34",Default,"{""gps_latitude"":null,""gps_longitude"":null,""location_accuracy"":null}",,"test-304db9b4-8bde-4c0f-9075-296ada3bd88f@test.com",,,,,,,MTD,,"1510cd54-b23a-4ba7-827b-099b9674e510","5.4.11","0b480e1e-605f-565f-b135-6f174c07754b",android,false,10,"SM-M307F","ad7ca7e4-93fd-4f5f-a31b-79937f2ea69f",,,,"DEVICE_COMPROMISED_VIA_PHISHING_ATTACK",COMPOSITE,"894a4970-0e46-457b-86b1-ee04e032bf6a","Device Compromised via Phishing Attack",Network,"[""Initial Access"",""Credential Access"",""Network Effects"",""Persistence"",""Impact"",""Privilege Escalation"",""Execution""]","[""5e0eea0e-6d36-f7a3-5c43-1cbb85da3062"",""a92cbceb-d39f-95fa-e8cd-9beb1364bec0""]","[]",Pending,"107.182.86.207",,,,,,,,WifiName,"cb:79:7e:de:38:08",,,,,,,,,,,,,,,,,,,,,,,,,,,"Silent Alert",,,,,,,,,null,,,"{""ownership"":""PERSONALLY_OWNED"",""managementMode"":""PROFILE_OWNER"",""managementAppPackageName"":""com.zimperium.mtd"",""workProfileState"":""WORK_PROFILE_PRESENT""}","[{""networkTransport"":""[\""WIFI\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""},{""networkTransport"":""[\""WIFI\"", \""VPN\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""}]","{""key1"":""value1"",""key2"":""value2""}","66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumThreatLogV2_CL",
"4/14/2026, 10:02:16.669 PM",LOW,,"751a62d0-bf63-48e4-8511-fb9059d2f44f","fd80dcd7-a471-473e-84a4-03198c125cd7",Default,"{""gps_latitude"":null,""gps_longitude"":null,""location_accuracy"":null}",,"test-7535cc3c-66c3-4aa4-a252-ec6a2aff0d1f@test.com",,,,,,,MTD,,"7f6c5ee6-6354-4a7e-bc59-0c19b4eb88ba","5.5.3","4895b6f2-013c-591f-ace5-4f6279d6288b",ios,false,"17.5.1","iPhone14,6","0928782e-2b21-414c-a8d4-f1c528442c5f",,,,"DEVELOPER_OPTIONS_ON",SINGULAR,"02300bf0-8662-4503-a656-e68eee0dbfff","Developer Options",Device,"[""Impact""]","[]","[]",Pending,"130.174.17.106",,,,,,,,WifiName,"a3:ab:79:44:4d:03",,,,,,,,,,,,,,,,,,,,,,,,,,,"Silent Alert",,,,,,,,,null,,,"{""ownership"":""PERSONALLY_OWNED"",""managementMode"":""PROFILE_OWNER"",""managementAppPackageName"":""com.zimperium.mtd"",""workProfileState"":""WORK_PROFILE_PRESENT""}","[{""networkTransport"":""[\""WIFI\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""},{""networkTransport"":""[\""WIFI\"", \""VPN\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""}]","{""key1"":""value1"",""key2"":""value2""}","66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumThreatLogV2_CL",
"4/14/2026, 10:16:55.644 PM",CRITICAL,,"793a27c2-e6a7-491f-98cb-71c2fce2cf73","92340cfa-2f34-46fd-9fa4-6fbcaa936b34",Default,"{""gps_latitude"":null,""gps_longitude"":null,""location_accuracy"":null}",,"test-304db9b4-8bde-4c0f-9075-296ada3bd88f@test.com",,,,,,,MTD,,"1510cd54-b23a-4ba7-827b-099b9674e510","5.4.11","0b480e1e-605f-565f-b135-6f174c07754b",android,false,10,"SM-M307F","ad7ca7e4-93fd-4f5f-a31b-79937f2ea69f",,,,"APP_TAMPERING",SINGULAR,"ae2b79b8-0aab-405f-badc-aa5b1bf1f562","App Tampering",Device,"[""Persistence"",""Defense Evasion"",""Privilege Escalation"",""Execution""]","[]","[]",Pending,"107.182.86.207",,,,,,,,WifiName,"cb:79:7e:de:38:08",,,,,,,,,,,,,,,,,,,,,,,,,,,"Silent Alert",,,,,,,,,null,,,"{""ownership"":""PERSONALLY_OWNED"",""managementMode"":""PROFILE_OWNER"",""managementAppPackageName"":""com.zimperium.mtd"",""workProfileState"":""WORK_PROFILE_PRESENT""}","[{""networkTransport"":""[\""WIFI\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""},{""networkTransport"":""[\""WIFI\"", \""VPN\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""}]","{""key1"":""value1"",""key2"":""value2""}","66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumThreatLogV2_CL",
"4/14/2026, 10:02:20.665 PM",CRITICAL,,"751a62d0-bf63-48e4-8511-fb9059d2f44f","fd80dcd7-a471-473e-84a4-03198c125cd7",Default,"{""gps_latitude"":null,""gps_longitude"":null,""location_accuracy"":null}",,"test-7535cc3c-66c3-4aa4-a252-ec6a2aff0d1f@test.com",,,,,,,MTD,,"7f6c5ee6-6354-4a7e-bc59-0c19b4eb88ba","5.5.3","4895b6f2-013c-591f-ace5-4f6279d6288b",ios,false,"17.5.1","iPhone14,6","0928782e-2b21-414c-a8d4-f1c528442c5f",,,,"APP_TAMPERING",SINGULAR,"8252ee76-2677-4cab-a594-19cfdbb2e66b","App Tampering",Device,"[""Persistence"",""Defense Evasion"",""Privilege Escalation"",""Execution""]","[]","[]",Pending,"130.174.17.106",,,,,,,,WifiName,"a3:ab:79:44:4d:03",,,,,,,,,,,,,,,,,,,,,,,,,,,"Silent Alert",,,,,,,,,null,,,"{""ownership"":""PERSONALLY_OWNED"",""managementMode"":""PROFILE_OWNER"",""managementAppPackageName"":""com.zimperium.mtd"",""workProfileState"":""WORK_PROFILE_PRESENT""}","[{""networkTransport"":""[\""WIFI\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""},{""networkTransport"":""[\""WIFI\"", \""VPN\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""}]","{""key1"":""value1"",""key2"":""value2""}","66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumThreatLogV2_CL",
"4/14/2026, 10:16:57.658 PM",ELEVATED,,"793a27c2-e6a7-491f-98cb-71c2fce2cf73","92340cfa-2f34-46fd-9fa4-6fbcaa936b34",Default,"{""gps_latitude"":null,""gps_longitude"":null,""location_accuracy"":null}",,"test-304db9b4-8bde-4c0f-9075-296ada3bd88f@test.com",,,,,,,MTD,,"1510cd54-b23a-4ba7-827b-099b9674e510","5.4.11","0b480e1e-605f-565f-b135-6f174c07754b",android,false,10,"SM-M307F","ad7ca7e4-93fd-4f5f-a31b-79937f2ea69f",,,,"ANDROID_NOT_UPDATED",SINGULAR,"0cbdf46f-dfea-4259-bd5a-7680915dcc1f","Vulnerable Android Version",Device,"[""Impact""]","[]","[]",Pending,"107.182.86.207",,,,,,,,WifiName,"cb:79:7e:de:38:08",,,,,,,,,,,,,,,,,,,,,,,,,,,"Silent Alert",,,"Android 14 Patch 20240405","Android 14 Patch 20240505",20240405,,,,null,,,"{""ownership"":""PERSONALLY_OWNED"",""managementMode"":""PROFILE_OWNER"",""managementAppPackageName"":""com.zimperium.mtd"",""workProfileState"":""WORK_PROFILE_PRESENT""}","[{""networkTransport"":""[\""WIFI\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""},{""networkTransport"":""[\""WIFI\"", \""VPN\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""}]","{""key1"":""value1"",""key2"":""value2""}","66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumThreatLogV2_CL",
"4/14/2026, 10:02:22.765 PM",ELEVATED,,"751a62d0-bf63-48e4-8511-fb9059d2f44f","fd80dcd7-a471-473e-84a4-03198c125cd7",Default,"{""gps_latitude"":null,""gps_longitude"":null,""location_accuracy"":null}",,"test-7535cc3c-66c3-4aa4-a252-ec6a2aff0d1f@test.com",,,,,,,MTD,,"7f6c5ee6-6354-4a7e-bc59-0c19b4eb88ba","5.5.3","4895b6f2-013c-591f-ace5-4f6279d6288b",ios,false,"17.5.1","iPhone14,6","0928782e-2b21-414c-a8d4-f1c528442c5f",,,,"IOS_NOT_UPDATED",SINGULAR,"83aa25d2-f8f7-40a0-a5ba-3d573c0c25fb","Vulnerable iOS Version",Device,"[""Impact""]","[]","[]",Pending,"130.174.17.106",,,,,,,,WifiName,"a3:ab:79:44:4d:03",,,,,,,,,,,,,,,,,,,,,,,,,,,"Silent Alert",,,"17.0.3","17.4.1",,,,,null,,,"{""ownership"":""PERSONALLY_OWNED"",""managementMode"":""PROFILE_OWNER"",""managementAppPackageName"":""com.zimperium.mtd"",""workProfileState"":""WORK_PROFILE_PRESENT""}","[{""networkTransport"":""[\""WIFI\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""},{""networkTransport"":""[\""WIFI\"", \""VPN\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""}]","{""key1"":""value1"",""key2"":""value2""}","66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumThreatLogV2_CL",
"4/14/2026, 10:16:59.833 PM",ELEVATED,,"793a27c2-e6a7-491f-98cb-71c2fce2cf73","92340cfa-2f34-46fd-9fa4-6fbcaa936b34",Default,"{""gps_latitude"":null,""gps_longitude"":null,""location_accuracy"":null}",,"test-304db9b4-8bde-4c0f-9075-296ada3bd88f@test.com",,,,,,,MTD,,"1510cd54-b23a-4ba7-827b-099b9674e510","5.4.11","0b480e1e-605f-565f-b135-6f174c07754b",android,false,10,"SM-M307F","ad7ca7e4-93fd-4f5f-a31b-79937f2ea69f",,,,"PASSCODE_NOT_ENABLED",SINGULAR,"f4259bb5-34f0-4b1f-9e75-e41ad93f55ce","Device Pin",Device,"[""Impact""]","[]","[]",Pending,"107.182.86.207",,,,,,,,WifiName,"cb:79:7e:de:38:08",,,,,,,,,,,,,,,,,,,,,,,,,,,"Silent Alert",,,,,,,,,null,,,"{""ownership"":""PERSONALLY_OWNED"",""managementMode"":""PROFILE_OWNER"",""managementAppPackageName"":""com.zimperium.mtd"",""workProfileState"":""WORK_PROFILE_PRESENT""}","[{""networkTransport"":""[\""WIFI\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""},{""networkTransport"":""[\""WIFI\"", \""VPN\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""}]","{""key1"":""value1"",""key2"":""value2""}","66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumThreatLogV2_CL",
