"TimeGenerated [UTC]","severity_name","risk_posture_name","account_id","device_owner_id","device_owner_email","device_owner_first_name","device_owner_middle_name","device_owner_last_name","device_time [UTC]","device_info_tag1","device_info_tag2","detection_app","device_operator","zdevice_id","detection_app_instance_id","detection_app_version","device_os","device_jailbroken","device_os_version","device_model","device_id","device_type","mdm_device_id","mdm_alt_ids","threat_name","threat_uuid","threat_display_name","threat_status","mitigation_reason",TenantId,Type,"_ResourceId"
"4/14/2026, 10:20:16.848 PM",LOW,,"7f22e442-02e9-4c68-ae00-976ab46d6903",,"test-84dbbdc5-428a-41ca-b586-419b6a39b9e9@test.com",,,,,,,MTD,,"b0292b40-4cca-421e-982c-89bd2dd3a7f2","07685c21-fbb7-5fd6-b0db-4efbd938cc44","5.5.3",ios,false,"17.5.1","iPhone14,6","6a7bf563-04ad-4777-83d2-3bec8e672667",,,,"DEVELOPER_OPTIONS_ON","0f0d63a7-dde4-4f51-94ee-081287837108","Developer Options",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 10:20:18.832 PM",CRITICAL,,"7f22e442-02e9-4c68-ae00-976ab46d6903",,"test-84dbbdc5-428a-41ca-b586-419b6a39b9e9@test.com",,,,,,,MTD,,"b0292b40-4cca-421e-982c-89bd2dd3a7f2","07685c21-fbb7-5fd6-b0db-4efbd938cc44","5.5.3",ios,false,"17.5.1","iPhone14,6","6a7bf563-04ad-4777-83d2-3bec8e672667",,,,"DEVICE_COMPROMISED_VIA_PHISHING_ATTACK","0c979a97-d670-420c-b638-93fccd277f13","Device Compromised via Phishing Attack",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 10:20:23.033 PM",ELEVATED,,"7f22e442-02e9-4c68-ae00-976ab46d6903",,"test-84dbbdc5-428a-41ca-b586-419b6a39b9e9@test.com",,,,,,,MTD,,"b0292b40-4cca-421e-982c-89bd2dd3a7f2","07685c21-fbb7-5fd6-b0db-4efbd938cc44","5.5.3",ios,false,"17.5.1","iPhone14,6","6a7bf563-04ad-4777-83d2-3bec8e672667",,,,"IOS_NOT_UPDATED","11ba1563-bd8f-4e07-85f4-77180dc37c80","Vulnerable iOS Version",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 10:20:21.151 PM",CRITICAL,,"7f22e442-02e9-4c68-ae00-976ab46d6903",,"test-84dbbdc5-428a-41ca-b586-419b6a39b9e9@test.com",,,,,,,MTD,,"b0292b40-4cca-421e-982c-89bd2dd3a7f2","07685c21-fbb7-5fd6-b0db-4efbd938cc44","5.5.3",ios,false,"17.5.1","iPhone14,6","6a7bf563-04ad-4777-83d2-3bec8e672667",,,,"APP_TAMPERING","11ecd6df-249e-4985-9a22-a5b562873c06","App Tampering",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 10:20:25.037 PM",ELEVATED,,"7f22e442-02e9-4c68-ae00-976ab46d6903",,"test-84dbbdc5-428a-41ca-b586-419b6a39b9e9@test.com",,,,,,,MTD,,"b0292b40-4cca-421e-982c-89bd2dd3a7f2","07685c21-fbb7-5fd6-b0db-4efbd938cc44","5.5.3",ios,false,"17.5.1","iPhone14,6","6a7bf563-04ad-4777-83d2-3bec8e672667",,,,"PASSCODE_NOT_ENABLED","08a849f4-14c3-454c-89d9-5e53895309e8","Device Pin",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 10:20:27.119 PM",ELEVATED,,"7f22e442-02e9-4c68-ae00-976ab46d6903",,"test-84dbbdc5-428a-41ca-b586-419b6a39b9e9@test.com",,,,,,,MTD,,"b0292b40-4cca-421e-982c-89bd2dd3a7f2","07685c21-fbb7-5fd6-b0db-4efbd938cc44","5.5.3",ios,false,"17.5.1","iPhone14,6","6a7bf563-04ad-4777-83d2-3bec8e672667",,,,"MALICIOUS_WEBSITE","679dc312-ee66-4080-bfa6-fd9e9d28c22e","Phishing Protection - Linked Tapped",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 10:20:29.159 PM",CRITICAL,,"7f22e442-02e9-4c68-ae00-976ab46d6903",,"test-84dbbdc5-428a-41ca-b586-419b6a39b9e9@test.com",,,,,,,MTD,,"b0292b40-4cca-421e-982c-89bd2dd3a7f2","07685c21-fbb7-5fd6-b0db-4efbd938cc44","5.5.3",ios,false,"17.5.1","iPhone14,6","6a7bf563-04ad-4777-83d2-3bec8e672667",,,,"COMPROMISED_NETWORK","c5a7d3cf-47a7-4bd9-ac56-710deedcad79","Compromised Network",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 10:20:31.477 PM",NORMAL,,"7f22e442-02e9-4c68-ae00-976ab46d6903",,"test-84dbbdc5-428a-41ca-b586-419b6a39b9e9@test.com",,,,,,,MTD,,"b0292b40-4cca-421e-982c-89bd2dd3a7f2","07685c21-fbb7-5fd6-b0db-4efbd938cc44","5.5.3",ios,false,"17.5.1","iPhone14,6","6a7bf563-04ad-4777-83d2-3bec8e672667",,,,"CAPTIVE_PORTAL","2fc9093f-1ebe-43de-8444-0d5711e1815f","Captive Portal",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 10:20:33.280 PM",LOW,,"7f22e442-02e9-4c68-ae00-976ab46d6903",,"test-84dbbdc5-428a-41ca-b586-419b6a39b9e9@test.com",,,,,,,MTD,,"b0292b40-4cca-421e-982c-89bd2dd3a7f2","07685c21-fbb7-5fd6-b0db-4efbd938cc44","5.5.3",ios,false,"17.5.1","iPhone14,6","6a7bf563-04ad-4777-83d2-3bec8e672667",,,,"DANGERZONE_CONNECTED","243958df-a93c-4099-bfbf-6ed0f7a9dc47","Danger Zone Connected",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 10:23:19.074 PM",CRITICAL,,"9a53d962-7f45-46e8-8ce7-c97f7904a1ed",,"test-2fca29ed-596c-4efc-8e67-4d6f6828a4c3@test.com",,,,,,,MTD,,"04f70f0c-a242-46d9-a976-22242cdfedf0","3cdf7992-175d-58b4-bf3d-8d59550ddba1","5.5.3",ios,false,"17.5.1","iPhone14,6","029997ed-818f-4334-9b9c-5881a77df022",,,,"DEVICE_COMPROMISED_VIA_PHISHING_ATTACK","c871ec86-5ccc-4004-b0a9-746bb51eca50","Device Compromised via Phishing Attack",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 10:23:33.559 PM",LOW,,"9a53d962-7f45-46e8-8ce7-c97f7904a1ed",,"test-2fca29ed-596c-4efc-8e67-4d6f6828a4c3@test.com",,,,,,,MTD,,"04f70f0c-a242-46d9-a976-22242cdfedf0","3cdf7992-175d-58b4-bf3d-8d59550ddba1","5.5.3",ios,false,"17.5.1","iPhone14,6","029997ed-818f-4334-9b9c-5881a77df022",,,,"DANGERZONE_CONNECTED","fa797b25-ab7d-4b30-ad5d-88183fd54042","Danger Zone Connected",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 10:25:09.539 PM",ELEVATED,,"b3f37aa9-6816-4743-be14-fff3b3243eb2",,"test-1f949cb3-e7f3-4c9d-9bd5-ca897092b191@test.com",,,,,,,MTD,,"d3741a90-cbee-4821-9bb7-adf5153ba531","9f3d4a88-cf6e-5389-a24a-014db75dfc6a","5.5.3",ios,false,"17.5.1","iPhone14,6","ff8e8a66-76a7-4a99-b311-ef2610d3b3e3",,,,"PASSCODE_NOT_ENABLED","de86fc39-df21-473c-9276-33a36b30a6b2","Device Pin",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 10:49:17.553 PM",CRITICAL,,"755727e8-8e27-4995-ba03-fa07a3de1713",,"test-adfada12-d288-4c51-8f57-b61833681b9f@test.com",,,,,,,MTD,,"dc0c1188-b46e-4c77-bc1e-28a605ab8340","01f36bdb-f39c-5c6e-8807-73f753b5c527","5.5.3",ios,false,"17.5.1","iPhone14,6","a010e03e-5de2-45d8-9f68-30254d2f871b",,,,"APP_TAMPERING","75b47c4c-bdc4-4b89-96ac-9921cfc2098e","App Tampering",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 10:49:23.723 PM",ELEVATED,,"755727e8-8e27-4995-ba03-fa07a3de1713",,"test-adfada12-d288-4c51-8f57-b61833681b9f@test.com",,,,,,,MTD,,"dc0c1188-b46e-4c77-bc1e-28a605ab8340","01f36bdb-f39c-5c6e-8807-73f753b5c527","5.5.3",ios,false,"17.5.1","iPhone14,6","a010e03e-5de2-45d8-9f68-30254d2f871b",,,,"IOS_NOT_UPDATED","a7e382da-c42b-441d-ad19-7b16ec1da422","Vulnerable iOS Version",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 10:49:25.854 PM",ELEVATED,,"755727e8-8e27-4995-ba03-fa07a3de1713",,"test-adfada12-d288-4c51-8f57-b61833681b9f@test.com",,,,,,,MTD,,"dc0c1188-b46e-4c77-bc1e-28a605ab8340","01f36bdb-f39c-5c6e-8807-73f753b5c527","5.5.3",ios,false,"17.5.1","iPhone14,6","a010e03e-5de2-45d8-9f68-30254d2f871b",,,,"IOS_NOT_UPDATED","cc098358-f9b4-4e38-a0a6-1c2141ca080b","Vulnerable iOS Version",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 10:49:27.835 PM",ELEVATED,,"755727e8-8e27-4995-ba03-fa07a3de1713",,"test-adfada12-d288-4c51-8f57-b61833681b9f@test.com",,,,,,,MTD,,"dc0c1188-b46e-4c77-bc1e-28a605ab8340","01f36bdb-f39c-5c6e-8807-73f753b5c527","5.5.3",ios,false,"17.5.1","iPhone14,6","a010e03e-5de2-45d8-9f68-30254d2f871b",,,,"IOS_NOT_UPDATED","593c55cb-a0a6-4552-82f3-831a4a01d7d4","Vulnerable iOS Version",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 9:56:55.712 PM",ELEVATED,,"bff70da0-bf83-4dd3-bd12-0fcbbf9d266c",,"test-bcc67cc0-4418-4212-9e20-240e5b2b1ebc@test.com",,,,,,,MTD,,"da0095ee-ed39-4ffe-9a39-a0464b933d14","07285293-7b1b-5091-b625-11b78effaf47","5.4.11",android,false,10,"SM-M307F","e80b9763-41d3-460e-9104-8d367c736792",,,,"USB_DEBUGGING_ON","8a8aadfa-aaba-4127-ac30-5640ae8d3ab6","USB Debugging Mode",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 9:56:57.730 PM",LOW,,"bff70da0-bf83-4dd3-bd12-0fcbbf9d266c",,"test-bcc67cc0-4418-4212-9e20-240e5b2b1ebc@test.com",,,,,,,MTD,,"da0095ee-ed39-4ffe-9a39-a0464b933d14","07285293-7b1b-5091-b625-11b78effaf47","5.4.11",android,false,10,"SM-M307F","e80b9763-41d3-460e-9104-8d367c736792",,,,"DEVELOPER_OPTIONS_ON","a94f026a-650c-437e-b35f-1599bc63d54d","Developer Options",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 9:56:59.695 PM",CRITICAL,,"bff70da0-bf83-4dd3-bd12-0fcbbf9d266c",,"test-bcc67cc0-4418-4212-9e20-240e5b2b1ebc@test.com",,,,,,,MTD,,"da0095ee-ed39-4ffe-9a39-a0464b933d14","07285293-7b1b-5091-b625-11b78effaf47","5.4.11",android,false,10,"SM-M307F","e80b9763-41d3-460e-9104-8d367c736792",,,,"APK_SUSPECTED","a8a368b5-2f94-47ad-9ddf-0fa7bce8ab7c","Suspicious Android App",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 9:57:05.994 PM",ELEVATED,,"bff70da0-bf83-4dd3-bd12-0fcbbf9d266c",,"test-bcc67cc0-4418-4212-9e20-240e5b2b1ebc@test.com",,,,,,,MTD,,"da0095ee-ed39-4ffe-9a39-a0464b933d14","07285293-7b1b-5091-b625-11b78effaf47","5.4.11",android,false,10,"SM-M307F","e80b9763-41d3-460e-9104-8d367c736792",,,,"PASSCODE_NOT_ENABLED","875440a5-5178-416f-9bde-84549014edf4","Device Pin",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 9:57:08.014 PM",ELEVATED,,"bff70da0-bf83-4dd3-bd12-0fcbbf9d266c",,"test-bcc67cc0-4418-4212-9e20-240e5b2b1ebc@test.com",,,,,,,MTD,,"da0095ee-ed39-4ffe-9a39-a0464b933d14","07285293-7b1b-5091-b625-11b78effaf47","5.4.11",android,false,10,"SM-M307F","e80b9763-41d3-460e-9104-8d367c736792",,,,"ARP_MITM","3237a302-76a1-4e7d-b9f2-6aa9a0e5c9b4","MITM - ARP",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 9:57:10.008 PM",CRITICAL,,"bff70da0-bf83-4dd3-bd12-0fcbbf9d266c",,"test-bcc67cc0-4418-4212-9e20-240e5b2b1ebc@test.com",,,,,,,MTD,,"da0095ee-ed39-4ffe-9a39-a0464b933d14","07285293-7b1b-5091-b625-11b78effaf47","5.4.11",android,false,10,"SM-M307F","e80b9763-41d3-460e-9104-8d367c736792",,,,"COMPROMISED_NETWORK","3ef3ca24-8fc9-4109-b7fa-df9e715ef3fc","Compromised Network",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 10:02:18.500 PM",LOW,,"751a62d0-bf63-48e4-8511-fb9059d2f44f",,"test-7535cc3c-66c3-4aa4-a252-ec6a2aff0d1f@test.com",,,,,,,MTD,,"7f6c5ee6-6354-4a7e-bc59-0c19b4eb88ba","4895b6f2-013c-591f-ace5-4f6279d6288b","5.5.3",ios,false,"17.5.1","iPhone14,6","0928782e-2b21-414c-a8d4-f1c528442c5f",,,,"DEVELOPER_OPTIONS_ON","02300bf0-8662-4503-a656-e68eee0dbfff","Developer Options",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 10:02:20.542 PM",CRITICAL,,"751a62d0-bf63-48e4-8511-fb9059d2f44f",,"test-7535cc3c-66c3-4aa4-a252-ec6a2aff0d1f@test.com",,,,,,,MTD,,"7f6c5ee6-6354-4a7e-bc59-0c19b4eb88ba","4895b6f2-013c-591f-ace5-4f6279d6288b","5.5.3",ios,false,"17.5.1","iPhone14,6","0928782e-2b21-414c-a8d4-f1c528442c5f",,,,"DEVICE_COMPROMISED_VIA_PHISHING_ATTACK","b1bc11d5-ca7f-49cf-a7c5-8d703c7f33f6","Device Compromised via Phishing Attack",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 10:02:16.535 PM",LOW,,"751a62d0-bf63-48e4-8511-fb9059d2f44f",,"test-7535cc3c-66c3-4aa4-a252-ec6a2aff0d1f@test.com",,,,,,,MTD,,"7f6c5ee6-6354-4a7e-bc59-0c19b4eb88ba","4895b6f2-013c-591f-ace5-4f6279d6288b","5.5.3",ios,false,"17.5.1","iPhone14,6","0928782e-2b21-414c-a8d4-f1c528442c5f",,,,"UNSECURED_WIFI_NETWORK","a5c252fb-c917-4c2e-aad4-a6c093aa0dba","Unsecured WiFi Network",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 10:02:22.660 PM",CRITICAL,,"751a62d0-bf63-48e4-8511-fb9059d2f44f",,"test-7535cc3c-66c3-4aa4-a252-ec6a2aff0d1f@test.com",,,,,,,MTD,,"7f6c5ee6-6354-4a7e-bc59-0c19b4eb88ba","4895b6f2-013c-591f-ace5-4f6279d6288b","5.5.3",ios,false,"17.5.1","iPhone14,6","0928782e-2b21-414c-a8d4-f1c528442c5f",,,,"APP_TAMPERING","8252ee76-2677-4cab-a594-19cfdbb2e66b","App Tampering",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 10:02:24.618 PM",ELEVATED,,"751a62d0-bf63-48e4-8511-fb9059d2f44f",,"test-7535cc3c-66c3-4aa4-a252-ec6a2aff0d1f@test.com",,,,,,,MTD,,"7f6c5ee6-6354-4a7e-bc59-0c19b4eb88ba","4895b6f2-013c-591f-ace5-4f6279d6288b","5.5.3",ios,false,"17.5.1","iPhone14,6","0928782e-2b21-414c-a8d4-f1c528442c5f",,,,"IOS_NOT_UPDATED","83aa25d2-f8f7-40a0-a5ba-3d573c0c25fb","Vulnerable iOS Version",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 10:02:26.781 PM",ELEVATED,,"751a62d0-bf63-48e4-8511-fb9059d2f44f",,"test-7535cc3c-66c3-4aa4-a252-ec6a2aff0d1f@test.com",,,,,,,MTD,,"7f6c5ee6-6354-4a7e-bc59-0c19b4eb88ba","4895b6f2-013c-591f-ace5-4f6279d6288b","5.5.3",ios,false,"17.5.1","iPhone14,6","0928782e-2b21-414c-a8d4-f1c528442c5f",,,,"PASSCODE_NOT_ENABLED","454ec1a6-52f9-4745-935c-e632dd7cb054","Device Pin",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 10:02:30.850 PM",CRITICAL,,"751a62d0-bf63-48e4-8511-fb9059d2f44f",,"test-7535cc3c-66c3-4aa4-a252-ec6a2aff0d1f@test.com",,,,,,,MTD,,"7f6c5ee6-6354-4a7e-bc59-0c19b4eb88ba","4895b6f2-013c-591f-ace5-4f6279d6288b","5.5.3",ios,false,"17.5.1","iPhone14,6","0928782e-2b21-414c-a8d4-f1c528442c5f",,,,"COMPROMISED_NETWORK","a58a2036-5d43-46e7-8b09-973a1b6406a6","Compromised Network",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 9:57:12.129 PM",NORMAL,,"bff70da0-bf83-4dd3-bd12-0fcbbf9d266c",,"test-bcc67cc0-4418-4212-9e20-240e5b2b1ebc@test.com",,,,,,,MTD,,"da0095ee-ed39-4ffe-9a39-a0464b933d14","07285293-7b1b-5091-b625-11b78effaf47","5.4.11",android,false,10,"SM-M307F","e80b9763-41d3-460e-9104-8d367c736792",,,,"CAPTIVE_PORTAL","437302dc-91c0-4c8e-9932-d8be5a137e99","Captive Portal",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 10:14:24.127 PM",LOW,,"10f89733-6dbe-4eb6-9aa7-d6db7bdfc8a2",,"test-2f68cbda-a07b-44e5-b5f1-e58a8fbf1d15@test.com",,,,,,,MTD,,"8420f478-0927-40d4-806d-ea0f111ccb39","0a04adc2-77f2-5448-a48c-7d5ab9b39df4","5.4.11",android,false,10,"SM-M307F","f37477a0-88fc-4ef2-9a12-a35574b5dba0",,,,"DEVELOPER_OPTIONS_ON","b9286c3b-1542-4dc5-84c0-f1a3641cd34f","Developer Options",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
"4/14/2026, 10:14:30.248 PM",ELEVATED,,"10f89733-6dbe-4eb6-9aa7-d6db7bdfc8a2",,"test-2f68cbda-a07b-44e5-b5f1-e58a8fbf1d15@test.com",,,,,,,MTD,,"8420f478-0927-40d4-806d-ea0f111ccb39","0a04adc2-77f2-5448-a48c-7d5ab9b39df4","5.4.11",android,false,10,"SM-M307F","f37477a0-88fc-4ef2-9a12-a35574b5dba0",,,,"ANDROID_NOT_UPDATED","1f1ae042-ae32-4790-b2de-29fd928e9434","Vulnerable Android Version",Resolved,,"66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumMitigationLogV2_CL",
